"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"12103",4,3,2751,1987,"0","0",-118.88772,34.263508,"1"
"15412",2,2,1299,1986,"0","0",-119.190732,34.143642,"1"
"3233",3,2,1222,1987,"0","0",-118.842348,34.302929,"1"
"3957",3,2,1759,1985,"0","0",-118.732401,34.284898,"1"
"15525",4,2.5,2391,2000,"0","0",-118.97166,34.171568,"2"
"9319",1,1,793,1985,"0","0",-118.850859,34.179976,"1"
"11054",3,2,1447,1975,"0","0",-119.216179,34.193844,"1"
"19251",3,1,1081,1962,"0","0",-119.172292,34.17233,"1"
"19933",4,2,1324,1960,"0","0",-118.857049,34.215089,"1"
"10727",4,2.5,2077,1980,"0","0",-118.768063,34.26684,"1"
"7444",4,2.5,1894,1953,"0","0",-119.173248,34.180835,"1"
"19426",2,2,1190,1979,"0","0",-119.219692,34.260457,"1"
"2785",4,1.5,2289,1970,"1","0",-119.063959,34.25378,"2"
"17328",3,2,1575,1977,"0","0",-118.880422,34.266572,"1"
"16071",4,2,2081,1969,"1","0",-118.842783,34.14839,"1"
"17487",4,2.5,2032,1978,"0","0",-119.190102,34.227091,"1"
"12300",3,2,1058,1978,"0","0",-119.006848,34.224285,"1"
"7103",3,1.5,1215,1951,"0","0",-119.00017,34.259243,"1"
"12840",3,3,2564,1970,"0","0",-119.052119,34.237274,"1"
"17568",3,2.5,1478,1962,"0","0",-118.701255,34.274138,"1"
"13534",3,2,1888,1981,"0","0",-118.733719,34.285908,"1"
"7131",3,2,1672,1962,"0","0",-119.074504,34.356117,"1"
"14060",3,2,1395,1976,"0","0",-119.24085,34.191008,"2"
"19080",3,2.5,1992,1977,"0","0",-119.235696,34.18616,"1"
"10756",3,2,1144,1963,"0","0",-119.085064,34.348692,"1"
"6157",4,3,2806,2005,"0","0",-119.029085,34.208908,"2"
"2864",2,1.5,1239,1985,"0","0",-118.688,34.2736,"1"
"4389",4,2,1956,1964,"1","0",-119.024063,34.235094,"1"
"7930",3,2.5,1652,2015,"0","0",-119.176659,34.244595,"1"
"11220",4,3,1664,1972,"0","0",-118.718992,34.272764,"1"
"19018",4,2.5,1517,1994,"0","0",-119.152889,34.296311,"1"
"520",4,3.5,4078,1988,"0","0",-118.784806,34.189324,"2"
"11735",3,2,1230,1989,"0","0",-119.05916,34.23224,"2"
"17772",5,4.5,3181,2005,"0","0",-118.758379,34.299486,"2"
"7183",3,2,1000,1973,"0","0",-119.183972,34.223892,"1"
"6357",3,3,2141,1979,"0","0",-118.834181,34.146885,"2"
"14877",2,2,1070,1990,"0","0",-118.672865,34.279926,"1"
"5016",4,3,1918,1978,"1","0",-119.158118,34.159309,"1"
"14712",4,3,2246,1965,"0","0",-119.267064,34.282739,"2"
"5412",3,2,1125,1962,"0","0",-118.699766,34.278469,"1"
"18376",2,2,1441,1983,"0","0",-118.972278,34.230812,"1"
"11959",5,4,3307,2002,"0","0",-118.871239,34.276215,"2"
"15588",2,1,892,1971,"0","0",-119.219419,34.180029,"1"
"17954",3,2,1625,1983,"0","0",-118.861356,34.228058,"1"
"12745",3,2,1479,1965,"0","0",-119.045078,34.228659,"1"
"877",4,2.5,1901,1930,"0","0",-119.235307,34.45391,"2"
"4251",4,2,1826,1985,"0","0",-118.713255,34.296568,"2"
"386",5,4,2146,1979,"0","0",-119.277507,34.283888,"1"
"9996",4,2.5,2088,1990,"0","0",-118.814109,34.238636,"1"
"10442",3,2.5,1579,1989,"0","0",-118.80447,34.253077,"1"
"14202",4,2,1324,1960,"0","0",-118.849967,34.213509,"2"
"2843",3,2,1344,1973,"0","0",-119.183561,34.225315,"1"
"1805",4,2,1800,1972,"0","0",-118.758214,34.284141,"1"
"12897",4,2,1863,1976,"0","0",-119.213713,34.191357,"1"
"7677",2,2,919,1986,"0","0",-118.688895,34.277066,"1"
"7204",4,3.5,3099,1999,"0","0",-119.054231,34.240565,"2"
"8660",2,1,870,1952,"0","0",-119.197613,34.255771,"1"
"14446",3,2.5,2030,1965,"0","0",-119.265119,34.257384,"2"
"3567",3,2,1578,1972,"1","0",-118.759538,34.172515,"2"
"19894",4,3,1831,1961,"0","0",-118.732968,34.265164,"1"
"1683",2,1,834,1976,"0","0",-118.67547,34.27359,"1"
"12818",4,2,1838,1970,"0","0",-118.823947,34.164534,"1"
"15052",3,2,1377,1946,"0","0",-119.182958,34.460743,"1"
"16633",3,2,2177,1976,"1","0",-118.902768,34.204381,"2"
"7189",4,2,1227,1955,"0","0",-119.19108,34.182878,"1"
"8744",3,2.5,1911,1965,"0","0",-119.196775,34.28196,"1"
"4054",3,2,1316,1961,"0","0",-119.054312,34.236046,"1"
"15332",4,2,1431,1979,"0","0",-118.85024,34.294311,"1"
"19434",5,4.5,4003,1997,"1","0",-118.904151,34.26661,"2"
"8847",4,3,1773,1965,"0","0",-119.016076,34.236098,"1"
"1817",5,2.5,2308,1968,"0","0",-119.211634,34.281111,"1"
"12108",4,2,1950,1979,"0","0",-118.851764,34.149579,"2"
"8663",5,3.5,2159,1961,"0","0",-118.772698,34.277326,"1"
"17489",4,2.5,2292,1995,"0","0",-118.914605,34.194935,"2"
"7870",3,2,1689,1964,"1","0",-118.704545,34.289813,"1"
"4964",2,2,1172,1985,"0","0",-118.80679,34.157296,"1"
"18601",3,2,1585,1957,"0","0",-118.787076,34.257745,"1"
"6619",3,2,1407,1971,"0","0",-119.154382,34.17354,"1"
"10538",3,1.5,1094,1966,"0","0",-118.955608,34.173088,"2"
"5069",4,3,2701,1985,"0","0",-118.8842,34.269008,"1"
"3802",3,2,1461,1956,"0","0",-119.27369,34.263981,"2"
"17823",3,2,1350,1962,"0","0",-119.192792,34.21654,"1"
"16631",4,4,2018,2002,"0","0",-119.218952,34.268489,"1"
"3712",2,2,961,1977,"0","0",-118.994952,34.219617,"1"
"18828",4,3,2651,1980,"0","0",-118.809322,34.19439,"2"
"14252",3,2,1447,1975,"0","0",-119.166319,34.160513,"1"
"1048",5,2,1368,1961,"0","0",-118.745825,34.274349,"1"
"17938",3,2,1278,1961,"0","0",-118.748813,34.275756,"1"
"16647",3,2.5,2125,2005,"0","0",-119.013808,34.233835,"2"
"8930",4,2.5,2300,2000,"0","0",-118.917506,34.393763,"1"
"319",4,2,1835,1964,"0","0",-118.689254,34.268693,"1"
"12052",4,2,1615,1970,"1","0",-118.672137,34.275907,"2"
"10658",4,2,1864,1967,"0","0",-119.043895,34.22698,"2"
"2459",4,3,1800,1986,"1","0",-118.801677,34.248571,"1"
"15836",3,2.5,1675,1988,"0","0",-119.169358,34.277528,"1"
"15268",1,1,672,1986,"0","0",-118.687366,34.277696,"1"
"5094",4,2,1436,1973,"0","0",-118.993277,34.227226,"2"
"8766",4,2,1926,1968,"0","0",-118.725807,34.279234,"1"
"14473",3,2.5,2131,1964,"0","0",-119.305278,34.420359,"2"
"16643",4,2.5,2749,1988,"1","0",-118.981269,34.237067,"2"
"10286",4,2,1509,1982,"0","0",-119.165619,34.221283,"1"
"10639",4,2,1686,1969,"0","0",-118.949675,34.175318,"2"
"14805",5,2,2098,1964,"0","0",-118.736558,34.256611,"1"
"186",4,2,2105,2001,"0","0",-119.16621,34.210915,"1"
"11141",5,4.5,4214,2000,"1","0",-118.79336,34.252006,"2"
"18365",4,3,1943,1977,"0","0",-118.895143,34.221313,"1"
"19300",4,2.5,1835,1980,"0","0",-119.198598,34.188621,"1"
"2029",3,1,1151,1956,"0","0",-119.239944,34.270054,"1"
"16430",2,1,810,1971,"0","0",-118.912593,34.186904,"1"
"16887",3,2.5,1840,1987,"0","0",-118.836074,34.213649,"1"
"4970",5,3.5,4257,2004,"0","0",-119.210445,34.223059,"2"
"1463",3,2,1550,1965,"0","0",-118.917014,34.178603,"1"
"3977",4,2.5,2587,1970,"1","0",-118.891195,34.195845,"1"
"587",3,2,2420,2005,"0","0",-119.164142,34.21431,"2"
"4184",3,2,1183,1960,"0","0",-119.189852,34.176306,"1"
"3141",2,1,882,1971,"0","0",-119.223251,34.262586,"1"
"10902",4,2,1578,1978,"0","0",-119.159741,34.164681,"1"
"2684",4,2,1582,1970,"1","0",-119.184634,34.223456,"1"
"10678",4,2,1534,1961,"0","0",-118.855062,34.214426,"1"
"9369",3,1,1304,1925,"0","0",-118.910752,34.404119,"1"
"837",5,4.5,3852,2004,"1","0",-118.699565,34.302288,"2"
"18014",3,2.5,1567,2001,"0","0",-119.009657,34.240407,"1"
"3473",2,2,1544,1947,"0","0",-119.268792,34.28239,"2"
"7583",3,2.5,2112,1986,"0","0",-118.891362,34.269447,"1"
"18912",2,1,810,1986,"0","0",-118.85231,34.179248,"1"
"6152",3,2,1205,1963,"0","0",-118.791177,34.272377,"1"
"10846",2,1,1108,1968,"1","0",-118.745098,34.284024,"1"
"10022",2,2,1511,1987,"0","0",-118.977147,34.198123,"1"
"1565",4,2,1622,1966,"0","0",-119.170857,34.268144,"2"
"2028",5,3,2028,1964,"0","0",-119.185289,34.21725,"1"
"70",3,2,1625,1983,"0","0",-118.862451,34.228817,"1"
"4574",3,2,1336,1978,"0","0",-119.219398,34.158507,"1"
"6147",4,3,2250,2001,"0","0",-119.165704,34.217567,"1"
"6334",4,2.5,2698,1977,"0","0",-118.678331,34.200476,"1"
"16508",4,2,2157,1980,"0","0",-118.717066,34.29477,"2"
"19762",3,2,1472,1982,"0","0",-119.217123,34.157277,"2"
"13758",3,2.5,1937,1979,"0","0",-118.918083,34.261322,"1"
"11040",4,2,1891,1976,"0","0",-118.698958,34.29954,"1"
"18281",3,2,1268,1960,"0","0",-118.864992,34.222207,"1"
"1174",5,3,2615,1999,"0","0",-118.968159,34.167203,"2"
"5112",2,1,826,1976,"0","0",-118.847595,34.208344,"1"
"3452",3,2,2073,1968,"0","0",-118.88297,34.215433,"1"
"5714",4,2,1366,1985,"0","0",-119.149515,34.179766,"1"
"18018",3,2,1802,1979,"0","0",-118.917922,34.179913,"1"
"7376",2,2,1147,1981,"0","0",-118.887,34.1894,"1"
"19751",3,2.5,1184,1998,"0","0",-118.790052,34.268316,"1"
"17907",3,2,2102,1964,"0","0",-118.699692,34.287458,"2"
"9883",2,1.5,1046,1972,"0","0",-119.261959,34.259657,"1"
"8170",3,2.5,2266,1975,"0","0",-118.906745,34.248459,"1"
"9483",4,2.5,1864,1964,"0","0",-119.176163,34.274468,"1"
"19802",3,3,2508,1953,"0","0",-119.256044,34.2671,"1"
"9663",4,3,2571,1962,"0","0",-119.266816,34.28244,"2"
"12771",4,2,1652,1968,"0","0",-119.148164,34.160598,"1"
"15183",3,2,1066,1961,"0","0",-118.746173,34.274514,"1"
"3668",4,3.5,4445,1998,"0","0",-118.913143,34.236903,"2"
"5365",4,3,1748,1997,"0","0",-118.792112,34.413259,"1"
"10703",4,2,1387,1955,"0","0",-119.17862,34.171323,"1"
"16217",4,3.5,3231,1988,"1","0",-118.776403,34.194533,"2"
"3986",3,2.5,2051,1971,"0","0",-119.229849,34.177521,"1"
"10091",2,1,853,1978,"0","0",-119.197712,34.262078,"1"
"13222",4,2,1429,1979,"0","0",-119.033597,34.231149,"1"
"13063",5,4.5,3471,1996,"1","0",-119.057625,34.234337,"2"
"16165",4,3,3014,1988,"1","0",-118.829882,34.218133,"2"
"2817",4,3,3187,2001,"0","0",-118.913649,34.196983,"2"
"7457",1,1,514,1974,"0","0",-118.885,34.1888,"1"
"16663",3,2,2170,1987,"0","0",-118.804793,34.245963,"1"
"11396",3,2.5,1762,2011,"0","0",-118.834877,34.175371,"1"
"6972",2,1,952,1950,"0","0",-118.778447,34.26938,"1"
"11999",4,2,1750,1975,"0","0",-118.84406,34.217902,"1"
"18295",3,1,1080,1955,"0","0",-118.927352,34.397015,"1"
"14827",4,2.5,2177,1985,"0","0",-118.892929,34.271518,"1"
"11288",3,1.5,1120,1972,"1","0",-118.922146,34.400036,"1"
"3299",3,2.5,2370,2000,"0","0",-118.681696,34.293173,"2"
"4705",4,3,2322,1994,"1","0",-118.836296,34.219901,"1"
"17466",4,2.5,2211,1986,"0","0",-119.203277,34.209591,"1"
"14758",3,2,1399,1978,"0","0",-119.189439,34.227854,"1"
"2924",5,4,3113,2003,"0","0",-119.006405,34.2366,"2"
"14491",5,3,3153,1990,"1","0",-118.813743,34.235667,"2"
"13087",4,3,2010,1992,"0","0",-118.923935,34.40144,"1"
"2164",3,2,1252,1959,"0","0",-119.190622,34.170922,"1"
"1979",2,2,1099,1980,"0","0",-118.976422,34.229437,"1"
"1738",4,2.5,2706,2003,"0","0",-119.150774,34.212154,"2"
"3336",2,2.5,1432,1988,"0","0",-118.983156,34.203633,"1"
"2583",2,1,810,1986,"0","0",-118.852133,34.179587,"1"
"19196",4,3,2322,1995,"0","0",-118.830394,34.221243,"2"
"17622",3,2,1831,1999,"0","0",-118.794777,34.268413,"1"
"2058",4,2,1558,1976,"0","0",-118.774544,34.259818,"1"
"10119",5,3.5,2507,1968,"0","0",-119.17603,34.28251,"1"
"7914",4,2,1943,1978,"0","0",-119.27127,34.264806,"1"
"13194",2,1.5,1120,1974,"0","0",-118.879259,34.174075,"1"
"3838",3,2,1040,1964,"0","0",-119.054444,34.363483,"1"
"5639",2,2.5,1466,1978,"0","0",-119.240738,34.187026,"2"
"12441",4,3,2603,1964,"0","0",-118.842622,34.194186,"2"
"12893",4,2,2211,1979,"1","0",-118.712174,34.299374,"2"
"5826",3,2.5,1259,1978,"0","0",-119.195789,34.262156,"1"
"14658",3,2,1372,1962,"0","0",-118.703604,34.278722,"1"
"13358",3,2,1650,1971,"0","0",-118.740701,34.260208,"1"
"1267",3,2,1381,1978,"0","0",-118.998366,34.225592,"1"
"4576",3,2,1530,1973,"0","0",-119.291574,34.398982,"1"
"9531",4,3,2390,1968,"0","0",-118.846975,34.146452,"2"
"19496",3,2.5,1986,1997,"0","0",-118.919957,34.198886,"1"
"14750",3,2,2075,1958,"0","0",-119.260532,34.282291,"1"
"18283",4,3,1859,1993,"0","0",-118.775864,34.177359,"1"
"8390",4,2,1260,1964,"0","0",-119.162953,34.201062,"1"
"604",4,2,2152,1970,"0","0",-118.850029,34.24078,"2"
"13966",2,2,1734,1961,"0","0",-118.835985,34.173312,"1"
"7715",4,2.5,1824,1965,"0","0",-118.862043,34.182878,"1"
"18126",5,2.5,1994,1966,"0","0",-118.874476,34.202614,"1"
"6820",4,3,3378,1998,"1","0",-118.911613,34.23707,"2"
"2951",2,1,864,1957,"0","0",-118.840267,34.175601,"1"
"11418",2,2,1145,1993,"0","0",-118.813,34.2508,"1"
"11297",2,1.5,1267,1982,"0","0",-119.18372,34.153117,"1"
"17740",4,2,1223,1960,"0","0",-119.051069,34.215717,"1"
"7133",4,3,2960,2006,"0","0",-118.868445,34.298582,"2"
"16863",4,2,1540,1956,"0","0",-119.192459,34.160829,"1"
"12894",3,2,1109,1977,"0","0",-119.081802,34.346525,"1"
"255",3,2,1646,1987,"0","0",-118.836709,34.214009,"1"
"11361",4,2,2082,1974,"0","0",-119.169945,34.156083,"1"
"17991",2,1,834,1976,"0","0",-118.675,34.2727,"1"
"7640",3,2,1224,1980,"0","0",-119.276938,34.450545,"1"
"17620",3,2,1135,1974,"0","0",-119.217116,34.261494,"1"
"19405",3,2,1225,1972,"0","0",-119.206473,34.178349,"1"
"19422",3,3,1384,1986,"0","0",-118.757302,34.182206,"1"
"19270",3,2,1631,1996,"0","0",-118.834908,34.222087,"1"
"4109",3,3,2181,2002,"0","0",-119.269904,34.261511,"2"
"17208",3,2,1218,1963,"0","0",-119.076566,34.357809,"1"
"12862",4,2,1880,1978,"1","0",-119.232335,34.453068,"1"
"19288",4,2,1848,1973,"0","0",-118.886174,34.216719,"1"
"7213",2,1,792,1935,"0","0",-118.669437,34.261804,"1"
"4167",5,2,1943,1965,"0","0",-118.659958,34.269651,"1"
"9799",4,2.5,1919,1978,"0","0",-119.156742,34.161311,"1"
"1634",3,2.5,1839,1959,"0","0",-119.249562,34.444646,"1"
"12574",4,3,1984,1976,"0","0",-119.188152,34.216495,"1"
"11655",4,3,2364,1979,"0","0",-118.872951,34.222746,"1"
"8148",2,2,1102,1978,"0","0",-118.987633,34.217278,"1"
"1690",2,2,954,1987,"0","0",-118.689,34.2786,"1"
"5251",4,3,2288,1964,"0","0",-118.698026,34.294418,"1"
"429",4,4,3798,1999,"1","0",-119.087436,34.24402,"2"
"5584",3,3,2307,1989,"1","0",-118.754755,34.176645,"2"
"11896",3,2,1854,1971,"0","0",-119.215725,34.181815,"1"
"19808",2,1.5,1060,1985,"0","0",-119.289902,34.304243,"1"
"4550",3,2,1750,1964,"0","0",-118.932268,34.1801,"1"
"2107",5,3,2851,2007,"0","0",-119.224676,34.183854,"2"
"9213",5,3,2300,1969,"0","0",-119.170972,34.266845,"1"
"14178",3,4,2845,1991,"0","0",-119.275034,34.266428,"2"
"7367",5,3,2757,1970,"0","0",-118.862424,34.232911,"1"
"3327",2,1.5,1158,1974,"0","0",-119.192876,34.267097,"1"
"9152",2,2.5,1588,1995,"0","0",-119.163843,34.206738,"1"
"19059",3,2,1343,1986,"0","0",-119.20313,34.255385,"1"
"7599",3,1,1023,1963,"0","0",-119.150526,34.204146,"1"
"6732",4,2,1500,1973,"0","0",-119.198316,34.225193,"1"
"4666",3,3,1875,1957,"0","0",-119.21955,34.277862,"2"
"6234",5,3,2766,1999,"0","0",-119.008458,34.235021,"2"
"14059",3,2.5,1722,1978,"0","0",-119.05967,34.232101,"1"
"10186",2,1,761,1956,"0","0",-119.271529,34.26164,"1"
"9769",3,2.5,1786,1981,"0","0",-119.149455,34.180723,"1"
"1418",5,2,1845,1971,"0","0",-119.154882,34.158788,"1"
"3355",3,2,1156,1976,"0","0",-118.951243,34.188071,"1"
"11816",3,2.5,1672,1979,"0","0",-118.919818,34.181436,"1"
"10249",5,4,3561,1998,"1","0",-118.873383,34.148034,"2"
"6621",3,3.5,3512,2004,"0","0",-119.223507,34.178477,"2"
"2015",3,2,1237,1966,"0","0",-119.16245,34.156537,"1"
"3490",2,2.5,1195,1988,"0","0",-119.173953,34.159465,"1"
"14068",3,2,1966,1957,"0","0",-119.189152,34.207709,"1"
"11497",3,2,1449,1976,"0","0",-119.152355,34.176362,"1"
"16235",4,3,1781,1973,"0","0",-118.72326,34.277564,"1"
"9845",3,2.5,2303,1996,"0","0",-118.789049,34.184053,"1"
"2612",4,2.5,2016,1975,"0","0",-119.200064,34.291755,"1"
"11527",2,1,903,1971,"0","0",-118.913675,34.187169,"1"
"17881",4,2,1446,1955,"0","0",-119.160336,34.242534,"1"
"5118",3,2,1466,1976,"0","0",-118.696508,34.291126,"1"
"10508",4,3,2036,1957,"0","0",-119.185811,34.208612,"1"
"14833",4,3,2312,1988,"0","0",-119.19483,34.21102,"2"
"12603",4,3,2190,1978,"1","0",-119.058055,34.225574,"1"
"13688",4,2.5,2528,1988,"1","0",-118.893278,34.2635,"2"
"11690",3,3,3447,1979,"0","0",-119.073522,34.237088,"2"
"14730",4,2.5,2192,1971,"0","0",-119.22752,34.179856,"2"
"17155",4,3,1640,1962,"0","0",-119.189023,34.173908,"1"
"15383",3,2,1179,1971,"0","0",-119.195,34.1782,"1"
"2151",3,4.5,3410,1997,"0","0",-118.911357,34.197146,"2"
"18002",4,2,1590,1966,"0","0",-118.961394,34.170531,"1"
"14176",4,2.5,1619,2004,"0","0",-118.743923,34.2838,"1"
"4114",3,2,1991,1970,"1","0",-118.834856,34.142582,"2"
"7434",2,2,1033,1979,"0","0",-118.846154,34.206641,"1"
"5255",4,3,2180,1987,"0","0",-118.836274,34.21366,"2"
"5036",3,2,1236,1971,"0","0",-119.151422,34.174374,"1"
"16752",1,1,706,1947,"0","0",-119.277684,34.444048,"1"
"1446",2,1.5,937,1964,"0","0",-119.202099,34.176503,"1"
"16795",3,2.5,1367,1983,"0","0",-118.898266,34.278197,"1"
"16112",2,2,1788,1977,"0","0",-119.163947,34.297599,"1"
"19072",4,3.5,2650,2004,"0","0",-119.195763,34.15179,"1"
"4754",5,3.5,3145,1994,"1","0",-118.902974,34.267429,"2"
"14464",4,2,2130,1971,"0","0",-119.196999,34.222949,"1"
"2407",2,2.5,2080,1979,"0","0",-118.891795,34.179642,"1"
"18489",4,2,1641,1977,"0","0",-118.956472,34.179087,"1"
"7106",3,2.5,2741,2002,"1","0",-118.97916,34.175367,"2"
"7965",4,3,1997,1986,"0","0",-118.684025,34.28313,"2"
"10398",4,3.5,3884,2001,"1","0",-118.67274,34.287604,"2"
"8968",4,1.5,1226,1962,"0","0",-118.76361,34.259226,"1"
"5350",2,2,1627,1985,"0","0",-119.23179,34.1783,"2"
"10581",3,1,930,1935,"0","0",-119.286283,34.329303,"1"
"18030",6,3.5,2094,1962,"0","0",-118.764651,34.261748,"1"
"1284",4,2,1612,1962,"0","0",-118.776046,34.263205,"1"
"1784",5,2,2098,1972,"0","0",-118.756879,34.284673,"1"
"3131",4,2,1615,1975,"0","0",-119.216919,34.192446,"1"
"5525",2,2.5,1674,1982,"0","0",-118.997257,34.231607,"1"
"26",4,3,2407,2000,"0","0",-118.697549,34.279937,"2"
"6248",3,2.5,1671,1990,"0","0",-118.903997,34.179871,"1"
"38",3,2,1129,1984,"0","0",-119.022773,34.243723,"1"
"11390",3,3,1188,1957,"0","0",-119.17931,34.158144,"1"
"13673",4,3,2142,1991,"0","0",-118.919133,34.267574,"2"
"13876",3,2,1395,1966,"0","0",-119.163045,34.159073,"1"
"18600",6,3.5,2463,1965,"1","0",-118.949582,34.176214,"2"
"15522",3,2,2440,1964,"1","0",-118.862372,34.169386,"2"
"19441",3,2,1337,1978,"0","0",-119.158428,34.279151,"1"
"19854",3,2.5,1280,1994,"0","0",-118.834131,34.165525,"1"
"17323",4,3,3187,1987,"0","0",-118.777517,34.253848,"1"
"15067",4,2.5,2156,1985,"0","0",-118.820412,34.24906,"2"
"10810",4,2,1773,1988,"0","0",-118.987383,34.237208,"1"
"11758",3,2,1167,1960,"0","0",-119.18815,34.166128,"1"
"7797",4,2,1361,1968,"0","0",-118.941902,34.165332,"1"
"890",3,1,1515,1946,"0","0",-119.291893,34.430331,"1"
"11064",4,3,2205,1998,"1","0",-118.809807,34.214876,"1"
"3180",1,1,806,1974,"0","0",-119.197,34.1455,"1"
"4788",3,1,1050,1951,"0","0",-119.190977,34.188618,"1"
"15085",3,2,1218,1963,"0","0",-119.077353,34.356907,"1"
"15788",5,4.5,4115,2015,"0","0",-118.879319,34.298551,"2"
"17827",2,2,912,1925,"0","0",-119.299365,34.288287,"1"
"6386",2,1,903,1971,"0","0",-118.913957,34.18734,"1"
"7310",2,2,1029,1988,"0","0",-118.982358,34.203106,"1"
"1588",4,2.5,2417,1959,"0","0",-119.230927,34.281056,"2"
"7814",4,4.5,4091,1999,"0","0",-118.675456,34.286806,"2"
"1037",4,3,2867,1989,"1","0",-118.7821,34.188035,"2"
"14123",4,2.5,1887,2005,"0","0",-119.209525,34.194785,"2"
"15792",5,3,2359,1972,"0","0",-118.759277,34.275011,"1"
"15065",2,2,1048,1983,"0","0",-118.764832,34.175519,"1"
"11309",3,2.5,1843,1999,"0","0",-118.693364,34.277781,"1"
"19813",4,2,2269,1958,"0","0",-119.186298,34.20852,"1"
"17576",4,2.5,2370,2007,"1","0",-119.05134,34.234009,"2"
"7636",4,4,3102,1999,"1","0",-118.790388,34.237695,"2"
"13460",3,2,1049,1961,"0","0",-118.743628,34.262069,"1"
"15453",4,3,2441,1997,"0","0",-118.67937,34.290553,"2"
"17468",4,3,3150,1966,"1","0",-118.909842,34.205048,"2"
"11453",4,2.5,1928,1996,"0","0",-119.088666,34.228735,"1"
"2779",4,3,2514,1990,"0","0",-118.675502,34.275405,"1"
"14786",3,2,2023,1977,"0","0",-118.839172,34.156092,"1"
"2083",2,1,825,1929,"0","0",-119.270137,34.270439,"1"
"6767",4,3,2264,1957,"1","0",-119.041389,34.246161,"2"
"4986",2,2,1038,1986,"0","0",-119.21349,34.179227,"1"
"6464",3,2,1486,1987,"0","0",-119.280749,34.435782,"1"
"13962",3,2,1791,1962,"0","0",-118.870999,34.195622,"1"
"3037",3,3,2037,1995,"0","0",-119.189384,34.281816,"1"
"14256",4,2,1430,1964,"0","0",-119.174633,34.26852,"1"
"4522",1,1,936,1990,"0","0",-118.761528,34.284391,"1"
"6312",3,2,1500,1975,"0","0",-118.835579,34.1459,"1"
"3677",4,2.5,1591,1962,"0","0",-118.79181,34.258308,"1"
"9473",5,4.5,3699,2000,"0","0",-118.757056,34.190831,"2"
"1599",4,3,1938,1971,"0","0",-118.89925,34.22421,"1"
"18129",2,2,1108,1986,"0","0",-119.167152,34.275547,"1"
"8093",4,2,1580,1963,"0","0",-118.794234,34.276201,"1"
"5004",3,2.5,1524,2005,"0","0",-118.975578,34.175916,"1"
"1193",4,2,1844,1974,"0","0",-119.219975,34.28963,"1"
"2881",5,3,2320,1972,"0","0",-118.719672,34.273413,"1"
"19055",3,2,1459,1988,"0","0",-118.986089,34.238154,"2"
"17326",4,2.5,2099,2006,"0","0",-119.168256,34.243295,"1"
