"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","cluster_2"
"89",4,2.5,2116,1964,347066,0,0,1
"90",4,3,2382,1970,289670,0,1,1
"91",6,3,2340,1939,108293,0,0,1
"92",3,2,1171,1955,53716,0,0,1
"93",3,4,3584,1931,338045,0,0,1
"94",2,1.5,1191,1987,218260,0,0,1
"95",3,2,1499,1957,261932,0,0,1
"96",3,1.5,1451,1952,348477,0,0,1
"97",3,2.5,1667,2000,434050,0,0,1
"98",2,1.5,1012,1972,385795,0,0,1
"99",2,1,600,1938,502000,0,0,1
"100",2,2,1642,1964,1066782,0,0,0
"101",6,2,3821,1961,643460,0,0,0
"102",3,2,989,1977,197292,0,0,1
"103",3,2.5,1270,1991,303031,0,0,1
"104",5,3,2761,1996,760833,0,0,0
"105",5,3.5,3047,1999,1139188,1,0,0
"106",4,2,1596,1965,540525,0,0,1
"107",4,2,2354,1968,266015,0,0,1
"108",3,2.5,1982,2000,473384,0,0,1
"109",4,2,2074,1967,583570,1,0,1
"110",4,3,2690,1958,527930,1,0,1
"111",5,3,2291,1998,684000,0,0,0
"112",4,2,2371,1963,784320,1,0,0
"113",3,2.5,1689,1989,75426,0,0,1
"114",4,2,1769,1956,532000,0,0,1
"115",2,1,768,1951,462904,0,0,1
"116",4,2.5,1752,1987,407238,0,0,1
"117",1,1,600,1969,83280,0,0,1
"118",4,2.5,1788,1999,330948,0,0,1
"119",4,3,2220,1966,573597,0,0,1
"120",4,3,2206,2013,851405,0,0,0
"121",3,3,1652,2014,655025,0,0,0
"122",3,3.5,2403,1997,653291,0,0,0
"123",2,2,1000,1990,320541,0,0,1
"124",3,3,1808,2003,745584,0,0,0
"125",6,3,2422,1955,74358,0,0,1
"126",3,2,1231,1954,51780,0,0,1
"127",4,2.5,2277,1990,434244,0,0,1
"128",4,2,1912,1963,410565,0,0,1
"129",2,2,970,1989,313000,0,0,1
"130",3,2.5,1904,1996,353792,0,0,1
"131",4,2.5,2869,1999,724141,1,1,0
"132",1,1,812,1987,200001,0,0,1
"133",3,2,2069,1958,113088,0,0,1
"134",3,2,1818,1968,337404,0,0,1
"135",1,1.5,1224,1957,961802,0,0,0
"136",2,2,1349,1984,509219,1,0,1
"137",3,2,1552,1959,298615,0,0,1
"138",3,2,1089,1972,84993,0,0,1
"139",4,3,2038,2013,694494,0,0,0
"140",4,3,3249,1979,802665,1,0,0
"141",2,2,1200,1953,376630,0,0,1
"142",2,2.5,1200,1969,314936,1,0,1
"143",2,1,2381,1951,547220,0,0,1
"144",2,2,1211,1989,392000,0,0,1
"145",2,1,800,1958,464913,0,0,1
"146",2,2,1351,2004,389613,0,0,1
"147",4,2.5,2016,1971,1475636,0,0,0
"148",3,2,1300,1966,755000,1,1,0
"149",3,3.5,4158,1988,935684,1,0,0
"150",3,2,1456,1988,294408,0,0,1
"151",5,3,2519,1964,492573,0,0,1
"152",3,2,1447,1972,430534,0,0,1
"153",3,2,1233,1955,68957,0,0,1
"154",5,2,1982,1964,280660,0,0,1
"155",3,3,2856,1986,796971,0,0,0
"156",4,2.5,2479,1994,503236,0,0,1
"157",3,2.5,1580,1995,261399,0,0,1
"158",4,2.5,2277,1974,616079,0,0,0
"159",5,2,1689,1959,351228,0,0,1
"160",3,2.5,1476,1995,325926,0,0,1
"161",5,2,1744,1968,642847,0,0,0
"162",5,2.5,2710,1970,715504,0,0,0
"163",4,2.5,2218,1965,287801,0,0,1
"164",2,1,957,1977,201084,0,0,1
"165",2,1.5,1043,1973,320000,0,0,1
"166",3,2.5,2469,1989,482045,0,0,1
"167",3,2,1322,1955,250937,0,0,1
"168",3,2,1510,1954,456000,0,0,1
"169",5,4.5,4039,2004,1369424,0,0,0
"170",3,2.5,2959,2011,166257,0,0,1
"171",3,2.5,2040,1989,670065,0,1,0
"172",3,2.5,1457,2000,468750,0,0,1
"173",4,3,2845,1990,520395,1,1,1
"174",5,3,3256,1976,417942,0,0,1
"175",3,2.5,1895,2012,550779,0,0,1
"176",3,2,1304,1967,475416,0,0,1
"177",4,4.5,4613,2003,1886318,1,1,0
"178",2,1.5,1020,1972,302375,0,0,1
"179",2,2,1339,1973,294694,0,0,1
"180",4,2,1665,1963,640622,0,0,0
"181",4,4.5,4337,2002,1268000,0,0,0
"182",4,1,1432,1951,245333,0,0,1
"183",3,2.5,2065,1985,373194,0,0,1
"184",4,2.5,1252,1913,390087,0,0,1
"185",4,2,1372,1964,488707,1,1,1
"186",4,2,1844,1978,545303,1,0,1
"187",3,2,1187,1954,492000,0,0,1
"188",3,2.5,1502,2003,557000,0,0,1
"189",4,3,2680,1962,266119,1,0,1
"190",3,1.5,1122,1964,204293,0,0,1
"191",4,2.5,3008,1973,699367,1,0,0
"192",3,2,1881,1973,430945,0,0,1
"193",6,4,2014,1959,580100,1,1,1
"194",4,2.5,2547,1980,398514,0,0,1
"195",2,1.5,1242,1954,210492,0,0,1
"196",3,2,1680,1972,242343,0,0,1
"197",4,2,1345,1955,166251,0,0,1
"198",2,1.5,906,1984,189679,0,0,1
"199",3,3,2824,1977,361816,1,0,1
"200",2,2,935,1983,303117,0,0,1
"201",5,4.5,3062,2015,1049095,0,0,0
"202",4,2,1954,1964,443860,0,0,1
"203",4,2.5,1860,2000,561558,0,0,1
"204",1,1,767,1983,99808,0,0,1
"205",3,2,1522,1971,116149,0,0,1
"206",4,2,1652,1955,435025,0,0,1
"207",4,2,2116,1976,463052,0,0,1
"208",2,4,1831,1979,278100,0,0,1
"209",3,2,1538,1961,437251,0,0,1
"210",3,3,1747,1990,720784,0,0,0
"211",3,2.5,1524,1974,216796,0,0,1
"212",5,3.5,3256,2001,477974,0,0,1
"213",3,2,1269,1957,468873,0,0,1
"214",2,2,1917,1976,173559,0,0,1
"215",3,3.5,2296,1977,1011172,0,0,0
"216",2,2.5,2227,1991,376004,0,0,1
"217",4,2,2003,1962,519909,1,0,1
"218",3,2.5,1260,1983,391000,0,0,1
"219",2,1,989,1937,795552,0,0,0
"220",2,3.5,2121,2013,826410,0,0,0
"221",3,1.5,1896,1949,424247,1,0,1
"222",4,2.5,1962,1955,98619,0,0,1
"223",3,2,1500,1975,232415,0,0,1
"224",4,2.5,2546,1969,252756,1,0,1
"225",2,2,1098,1980,254441,0,0,1
"226",2,2,1047,1967,92170,0,0,1
"227",3,3.5,2546,1991,620465,0,0,0
"228",4,4.5,4000,2005,1450000,0,0,0
"229",4,4,4361,2001,2135343,0,0,0
"230",2,1,957,1920,233427,0,0,1
"231",2,1,1000,1967,180861,0,0,1
"232",3,2,1348,1977,268924,0,0,1
"233",2,2,917,1964,55613,0,0,1
"234",3,3,1608,1993,371363,0,0,1
"235",3,2,1471,1954,242932,0,0,1
"236",2,2,862,1988,219542,0,0,1
"237",4,2,1540,1972,250261,0,0,1
"238",2,2.5,1402,1998,502548,0,0,1
"239",5,3.5,3132,1975,208846,0,0,1
"240",2,1,832,1984,191541,0,0,1
"241",3,2,1278,1958,260594,0,0,1
"242",6,4,3462,2001,678872,0,0,0
"243",4,2.5,2399,1978,706546,0,0,0
"244",3,2.5,2014,1996,591001,0,0,1
"245",3,2.5,2418,1976,376170,0,0,1
"246",2,2,1325,2006,388349,0,0,1
"247",4,2.5,2155,1985,726628,0,0,0
"248",5,2.5,2505,1963,118598,1,0,1
"249",4,2.5,1931,1956,146786,0,0,1
"250",2,2,1199,1970,186913,0,0,1
"251",3,2,1372,1972,558387,1,0,1
"252",3,3,1983,1987,711929,0,0,0
"253",3,2,1706,1987,735000,0,0,0
"254",3,2.5,2631,1990,1255090,0,0,0
"255",4,3.5,3554,2004,1439568,0,0,0
"256",3,2,1480,1969,436773,1,1,1
"257",3,2.5,1304,1994,460923,0,0,1
"258",4,3,3458,1985,1441218,1,0,0
"259",3,2.5,1508,2014,534296,0,0,1
"260",4,2,1906,1963,513794,0,0,1
"261",2,1,950,1973,145261,0,0,1
"262",4,2.5,2188,1969,391292,1,0,1
"263",3,2,1120,1977,235946,0,0,1
"264",4,2,1410,1967,733010,0,0,0
"265",5,3,2918,2003,761724,0,0,0
"266",3,2.5,1756,2005,506781,0,0,1
"267",3,1,966,1950,182749,0,0,1
"268",5,3,3054,1978,663150,1,0,0
"269",3,2,1120,1975,88597,0,0,1
"270",4,2.5,2064,1973,573456,0,0,1
"271",3,2.5,1174,1987,431000,0,0,1
"272",2,1.5,1054,1971,346903,0,0,1
"273",3,2,1470,1973,618287,0,0,0
"274",5,3,3249,1958,206581,0,0,1
"275",1,1,473,1977,233000,0,0,1
"276",3,2.5,1574,1975,201720,1,0,1
"277",4,2.5,2016,1976,137963,0,0,1
"278",2,2,1063,1990,205021,0,0,1
"279",2,2.5,1083,1993,229773,0,0,1
"280",4,2,1944,1964,291037,1,0,1
"281",4,2.5,1759,1990,626983,0,0,0
"282",3,1.5,1266,1971,288347,1,0,1
"283",4,2,1635,1964,304609,0,0,1
"284",4,3,2526,1995,405677,0,0,1
"285",3,1,1529,1929,262020,1,0,1
"286",4,2,1486,1964,326345,1,0,1
"287",3,2.5,1308,1979,161854,0,0,1
"288",4,3,1880,1979,566994,0,0,1
"289",4,2.5,2239,1996,800980,0,0,0
"290",3,2,1446,1971,88365,0,0,1
"291",5,3,2620,1969,319617,1,0,1
"292",4,2,1226,1957,289578,0,0,1
"293",3,2,1600,1953,56597,0,0,1
"294",4,1.5,2543,1948,338087,1,0,1
"295",5,2,1982,1964,96322,1,0,1
"296",3,2.5,2217,2010,699328,0,0,0
"297",3,2,1574,1958,201362,0,0,1
"298",3,1.5,1032,1962,263015,0,0,1
"299",3,2,1292,1956,479705,0,0,1
"300",3,1,1005,1946,90082,0,0,1
"301",4,3,2280,1976,151433,0,0,1
"302",4,2.5,2451,1980,457098,0,0,1
"303",4,3,2050,1978,200954,0,0,1
"304",3,2.5,1333,1982,427000,0,0,1
"305",2,1.5,1132,1973,270460,0,0,1
"306",4,3,2684,1992,918848,0,0,0
"307",3,2.5,1677,2001,439268,0,0,1
"308",4,1.5,1248,1961,330696,0,0,1
"309",2,2,1248,1963,338024,0,0,1
"310",3,2,1581,1959,67162,0,0,1
"311",3,2.5,1321,1994,451461,0,0,1
"312",2,2,1351,2004,309716,0,0,1
"313",4,4,3294,2015,1278576,0,0,0
"314",1,1,878,1947,702542,0,0,0
"315",3,2,1902,1960,473768,1,0,1
"316",3,2,1569,1952,418808,0,0,1
"317",4,2.5,2474,1979,323774,0,0,1
"318",3,2,2191,1976,745480,0,0,0
"319",3,2,1242,1969,86065,0,0,1
"320",4,2.5,1921,1992,429588,1,1,1
"321",3,2,1220,1971,277838,0,0,1
"322",5,3,2551,1996,642684,0,1,0
"323",3,2.5,2598,1977,308727,0,0,1
"324",3,3,2847,1985,824000,1,0,0
"325",3,3.5,2578,1992,874774,0,1,0
"326",6,4,3592,2002,1097665,1,0,0
"327",4,4.5,3754,2003,1769655,0,0,0
"328",3,2.5,2604,1969,826745,0,0,0
"329",4,3.5,2877,1960,475330,0,0,1
"330",4,2,1197,1960,201131,0,0,1
"331",6,5,4199,1997,935779,1,1,0
"332",3,3.5,3417,1997,1791231,1,1,0
"333",2,1,1012,1973,259000,0,0,1
"334",1,1,904,1979,3e+05,0,0,1
"335",4,3,2992,1993,663832,0,0,0
"336",3,2.5,1754,1974,318088,0,0,1
"337",4,2,1286,1956,502353,0,0,1
"338",2,1,481,1912,32810,0,0,1
"339",4,2,1996,1971,508662,1,0,1
"340",2,1.5,980,1964,160352,1,0,1
"341",4,1.5,1118,1959,537000,0,0,1
"342",3,3,2825,1989,944182,0,0,0
"343",3,2.5,1464,1975,93724,0,0,1
"344",1,1.5,1436,2006,430000,0,0,1
"345",2,2,1102,2002,422900,0,0,1
"346",3,1.5,1339,1951,559000,0,0,1
"347",2,2.5,2374,1981,990860,0,0,0
"348",3,3,1360,1965,380284,0,0,1
"349",2,1,832,1950,93573,0,0,1
"350",4,2.5,2478,1973,521634,0,1,1
"351",4,2,1451,1963,60663,0,0,1
"352",4,2,1898,1978,201255,0,0,1
"353",4,2.5,2785,1994,939106,1,1,0
"354",5,3,2563,1963,487385,1,0,1
"355",4,2.5,2514,2006,1093000,0,0,0
"356",4,2.5,2160,1972,383006,0,0,1
"357",2,2,1336,1952,149579,0,0,1
"358",4,4,2879,1965,445993,0,0,1
"359",3,2.5,1344,1978,225340,0,0,1
"360",1,1.5,1256,1984,222346,0,0,1
"361",3,2.5,1321,1974,437000,0,0,1
"362",5,4.5,4369,1997,1156538,1,1,0
"363",2,2,1063,1972,68390,0,0,1
"364",4,3,2274,1969,321322,0,0,1
"365",3,2.5,1530,1998,598997,0,0,0
"366",3,1.5,1260,1982,203313,0,0,1
"367",4,3,2537,1995,534002,0,0,1
"368",4,2.5,2863,1976,174030,1,0,1
"369",4,2.5,1730,1984,280105,0,0,1
"370",3,2.5,1226,1985,266167,0,0,1
"371",6,3,3313,1998,1228452,0,0,0
"372",2,2,1667,1951,237941,0,0,1
"373",3,2,1292,1956,557279,0,0,1
"374",3,2,1454,1962,219175,0,0,1
"375",5,2.5,2882,1971,795000,0,0,0
"376",1,1,792,1997,239887,0,0,1
"377",3,2.5,1459,1993,404890,0,0,1
"378",1,1,780,1970,72828,0,0,1
"379",3,2,1806,1959,449252,0,0,1
"380",5,3,2800,2000,847845,1,1,0
"381",2,2,1072,1980,222381,0,0,1
"382",4,2,1529,1958,60352,0,0,1
"383",2,2,1367,1962,96168,1,0,1
"384",3,2,1667,1962,571105,1,0,1
"385",3,2.5,1832,1970,299046,0,0,1
"386",3,2,2244,1952,428787,0,0,1
"387",3,3,1428,2010,670951,0,0,0
"388",4,2.5,2124,1970,704000,1,0,0
"389",3,2.5,1578,1980,311598,0,0,1
"390",2,1.5,1175,1978,269481,0,0,1
"391",3,1,1155,1952,348019,0,0,1
"392",3,1.5,1286,1953,379685,0,0,1
"393",4,2,1502,1956,140665,0,0,1
"394",4,2,1979,1977,655000,1,0,0
"395",3,3,2327,1980,460856,1,0,1
"396",3,2,2211,1959,111803,0,0,1
"397",2,2,753,1990,271952,0,0,1
"398",3,2.5,1988,2000,520117,0,0,1
"399",4,2,1309,1955,173325,0,0,1
"400",2,1.5,1204,1977,303457,0,0,1
"401",1,1,550,1964,260000,0,0,1
"402",4,3,2267,1997,814649,0,0,0
"403",3,2,1200,1956,204343,0,0,1
"404",5,3,3475,1997,880204,1,1,0
"405",4,2.5,2133,1971,278848,0,0,1
"406",4,2,1489,1965,503993,0,0,1
"407",5,2,2263,1962,618940,1,0,0
"408",2,2,1646,1985,538477,0,0,1
"409",2,2,951,1983,252700,0,0,1
"410",3,2.5,2469,1989,766513,0,0,0
"411",4,3,2653,1994,801367,0,0,0
"412",3,2,1373,1959,426424,0,0,1
"413",2,2,865,1987,318311,0,0,1
"414",3,3,2884,1995,456656,1,1,1
"415",4,2.5,1987,1982,278303,0,0,1
"416",3,1,1091,1953,158113,0,0,1
"417",1,1,750,1981,238435,0,0,1
"418",4,3.5,3167,1990,491621,1,0,1
"419",4,4.5,4318,1990,1695593,0,0,0
"420",3,2.5,1444,1990,574720,0,0,1
"421",4,2,1799,1967,85383,0,0,1
"422",2,2,1018,1996,395573,0,0,1
"423",3,2,1146,1961,548873,0,0,1
"424",3,2.5,1780,1965,690370,0,0,0
"425",3,2,1781,1976,302773,0,0,1
"426",5,3,2324,1957,616379,1,0,0
"427",4,2.5,2927,1976,314431,0,0,1
"428",3,1.5,1266,1958,130232,0,0,1
"429",4,2,1356,1963,68148,0,0,1
"430",3,3,1936,1977,367427,0,0,1
"431",4,3.5,2077,1959,846176,1,1,0
"432",4,2.5,2825,2006,832982,0,0,0
"433",4,2,1177,1955,51392,0,0,1
"434",3,2,1453,1964,91655,0,0,1
"435",2,2.5,1231,1991,406000,0,0,1
"436",4,2.5,2540,1976,449478,0,0,1
"437",3,2,1217,1965,428209,1,0,1
"438",4,2,1864,1965,79942,0,0,1
"439",3,2.5,2207,1958,91808,0,0,1
"440",4,3.5,3986,1999,1197000,1,1,0
"441",3,3,3531,1988,831006,1,1,0
"442",3,2,1967,1960,989072,1,1,0
"443",3,1,1029,1954,49327,0,0,1
"444",3,2.5,2085,1962,479956,1,0,1
"445",2,2,1597,1963,327673,0,0,1
"446",3,2,1613,1976,285332,0,0,1
"447",4,3.5,4216,1979,757885,1,0,0
"448",3,2,1240,1977,245482,0,0,1
"449",3,2,1195,1963,159433,0,0,1
"450",3,2,1400,1977,350039,0,0,1
"451",4,3,2663,1998,1014079,0,0,0
"452",4,2,1660,1967,618180,0,0,0
"453",4,2,1557,1956,600012,0,0,0
"454",3,2.5,2248,1962,870000,1,0,0
"455",3,2,1622,1960,522944,0,0,1
"456",3,3,2302,1973,774200,0,0,0
"457",5,3,3058,1966,175640,0,1,1
"458",2,2,1257,1975,298536,0,0,1
"459",3,2,1373,1955,207145,1,0,1
"460",3,1.5,988,1957,371706,0,0,1
"461",4,1.5,1205,1963,286086,0,0,1
"462",3,2,1812,1975,215716,0,0,1
"463",4,2,1421,1961,160042,0,0,1
"464",3,1.5,1108,1972,119276,0,0,1
"465",4,2,1608,1968,330697,0,0,1
"466",3,2.5,1488,1973,565883,0,0,1
"467",3,3,3210,1993,449370,0,0,1
"468",4,2,1475,1961,344057,0,0,1
"469",4,4.5,3640,2002,1017325,0,1,0
"470",3,2.5,2036,1979,440134,0,0,1
"471",3,2,1291,1956,286395,0,0,1
"472",4,2.5,2291,1964,767132,0,0,0
"473",4,3,2296,1972,86522,0,0,1
"474",2,1.5,1583,1950,98306,1,0,1
"475",4,2,1495,1957,357050,0,0,1
"476",2,2,912,1985,173479,0,0,1
"477",5,2.5,2347,1964,430636,0,0,1
"478",2,1,1008,1933,665002,0,0,0
"479",2,2,1204,1964,424290,0,0,1
"480",4,2,1440,1968,333485,0,0,1
"481",5,2,2072,1968,244395,0,0,1
"482",1,1,726,1967,187543,0,0,1
"483",2,2.5,1398,1994,486250,0,0,1
"484",2,2,987,1986,415000,1,0,1
"485",3,2,1558,1969,294332,0,0,1
"486",2,3,1588,1989,485230,0,0,1
"487",3,2,1465,1954,182988,0,0,1
"488",5,4.5,4285,1989,1415016,0,0,0
"489",2,2.5,1236,1986,264040,0,0,1
"490",1,1,644,1989,271000,0,0,1
"491",3,2,1160,1997,339532,0,0,1
"492",3,2.5,1617,1974,213319,0,0,1
"493",6,2,2363,1990,550265,0,0,1
"494",3,2.5,1384,1964,385000,0,0,1
"495",3,2,1469,1953,475000,0,0,1
"496",1,2,1054,1989,275661,0,0,1
"497",3,2.5,2480,1999,809991,0,0,0
"498",3,3,1564,1990,448000,0,0,1
"499",5,3,2621,1995,378344,0,0,1
"500",2,1,1071,1952,52704,1,0,1
"501",3,2.5,2333,1989,570351,0,0,1
"502",3,2,1584,1960,102449,1,0,1
"503",3,2,1454,1965,567655,1,0,1
"504",3,2,1272,1962,489518,0,0,1
"505",2,2,1536,1946,201953,0,0,1
"506",2,2.5,1206,2009,410543,0,0,1
"507",2,1,881,1981,175070,0,0,1
"508",4,3,2367,1972,95399,0,0,1
"509",5,2.5,3309,1969,459076,0,0,1
"510",4,2,1404,1968,343277,0,0,1
"511",3,1,1159,1945,83470,0,0,1
"512",3,2.5,1644,1976,543910,0,0,1
"513",1,1,767,1983,99808,0,0,1
"514",3,2,1856,1989,412223,0,0,1
"515",4,2.5,2298,1994,684420,0,0,0
"516",4,2,1988,1968,716000,1,0,0
"517",3,2,1507,1959,60278,0,0,1
"518",3,2.5,3572,2002,1293942,1,0,0
"519",2,2.5,1103,1998,254331,0,0,1
"520",3,2,1446,1971,103595,0,0,1
"521",4,2,2016,1973,388236,0,0,1
"522",3,2.5,2073,1994,502913,0,0,1
"523",3,2,1505,1955,395139,0,0,1
"524",3,2.5,1663,1954,246573,0,0,1
"525",3,3,2458,1997,642684,0,0,0
"526",3,2,1554,1947,270912,0,0,1
"527",4,2,1287,1956,283815,0,0,1
"528",3,2,1492,1974,611476,0,0,0
"529",4,2,1449,1959,59362,0,0,1
"530",4,4.5,3636,2004,1300000,0,0,0
"531",3,2,1567,1955,474411,0,0,1
"532",3,2,1360,1972,261399,0,0,1
"533",4,2,2125,1975,130838,0,0,1
"534",2,1,908,1925,90506,0,0,1
"535",3,2.5,2198,1995,174951,0,0,1
"536",2,2,1402,2007,450218,0,0,1
"537",4,2.5,2605,1983,584935,1,0,1
"538",4,2,1488,1955,96080,1,0,1
"539",3,2,1285,1955,336447,0,0,1
"540",3,1.5,1269,1964,302586,0,0,1
"541",4,2,1752,1977,273842,0,0,1
"542",5,3.5,3167,1990,681630,0,0,0
"543",2,2,1108,1979,161480,0,0,1
"544",4,3,2657,1963,448386,0,0,1
"545",3,1,1066,1968,707432,1,0,0
"546",4,3,2601,1965,1422357,0,0,0
"547",1,1.5,978,2014,365116,0,0,1
"548",5,3,3420,1998,651995,0,0,0
"549",3,2.5,2052,1979,538321,1,0,1
"550",3,2,1981,1955,78798,1,0,1
"551",4,3,2769,1990,826745,0,0,0
"552",2,2.5,2424,1987,701669,0,0,0
"553",3,2,1232,1961,684000,0,0,0
"554",3,2,1353,1969,462180,0,0,1
"555",1,1,424,1932,128499,0,0,1
"556",4,2,1891,1964,750786,0,0,0
"557",3,2.5,1276,1981,255020,0,0,1
"558",2,2.5,1374,1986,268882,0,0,1
"559",4,2.5,2960,1969,420079,0,0,1
"560",3,1.5,1010,1960,279722,0,0,1
"561",3,2,1504,1968,599000,1,0,0
"562",2,1,864,1983,295000,0,0,1
"563",3,2,1373,1964,299124,0,0,1
"564",3,1.5,1100,1963,398000,0,0,1
"565",3,2,1750,1969,666000,1,0,0
"566",3,2,1484,1965,622348,0,0,0
"567",2,2,1022,1982,444381,0,0,1
"568",2,1,868,1957,118680,0,0,1
"569",2,2,1270,1966,353158,0,0,1
"570",5,3.5,2714,2002,640367,0,0,0
"571",3,2,1253,1962,415989,0,0,1
"572",4,3,2561,1994,406964,0,0,1
"573",4,2,2014,1957,316874,0,0,1
"574",2,2,1032,1987,375923,0,0,1
"575",5,3,2426,1971,501617,0,0,1
"576",3,2.5,1429,1992,413000,0,0,1
"577",3,2.5,1937,1994,343671,0,0,1
"578",2,2,1022,1982,227113,0,0,1
"579",1,1,767,1983,99808,0,0,1
"580",4,2.5,1862,1954,278985,0,0,1
"581",3,2,1240,1971,472000,0,0,1
"582",2,2,1360,1981,242430,0,0,1
"583",3,2,1524,1974,548130,0,0,1
"584",4,2,1743,1969,617000,0,0,0
"585",6,3,2375,1965,394855,1,0,1
"586",4,4,4000,1992,742727,1,1,0
"587",5,3,2486,1960,396151,0,0,1
"588",3,2.5,1816,1962,1096685,0,0,0
"589",5,3,1789,1962,227091,1,0,1
"590",3,2.5,2040,1989,664988,0,0,0
"591",4,2.5,1961,1996,477411,0,0,1
"592",5,3,2133,1940,647191,0,0,0
"593",3,2,1213,1972,100264,0,0,1
"594",3,3,3064,1956,607727,1,0,0
"595",4,2,1872,1970,363533,0,0,1
"596",3,2,1462,1958,380736,0,0,1
"597",3,1.5,1400,1959,206552,0,0,1
"598",2,2,1503,1989,292156,0,0,1
"599",2,1.5,1110,1965,335000,0,0,1
"600",2,1.5,1155,1972,142499,0,0,1
"601",2,1,921,1925,183434,0,0,1
"602",3,2,1209,1954,266392,0,0,1
"603",4,3,3097,1980,1050000,1,0,0
"604",3,2.5,1868,2012,689693,0,0,0
"605",3,1.5,1032,1961,86149,0,0,1
"606",3,2,1205,1959,237250,1,0,1
"607",4,3,2245,2014,711785,0,0,0
"608",2,2.5,1748,1989,319201,0,0,1
"609",4,2,1451,1972,524862,1,0,1
