"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","cluster_2"
"99",4,3,1846,1948,78724,0,0,0
"100",3,1,1294,1949,76793,0,0,0
"101",3,3,2233,1955,156918,1,0,0
"102",1,1,637,1973,176119,0,0,0
"103",4,3,3126,1980,377469,0,0,0
"104",2,1,744,1950,145657,0,0,0
"105",3,1,1087,1952,217743,0,0,0
"106",2,1,972,1941,272598,0,0,0
"107",4,4,2630,1925,1378308,0,0,1
"108",4,2,1734,1949,199188,0,0,0
"109",2,2,1050,1985,232287,1,0,0
"110",3,2,1046,1950,237762,0,0,0
"111",3,2,1548,1990,138691,0,0,0
"112",4,5,4092,1948,792788,1,0,1
"113",5,3,2968,1923,372314,0,0,0
"114",2,1,935,1950,235473,0,0,0
"115",3,2,1440,1997,403293,0,0,0
"116",2,1,884,1913,262722,0,0,0
"117",3,2,1098,1957,243561,0,0,0
"118",2,2,1063,1985,225732,1,0,0
"119",4,2,1704,1976,301499,1,0,0
"120",4,3,1787,1957,292028,1,0,0
"121",3,2,1839,1959,273141,0,0,0
"122",3,2,1881,1937,59386,0,0,0
"123",4,2,1504,1952,72736,0,0,0
"124",2,2,1298,1966,456384,1,0,0
"125",4,2,1704,1969,48683,0,0,0
"126",2,2,1329,1950,69130,1,0,0
"127",2,1,889,1950,459215,0,0,0
"128",3,2,1573,1989,182896,0,0,0
"129",3,2,1260,1958,218496,0,0,0
"130",3,1,1852,1913,180045,0,0,0
"131",3,3,2095,1991,480195,0,0,0
"132",3,1,1021,1946,68127,0,0,0
"133",3,2,1420,1955,550865,0,0,0
"134",3,3,2031,1989,251000,1,0,0
"135",4,2,1491,1970,323637,1,0,0
"136",3,2,2002,1960,123390,0,0,0
"137",3,2,1846,1947,1120136,0,0,1
"138",3,2,1419,1949,374482,0,0,0
"139",4,2,1783,2007,119624,0,0,0
"140",4,3,1753,1990,453983,0,0,0
"141",5,3,2920,2005,490680,0,0,0
"142",4,2,1866,1975,115920,0,0,0
"143",5,3,1875,1998,404000,0,0,0
"144",3,1,1260,1928,52756,0,0,0
"145",3,2,1541,1953,260086,0,0,0
"146",2,1,1252,1939,324000,0,0,0
"147",3,2,1520,1953,302114,1,0,0
"148",3,2,1629,1979,117977,0,0,0
"149",3,3,1206,1942,280287,0,0,0
"150",3,2,1528,1990,119266,0,0,0
"151",1,1,806,1908,15480,0,0,0
"152",4,2,1551,1965,282568,1,0,0
"153",3,1,1056,1952,206578,0,0,0
"154",4,3,2300,1955,757362,0,0,1
"155",4,3,1685,1986,289947,1,0,0
"156",2,3,1121,1973,354000,1,0,0
"157",2,2,1590,1974,643336,1,0,1
"158",3,2,1440,1947,529865,0,0,0
"159",4,2,1692,1955,105990,1,0,0
"160",2,2,1280,2007,402487,0,0,0
"161",2,1,879,1951,211037,0,0,0
"162",5,4,3596,1929,1961229,0,0,1
"163",4,3,1770,1978,150477,0,0,0
"164",3,2,1903,1950,439006,0,0,0
"165",5,5,4064,1947,976779,0,0,1
"166",2,1,789,1947,234432,0,0,0
"167",3,3,1660,2012,676150,0,0,1
"168",2,3,1805,1902,59816,0,0,0
"169",2,1,721,1925,281385,0,0,0
"170",1,1,807,1980,258881,0,0,0
"171",4,2,1308,1977,444935,0,0,0
"172",2,2,1020,2009,394721,0,0,0
"173",3,3,1709,1980,155361,0,0,0
"174",3,2,1427,1947,78985,0,0,0
"175",3,3,2052,1989,109949,0,0,0
"176",3,3,1358,1990,262884,0,0,0
"177",3,2,1568,1957,62439,0,0,0
"178",4,2,1527,1955,429744,0,0,0
"179",2,1,864,1954,843078,0,0,1
"180",3,3,1371,1975,374481,1,0,0
"181",3,2,1440,1971,199907,0,0,0
"182",1,2,1211,1976,203605,1,0,0
"183",3,2,1161,1954,470000,1,0,0
"184",1,2,1534,1964,85070,1,0,0
"185",1,1,680,1923,119938,0,0,0
"186",2,2,1054,1973,367000,0,0,0
"187",2,3,1510,1952,105134,0,0,0
"188",4,3,2988,2004,906091,0,0,1
"189",3,3,1663,1989,193290,0,0,0
"190",3,2,1924,1955,812200,0,0,1
"191",3,1,948,1952,48409,0,0,0
"192",3,2,1348,1947,629454,0,0,1
"193",1,2,1550,2004,209933,1,0,0
"194",4,3,1792,1971,86730,0,0,0
"195",3,1,1120,1954,84448,0,0,0
"196",2,2,1730,1980,412660,1,0,0
"197",2,3,1075,1990,248000,1,0,0
"198",2,2,884,1971,220816,1,0,0
"199",3,2,948,1950,384000,0,0,0
"200",4,2,1178,1955,332913,0,0,0
"201",3,1,1233,1936,59623,0,0,0
"202",4,2,2257,1971,611474,0,0,1
"203",5,3,2712,1999,558663,0,0,0
"204",5,3,1948,1966,117696,1,0,0
"205",2,2,1571,1972,166460,1,0,0
"206",4,3,2132,1979,562349,0,0,0
"207",4,3,2088,1986,498789,0,0,0
"208",2,2,945,1973,238565,1,0,0
"209",3,2,2115,1964,338199,0,0,0
"210",1,1,754,1983,85584,1,0,0
"211",3,1,1546,1915,128451,0,0,0
"212",4,2,1287,1944,561724,1,0,0
"213",4,3,1733,1985,217820,1,0,0
"214",2,1,1164,1934,209085,0,0,0
"215",2,2,1293,1949,286893,0,0,0
"216",3,1,1404,1929,150838,0,0,0
"217",3,2,1539,1963,63320,0,0,0
"218",3,2,1414,1928,248857,0,0,0
"219",2,1,942,1937,161274,0,0,0
"220",4,3,2446,1988,962718,0,0,1
"221",3,1,858,1953,74989,0,0,0
"222",3,2,1192,1966,196912,0,0,0
"223",4,2,1798,1954,244882,0,0,0
"224",3,2,1615,1954,306979,0,0,0
"225",3,2,1515,1955,326652,0,0,0
"226",3,2,1220,1950,143250,0,0,0
"227",4,3,1740,1924,532498,0,0,0
"228",3,2,1865,1955,202228,0,0,0
"229",5,3,3080,1990,310555,0,0,0
"230",2,3,986,1991,388000,1,0,0
"231",3,3,2404,1974,605622,0,0,1
"232",2,2,1268,1964,661300,0,0,1
"233",2,2,958,1960,272597,1,0,0
"234",3,2,1378,1958,60215,0,0,0
"235",4,2,1992,1969,487000,1,0,0
"236",3,2,1411,2000,299736,0,0,0
"237",1,1,1014,1975,150125,1,0,0
"238",3,1,1164,1951,76166,0,0,0
"239",4,2,2225,1977,653174,0,0,1
"240",3,2,1657,1968,395781,0,0,0
"241",3,3,2036,1999,411931,0,0,0
"242",4,2,1655,1929,529863,0,0,0
"243",2,1,960,1952,156241,0,0,0
"244",2,1,1036,1924,307696,0,0,0
"245",3,2,1823,1989,169765,0,0,0
"246",4,3,2172,1961,631000,0,0,1
"247",2,1,1184,1941,174038,0,0,0
"248",3,2,1369,1953,376667,1,0,0
"249",3,2,1380,1962,158893,0,0,0
"250",3,1,1119,1951,396000,0,0,0
"251",3,3,1498,1981,378788,1,0,0
"252",4,3,2302,1995,453924,1,0,0
"253",5,3,2564,1922,115727,0,0,0
"254",2,1,1603,1908,33911,0,0,0
"255",3,2,1636,1951,95184,0,0,0
"256",3,3,2482,1951,756693,0,0,1
"257",4,2,2107,1928,346395,0,0,0
"258",3,2,1081,1953,199820,0,0,0
"259",3,1,1149,1940,27914,0,0,0
"260",3,4,2176,1985,346955,0,0,0
"261",4,5,4586,1989,2214680,0,0,1
"262",1,1,830,1973,178570,1,0,0
"263",2,1,833,1952,348230,0,0,0
"264",3,2,1554,1942,150303,1,0,0
"265",3,1,1040,1950,276441,1,0,0
"266",3,3,1805,1980,152887,0,0,0
"267",3,2,1257,1985,390329,0,0,0
"268",4,2,1380,1951,82079,1,0,0
"269",4,2,1488,1955,194301,0,0,0
"270",4,3,2692,1965,432954,1,0,0
"271",4,5,3714,2004,787029,0,0,1
"272",3,2,1385,1971,276438,0,0,0
"273",2,1,1166,1951,61666,0,0,0
"274",2,2,1488,1921,634919,0,0,1
"275",6,3,1600,1902,327116,0,0,0
"276",1,1,646,1971,66116,1,0,0
"277",2,1,1184,1948,285532,0,0,0
"278",4,3,1670,2006,270000,0,0,0
"279",4,2,1843,1949,546466,1,0,0
"280",3,2,2223,1950,1594721,1,0,1
"281",2,1,934,1947,565879,0,0,0
"282",6,4,2225,1950,346951,0,0,0
"283",2,2,913,1950,5e+05,0,0,0
"284",2,1,792,1948,174986,0,0,0
"285",4,2,1424,1959,375293,0,0,0
"286",4,2,1446,1955,203656,0,0,0
"287",3,1,1007,1946,282235,0,0,0
"288",5,4,2548,1988,195759,0,0,0
"289",3,2,1244,1962,403193,1,0,0
"290",4,3,2849,1927,717582,0,0,1
"291",3,2,1296,1982,164118,0,0,0
"292",4,3,3212,1957,1326298,0,0,1
"293",3,3,2108,1992,204786,0,0,0
"294",6,5,3240,1963,226174,0,0,0
"295",3,2,1038,1923,348098,0,0,0
"296",4,3,1528,1980,227078,0,0,0
"297",3,2,1128,1984,297620,0,0,0
"298",3,2,1663,1984,70868,0,0,0
"299",5,3,1948,1966,456882,0,0,0
"300",3,1,1055,1912,606062,0,0,1
"301",3,1,1021,1944,240401,0,0,0
"302",3,2,1785,1926,206832,0,0,0
"303",3,2,1150,1955,260056,1,0,0
"304",1,1,686,1983,391610,1,0,0
"305",4,3,2751,1926,1619323,1,0,1
"306",2,3,1371,1979,305308,0,0,0
"307",3,1,1073,1952,215024,0,0,0
"308",3,2,1454,1950,348925,0,0,0
"309",2,2,1266,1968,238430,1,0,0
"310",4,2,1781,1951,227618,0,0,0
"311",3,2,1990,1978,560000,1,0,0
"312",3,3,1945,1990,275973,0,0,0
"313",2,1,839,1942,42771,0,0,0
"314",3,3,1854,1979,476344,0,0,0
"315",4,3,1951,1955,141334,0,0,0
"316",3,1,1383,1947,64218,0,0,0
"317",4,3,2288,1964,134510,1,0,0
"318",3,1,999,1954,170247,0,0,0
"319",3,2,1604,1959,72416,0,0,0
"320",4,3,1815,1924,565190,0,0,0
"321",4,2,1838,1950,535720,0,0,0
"322",3,2,1803,1955,502233,1,0,0
"323",5,3,2378,1999,665145,0,0,1
"324",2,3,1171,1984,269503,1,0,0
"325",3,2,1899,1951,834952,1,0,1
"326",2,1,840,1951,181938,0,0,0
"327",3,2,1440,1963,67915,0,0,0
"328",3,3,2589,1990,1054096,0,0,1
"329",4,3,2256,1948,1188364,0,0,1
"330",2,1,756,1946,159548,0,0,0
"331",3,2,1860,1968,287142,0,0,0
"332",4,3,2105,1986,328780,0,0,0
"333",4,3,1588,1964,431480,0,0,0
"334",4,2,1587,1963,326349,0,0,0
"335",2,1,1052,1927,456033,0,0,0
"336",3,2,1438,1962,507410,0,0,0
"337",3,2,1856,1954,598131,1,0,1
"338",4,2,1892,1973,119669,0,0,0
"339",2,2,1301,1981,605000,0,0,1
"340",2,2,1037,1948,142391,0,0,0
"341",3,3,2458,1967,470956,0,0,0
"342",4,3,2418,1985,283798,0,0,0
"343",4,2,1125,1955,236961,0,0,0
"344",3,1,1068,1954,39093,0,0,0
"345",5,4,2621,1967,519907,0,0,0
"346",2,2,1924,1934,69324,0,0,0
"347",3,1,1044,1926,322470,0,0,0
"348",1,2,877,1989,242616,0,0,0
"349",3,3,2280,1961,386050,1,0,0
"350",4,3,3585,1987,548499,1,0,0
"351",1,2,1190,2007,457967,0,0,0
"352",3,2,1377,1959,197344,0,0,0
"353",3,2,1416,1952,297746,0,0,0
"354",2,3,1570,2006,414000,0,0,0
"355",4,3,1904,1952,454167,0,0,0
"356",3,2,1402,1985,65421,0,0,0
"357",4,3,2153,1990,179156,0,0,0
"358",2,2,1006,1985,155410,0,0,0
"359",4,2,1771,1979,597012,0,0,1
"360",5,2,2911,1924,1192600,1,0,1
"361",3,3,3072,1958,2011167,1,0,1
"362",3,3,1243,1984,181753,0,0,0
"363",2,2,2076,1958,995020,1,0,1
"364",1,1,886,1963,309476,0,0,0
"365",3,1,1107,1950,61665,0,0,0
"366",2,1,1185,1939,230993,0,0,0
"367",2,1,1021,1948,56156,0,0,0
"368",4,3,1662,1964,356857,0,0,0
"369",3,2,1417,1945,337301,0,0,0
"370",6,2,2200,1940,78604,0,0,0
"371",3,2,1600,1960,88963,0,0,0
"372",2,1,1215,1905,436395,0,0,0
"373",4,2,2447,2005,246604,0,0,0
"374",5,3,2531,1961,288070,1,0,0
"375",2,2,768,1950,81607,0,0,0
"376",2,1,1110,1930,24587,0,0,0
"377",5,3,2359,1965,112413,0,0,0
"378",3,2,1665,1972,104331,0,0,0
"379",4,3,2630,2003,598133,0,0,1
"380",3,3,1289,1984,177564,0,0,0
"381",3,1,1040,1903,156800,0,0,0
"382",2,2,981,1988,213202,0,0,0
"383",2,1,814,1948,200457,0,0,0
"384",5,5,4672,1988,850515,0,0,1
"385",2,2,1151,1984,198633,1,0,0
"386",2,3,1870,2002,1541910,0,0,1
"387",2,3,1656,1985,263035,0,0,0
"388",3,2,1439,1957,509655,0,0,0
"389",3,1,1834,1929,70990,0,0,0
"390",2,2,1360,2009,779135,1,0,1
"391",3,2,1249,1959,630073,0,0,1
"392",4,3,2024,1944,376186,1,0,0
"393",3,2,1700,1954,79892,0,0,0
"394",2,2,842,1986,151460,0,0,0
"395",3,2,1429,1945,262074,0,0,0
"396",4,3,1520,1960,421000,0,0,0
"397",1,1,792,1922,158954,0,0,0
"398",2,2,1304,2004,511949,0,0,0
"399",3,2,1114,1958,260056,0,0,0
"400",3,1,1158,1950,55845,0,0,0
"401",4,2,2174,1987,305500,0,0,0
"402",3,2,1205,1962,207895,0,0,0
"403",3,2,1575,1971,240604,0,0,0
"404",4,3,1559,1995,194715,0,0,0
"405",3,4,1760,2007,1791916,0,0,1
"406",4,2,1820,1953,412000,0,0,0
"407",3,1,1381,1920,57898,0,0,0
"408",3,2,1556,1937,62915,0,0,0
"409",3,3,1690,1975,462953,1,0,0
"410",4,3,2290,1947,91083,0,0,0
"411",2,1,758,1952,16102,0,0,0
"412",4,3,2485,1979,480065,0,0,0
"413",3,2,1166,1964,386171,0,0,0
"414",3,2,1453,1968,80923,1,0,0
"415",2,2,2106,1932,559025,1,0,0
"416",3,3,1593,1990,272594,0,0,0
"417",3,1,1442,1949,146840,0,0,0
"418",4,3,2229,1946,281496,0,0,0
"419",4,2,1640,1959,288748,0,0,0
"420",2,2,1501,1940,504652,0,0,0
"421",3,3,2220,1978,235490,0,0,0
"422",3,2,1509,1954,296234,0,0,0
"423",4,4,2451,2008,303017,0,0,0
"424",3,2,1748,1962,443632,0,0,0
"425",4,3,2126,1935,309526,0,0,0
"426",4,3,2210,1988,224641,0,0,0
"427",3,2,1569,2008,700595,0,0,1
"428",3,1,1012,1944,129934,0,0,0
"429",2,1,1121,1926,657032,0,0,1
"430",4,3,2812,1950,1146519,1,0,1
"431",2,2,2062,1954,755000,1,0,1
"432",3,2,1448,1956,309055,0,0,0
"433",3,2,1031,1955,172291,0,0,0
"434",3,2,1118,1955,333426,0,0,0
"435",3,1,1149,1951,393785,0,0,0
"436",2,2,1126,1985,239338,1,0,0
"437",3,2,2054,1948,399748,0,0,0
"438",2,2,1095,1979,268718,1,0,0
"439",2,1,952,1948,171826,0,0,0
"440",3,2,1371,1991,96660,0,0,0
"441",4,3,2638,1965,1522874,1,0,1
"442",3,2,1249,1952,257705,1,0,0
"443",3,3,1911,1982,245867,0,0,0
"444",2,1,720,1947,365490,0,0,0
"445",2,2,1350,1981,616885,0,0,1
"446",4,3,1989,1955,520000,1,0,0
"447",2,2,1889,1957,78092,0,0,0
"448",2,1,1379,1931,84827,0,0,0
"449",0,1,980,1925,243000,1,0,0
"450",3,1,1340,1941,544711,0,0,0
"451",3,2,1253,1956,198604,0,0,0
"452",3,2,1461,1968,217394,0,0,0
"453",3,2,1737,1955,402003,0,0,0
"454",3,2,1532,2006,799000,0,0,1
"455",4,2,1851,1975,219194,1,0,0
"456",3,2,1738,1957,342810,0,0,0
"457",3,3,2072,1976,205720,1,0,0
"458",5,3,4521,1923,329448,1,0,0
"459",3,2,1428,1953,334755,0,0,0
"460",2,1,961,1942,52756,0,0,0
"461",4,2,1320,1955,271617,0,0,0
"462",3,3,2690,2004,298900,1,0,0
"463",2,2,2178,1953,703518,1,0,1
"464",2,2,1470,1970,70589,0,0,0
"465",5,3,1811,1967,401761,0,0,0
"466",4,3,2677,1950,1109578,0,0,1
"467",3,2,1790,1964,176324,0,0,0
"468",2,1,1089,1923,34329,0,0,0
"469",5,3,3026,2007,345184,0,0,0
"470",3,2,1258,1950,525212,1,0,0
"471",4,2,1690,1946,396000,0,0,0
"472",5,2,2182,1946,346902,0,0,0
"473",1,2,1156,1961,828426,1,0,1
"474",3,3,1521,2008,415432,0,0,0
"475",3,2,1356,1956,87757,0,0,0
"476",2,1,1103,1941,479854,0,0,0
"477",3,2,1218,1955,94595,0,0,0
"478",3,1,1198,1946,289346,0,0,0
"479",3,2,1358,1956,304597,0,0,0
"480",2,3,1326,1985,349492,0,0,0
"481",3,2,1346,1986,86957,0,0,0
"482",4,2,1792,1915,212871,0,0,0
"483",3,2,1453,1969,98212,0,0,0
"484",1,1,609,1963,403857,0,0,0
"485",4,2,2100,1974,751087,0,0,1
"486",2,2,1090,2003,222816,0,0,0
"487",3,2,1101,1946,61669,0,0,0
"488",4,2,1340,1977,154727,1,0,0
"489",2,2,925,1980,187176,1,0,0
"490",1,1,618,1945,101253,0,0,0
"491",2,2,872,2003,286799,0,0,0
"492",3,4,1970,2006,408498,0,0,0
"493",4,3,1900,1984,401022,0,0,0
"494",4,2,1664,1945,216374,0,0,0
"495",2,2,1058,1980,249000,0,0,0
"496",5,5,3768,1995,1241066,0,0,1
"497",2,2,1070,1986,336547,1,0,0
"498",3,2,1495,1954,84031,0,0,0
"499",3,2,1700,1955,557372,0,0,0
"500",3,2,1287,1947,316669,0,0,0
"501",1,1,740,1987,319000,1,0,0
"502",3,2,1538,1961,284269,0,0,0
"503",1,1,460,1972,295126,1,0,0
"504",4,2,2036,1971,603734,1,0,1
"505",3,2,2912,2004,262207,0,0,0
"506",4,3,1550,1975,421734,0,0,0
"507",4,3,2617,1920,1249176,0,0,1
"508",4,2,1370,1956,411256,0,0,0
"509",3,2,1142,1950,74284,0,0,0
"510",2,2,2471,1955,50480,0,0,0
"511",3,3,1420,1994,365000,0,0,0
"512",3,2,1338,1958,345853,0,0,0
"513",1,1,830,1988,162338,1,0,0
"514",2,1,998,1942,572128,0,0,0
"515",3,2,1466,1928,776365,0,0,1
"516",3,3,1905,1986,917000,1,0,1
"517",4,3,2764,1928,1414274,1,0,1
"518",3,3,2172,1960,384035,0,0,0
"519",5,3,2392,1953,888452,0,0,1
"520",3,2,1350,1963,173334,0,0,0
"521",4,2,1581,1977,424000,0,0,0
"522",3,3,2392,2002,681500,0,0,1
"523",2,2,1172,1980,85600,0,0,0
"524",3,2,1853,1924,338077,0,0,0
"525",3,3,2520,1965,144930,1,0,0
"526",4,2,1374,1963,336444,0,0,0
"527",3,2,1327,1966,216581,1,0,0
"528",2,2,1171,1979,198056,0,0,0
"529",4,3,1687,1953,373144,1,0,0
"530",3,2,1668,1976,284711,0,0,0
"531",3,2,1368,1947,506600,0,0,0
"532",3,3,1800,1923,161534,0,0,0
"533",3,3,1150,1985,266502,1,0,0
"534",3,3,2110,2003,487000,0,0,0
"535",4,3,1777,1972,1044305,0,0,1
"536",2,1,1029,1951,170585,0,0,0
"537",2,3,1164,1985,295000,0,0,0
"538",4,4,2137,1955,443656,1,0,0
"539",3,3,2523,1965,736483,0,0,1
"540",3,2,1674,1921,33329,0,0,0
"541",4,2,1296,1955,259365,0,0,0
"542",1,1,609,1968,146804,0,0,0
"543",3,2,1184,1953,725111,0,0,1
"544",2,3,1435,1981,424246,0,0,0
"545",3,3,2020,2006,1066012,0,0,1
"546",4,3,2208,1953,515068,0,0,0
"547",2,1,845,1953,189380,0,0,0
"548",3,2,1521,1967,590874,0,0,1
"549",2,3,1309,1990,461725,0,0,0
"550",4,2,1727,1970,308442,1,0,0
"551",3,3,2014,1975,262014,0,0,0
"552",3,2,1396,1953,580056,0,0,0
"553",5,3,3255,1999,534597,1,0,0
"554",4,2,2189,1965,276666,0,0,0
"555",2,1,1036,1922,148726,0,0,0
"556",4,3,1940,1952,117965,0,0,0
"557",4,3,3020,2003,485227,0,0,0
"558",4,2,1556,1993,102980,0,0,0
"559",3,1,1014,1955,52498,0,0,0
"560",3,2,1776,1940,565000,0,0,0
"561",6,2,1607,2008,427073,0,0,0
"562",2,1,1198,1940,264562,0,0,0
"563",2,3,1127,1985,185573,1,0,0
"564",3,3,1421,1924,850275,0,0,1
"565",4,3,2368,1958,357835,1,0,0
"566",3,2,1419,1954,285315,1,0,0
"567",3,3,1419,2002,380484,0,0,0
"568",4,2,1612,1993,291843,1,0,0
"569",2,2,1145,1974,255760,1,0,0
"570",3,2,1628,1949,527930,0,0,0
"571",3,3,1681,1980,214378,0,0,0
"572",4,3,2751,1987,496416,0,0,0
"573",3,1,1144,1957,424000,0,0,0
"574",4,2,2198,2002,201593,1,0,0
"575",3,2,1429,1952,64315,0,0,0
"576",3,1,1421,1926,210261,0,0,0
"577",3,3,3100,1980,806388,0,0,1
"578",3,1,972,1954,225222,0,0,0
"579",3,1,1052,1953,255952,0,0,0
"580",2,1,1026,1926,287876,0,0,0
"581",3,3,1712,2005,597000,0,0,1
"582",4,5,3391,2003,810112,0,0,1
"583",2,1,892,1939,323035,0,0,0
"584",4,3,2350,2003,427489,0,0,0
"585",3,2,1188,1961,288599,0,0,0
"586",3,1,1200,1943,206358,0,0,0
"587",2,1,720,1954,147642,0,0,0
"588",2,1,1106,1947,282031,0,0,0
"589",3,1,1232,1907,140908,0,0,0
"590",4,5,3801,1982,1141361,1,0,1
"591",4,4,2532,1939,309097,0,0,0
"592",3,3,1639,1958,326955,0,0,0
"593",4,2,2008,1965,358929,0,0,0
"594",3,2,1686,1951,240752,0,0,0
"595",1,1,739,1972,220665,1,0,0
"596",3,3,1805,1981,208000,0,0,0
"597",3,2,1288,1963,73679,0,0,0
"598",2,2,1542,1992,630019,0,0,1
"599",0,1,860,1911,411994,0,0,0
"600",2,4,2102,1913,973319,0,0,1
"601",3,1,1400,1928,273937,0,0,0
"602",3,2,1588,1929,87961,0,0,0
"603",3,2,1476,1947,365489,0,0,0
"604",4,3,1811,1972,206485,0,0,0
"605",2,3,922,1989,141913,0,0,0
"606",4,2,1140,1937,300303,0,0,0
"607",4,3,2118,2003,640000,0,0,1
"608",3,3,1246,1970,180312,0,0,0
"609",3,2,2730,1958,239945,0,0,0
"610",3,2,1958,1951,307433,0,0,0
"611",4,2,1500,1973,213099,0,0,0
"612",3,2,1833,1971,379978,0,0,0
"613",4,3,2157,1969,83416,0,0,0
"614",5,5,2720,2013,1377260,0,0,1
"615",2,1,1040,1941,216594,0,0,0
"616",3,1,941,1944,28739,0,0,0
"617",4,3,2053,1990,255379,0,0,0
"618",2,1,1088,1951,228265,0,0,0
"619",3,3,1435,1964,266380,1,0,0
"620",2,1,994,1950,372314,0,0,0
"621",3,2,3548,1978,226389,0,0,0
"622",2,2,924,1984,93768,0,0,0
"623",4,3,1378,1955,227090,0,0,0
"624",3,2,1764,1952,307193,1,0,0
"625",3,3,1628,1983,201942,1,0,0
"626",3,1,1378,1910,208850,0,0,0
"627",4,2,2070,1918,148399,0,0,0
"628",3,2,1278,1937,220084,0,0,0
"629",3,2,1027,1957,303030,0,0,0
"630",4,2,1856,1962,694400,0,0,1
"631",2,1,1202,1952,458000,1,0,0
"632",3,1,1080,1953,583768,0,0,0
