,bedroomcnt,calculatedbathnbr,calculatedfinishedsquarefeet,yearbuilt,taxvaluedollarcnt,poolcnt,hashottuborspa,Longitude,Latitude
2441023,5,3,3051,1989,586715,0,0,-118.975016,34.239233
1841964,3,2,1205,1964,68840,0,0,-118.742248,34.277268
2413987,3,2.5,2463,1988,644683,0,0,-118.88882,34.262513
2618480,2,1,1418,1949,382000,0,0,-119.186893,34.191952
2550437,4,2.5,2695,1972,269038,1,0,-118.752111,34.285861
2196135,3,2,2356,1984,428785,0,0,-118.737797,34.284721
2400346,4,2.5,1830,1984,267023,0,0,-118.836524,34.295105
2263754,4,3.5,2785,1961,693806,1,0,-119.226818,34.447392
1105374,2,1,998,1954,204721,0,0,-118.841468,34.167708
2127559,4,2,1110,1955,259736,0,0,-119.161816,34.242331
2209446,4,3,1870,1955,302274,0,0,-119.157428,34.241834
2686477,3,2,1325,1961,492500,0,0,-119.190561,34.279281
1637867,2,2,1609,1976,717550,0,0,-118.831243,34.142744
122682,4,4,3260,2010,933375,0,0,-119.26566,34.282777
996275,2,1,803,1972,131941,0,0,-118.675,34.2738
1882325,3,2,1309,1978,583768,0,0,-119.29426,34.417858
1132594,3,2,1705,1964,307220,1,0,-118.69766,34.291823
914559,2,1,1156,1985,315000,0,0,-118.689,34.2739
436762,4,2.5,2303,1987,292913,0,0,-118.982332,34.233663
286909,4,1.5,1227,1961,160978,0,0,-118.774381,34.278721
2591413,3,2,1464,1972,218653,0,0,-118.843284,34.214481
1418703,4,3,1571,1961,324648,0,0,-119.264347,34.4372
790610,3,2,1153,1984,224918,0,0,-118.740818,34.284448
2591231,2,2,967,1973,130406,0,0,-119.204707,34.176211
886757,3,2,1505,1961,53743,0,0,-119.174391,34.267386
1991646,3,2,1513,1963,201742,0,0,-118.873668,34.210098
1064184,4,2.5,2270,1978,180990,0,0,-119.163357,34.165635
1828382,3,2.5,1853,1985,446162,0,0,-118.817175,34.248998
2536754,3,2,1977,1964,249962,0,0,-118.703429,34.296918
1296406,4,3,2322,1995,165203,0,0,-118.831415,34.220698
1719216,3,2.5,1742,1999,456000,0,0,-119.145781,34.210291
313922,3,2,1549,1980,226555,0,0,-119.205628,34.191261
791732,3,2,1427,1964,228677,1,0,-118.700657,34.289149
1977600,4,2,1430,1964,64328,0,0,-119.17773,34.268411
1296660,4,2.5,3136,1971,1374840,1,0,-118.879901,34.171301
245921,2,1,925,1974,184422,0,0,-119.231152,34.172874
2182769,3,2,1371,1959,331332,0,0,-118.863959,34.202211
450102,3,1,1151,1956,237353,0,0,-119.238341,34.267659
1118316,3,2,1148,1978,183479,0,0,-118.925162,34.400749
2509025,2,1,882,1976,149346,0,0,-119.223301,34.261561
628111,4,2,2180,1979,498158,1,0,-118.948717,34.161846
1923731,3,2,1070,1964,378784,0,0,-118.798511,34.265053
204539,3,1,758,1948,82536,0,0,-119.30225,34.401831
2332354,4,2,1987,1963,573792,0,0,-118.872576,34.210506
1200986,3,2,1566,1970,539000,1,0,-118.673549,34.274256
1664617,4,2,1308,1962,347838,0,0,-119.162995,34.222109
1064519,4,3,1617,1960,474272,0,0,-118.855347,34.213758
1446616,4,3,1552,1966,225662,0,0,-118.865945,34.187413
2222934,3,2,1605,1955,210239,0,0,-119.251399,34.263444
1010172,3,2.5,1970,1989,429158,0,0,-118.782456,34.179776
2726743,5,2.5,1965,1962,463898,0,0,-119.043091,34.239476
1637223,2,1,1068,1949,270560,0,0,-119.20604,34.254229
2468921,2,1.5,984,1986,412140,0,0,-118.806682,34.163569
838,4,3,1656,1961,1001361,0,0,-118.858995,34.200516
2618403,2,2,1070,1976,299734,0,0,-118.985402,34.223952
1760423,3,2.5,1785,1980,349992,0,0,-118.755903,34.177531
2673242,4,1.5,1226,1961,155016,0,0,-118.763302,34.274945
96191,3,3,2107,1964,125581,0,0,-118.866528,34.181463
149095,4,4.5,4502,2006,988000,1,0,-118.756487,34.297024
1691953,4,2,1700,1973,201925,0,0,-119.172576,34.206776
1431872,2,2,1075,2007,252970,0,0,-119.216461,34.196293
1130900,4,4.5,3500,1996,631853,0,0,-118.814656,34.216705
518322,3,2.5,2082,2006,413133,0,0,-119.034496,34.166296
968812,3,2.5,1159,1979,220785,0,0,-118.845462,34.206892
1705938,4,2,1768,1965,69271,0,0,-118.917285,34.178973
478064,3,2,1141,1963,250190,0,0,-118.709885,34.270166
218339,3,2,1299,1963,369278,0,0,-119.059171,34.367437
1855166,3,2,1348,1963,61001,0,0,-119.062032,34.375857
1568787,2,1,1004,1939,413364,0,0,-119.263997,34.268563
1201046,4,3,2633,1961,258800,1,0,-118.859385,34.22156
1364744,4,2.5,2926,1979,609581,0,0,-118.817879,34.190098
927748,3,2,1281,1979,424567,0,0,-119.000857,34.224542
600550,4,2,1611,1980,165972,0,0,-119.157004,34.178448
1486161,5,4,3129,2005,804000,0,0,-119.021234,34.209552
2182255,3,2,1794,1981,557547,0,0,-119.030775,34.231165
763993,3,1.5,1050,1959,294158,0,0,-119.077058,34.341446
2536472,2,1,910,1973,231248,0,0,-119.202118,34.187206
1555176,3,1,1464,1937,321665,0,0,-118.794829,34.413979
1773362,4,2,1642,1900,130461,0,0,-119.061597,34.356041
1923454,4,3.5,3210,1989,633502,0,0,-118.977063,34.238479
2604672,3,3,1895,1999,318693,0,0,-119.073889,34.225316
2523048,3,2,1080,1972,339112,0,0,-118.844487,34.212834
2182182,3,2,1135,1974,168605,0,0,-119.218048,34.261838
2577232,4,3,1969,1990,458892,0,0,-118.929504,34.400142
1882421,4,2,1570,1960,65145,0,0,-119.227003,34.271542
136340,3,2,1620,1963,552582,0,0,-119.20756,34.297421
1376640,4,2,2105,2001,349343,0,0,-119.16621,34.210915
573592,3,2,1559,1974,530000,0,0,-118.92026,34.174574
2495224,3,2,824,1925,317017,0,0,-119.270804,34.271031
1037028,4,3,2673,1987,410333,1,0,-118.833966,34.215298
2018564,3,2,1280,1961,62577,0,0,-119.194781,34.279876
791259,2,2,1278,1952,149339,0,0,-119.063041,34.362109
2400043,3,2,1509,1963,71764,0,0,-119.204682,34.261306
1036769,5,3,2965,1983,790000,1,0,-118.987862,34.231767
1091504,3,2,1241,1973,393895,0,0,-118.854628,34.294017
2522591,3,3,2404,1961,143389,0,0,-119.235971,34.269152
2305167,2,2.5,1164,1985,293000,0,0,-118.776,34.2816
900772,3,2,1051,1974,284000,0,0,-118.729519,34.281518
1896022,4,2.5,2621,1990,460876,0,0,-119.068479,34.362725
1609888,3,2,1614,1980,185476,0,0,-119.178499,34.224546
1705646,2,2,988,1977,174552,0,0,-119.187467,34.14238
1801312,3,2,1268,1960,53743,0,0,-118.859562,34.219292
2005647,4,3,2260,1971,143821,0,0,-118.84728,34.149693
2304686,3,2,1209,1964,326792,0,0,-119.169632,34.273686
491763,3,2,1645,1980,436894,0,0,-118.664169,34.26935
2045837,2,1,1248,1929,103264,0,0,-119.269221,34.27179
96094,3,2.5,1280,1987,211274,0,0,-118.664,34.2655
286807,4,2.5,1978,1976,530514,1,0,-118.838348,34.210379
2045891,4,2.5,1517,1994,470000,0,0,-119.15323,34.295594
327894,3,2,1195,1964,185679,0,0,-118.753768,34.262315
1882913,3,2,1472,1964,306092,1,0,-118.696878,34.290617
764537,3,2,1125,1962,206495,0,0,-118.700224,34.275741
1569232,4,3,2694,1986,514193,1,0,-118.86903,34.26611
1486944,2,1,853,1978,145379,0,0,-119.195731,34.263259
491528,3,2,1236,1969,257740,0,0,-119.1549,34.154742
818868,2,1.5,1204,1979,298542,0,0,-118.87583,34.18768
2263851,2,1,777,1986,239880,0,0,-119.203211,34.271784
559881,2,2.5,1626,1974,536202,0,0,-118.833993,34.148343
273179,4,2.5,2270,1978,236464,0,0,-119.159928,34.163858
1937470,3,2,1144,1999,220571,0,0,-118.757966,34.256895
750904,3,2,1280,1972,157520,0,0,-118.75626,34.276822
1037274,3,2.5,2434,1978,656778,0,0,-118.828248,34.170546
1800618,2,1,1142,1937,553311,0,0,-119.268463,34.279079
1855222,4,2,1536,1965,496000,0,0,-119.19971,34.262373
2168604,4,2,1816,1970,565000,0,0,-119.051615,34.238516
1624129,4,3.5,2382,1989,496285,1,0,-118.779261,34.184728
1486803,3,1,1564,1955,391000,0,0,-118.929007,34.395651
2563631,4,2,1427,1994,229128,0,0,-119.288751,34.329777
341265,4,3,2096,1976,722000,0,0,-119.242377,34.192576
668646,4,2,1578,1977,198717,0,0,-119.162711,34.163051
2495164,3,3,1755,1948,480159,0,0,-119.248271,34.44641
1160009,5,2.5,2498,1967,519073,1,0,-118.749262,34.269037
2686717,3,2,1160,1951,46548,0,0,-119.190405,34.188889
1719329,4,2.5,2007,1996,679610,0,0,-118.821036,34.213615
1896653,5,3,2646,1988,1227436,1,0,-118.94542,34.156093
2645653,4,2.5,2026,1970,164402,0,0,-119.020763,34.230919
1950880,5,3,3394,2003,1031000,1,0,-118.987635,34.173421
600819,3,2,1498,1962,182961,0,0,-118.703869,34.278712
505254,4,3,2288,1987,614225,0,0,-118.819906,34.247916
996130,2,2,1635,1973,218711,0,0,-118.850164,34.229949
981956,3,1,961,1955,57914,0,0,-119.267877,34.255521
1282703,4,3,2056,1999,696203,0,0,-118.96809,34.166069
258489,2,2,991,2006,245094,0,0,-119.220135,34.264699
1310214,4,3.5,3171,1960,1155767,1,0,-118.851482,34.192636
491922,3,3,1560,1992,336600,0,0,-118.783079,34.17766
190895,3,2,2293,1965,372114,0,0,-119.239056,34.282674
1487169,3,2.5,1648,1995,168451,0,0,-119.164109,34.206737
505164,5,4.5,3603,1987,694914,0,0,-118.895885,34.26113
1487290,2,1,882,1971,117621,0,0,-118.915809,34.18517
2195646,4,3,2359,1995,468771,0,0,-119.173452,34.279683
1651019,4,3,2211,1989,467525,0,0,-118.974688,34.238163
1978110,4,2.5,1725,1964,454438,0,0,-118.75708,34.26452
2087360,3,2,1827,1969,543347,0,0,-118.947992,34.175811
1282773,4,2,1961,1962,628000,0,0,-118.870891,34.198423
2441014,3,2.5,1766,1982,602000,0,0,-118.994874,34.233673
900742,3,2,1646,1987,375693,0,0,-118.836709,34.214009
2155499,4,3.5,2475,1988,523958,1,0,-118.781125,34.18031
1991137,0,2,1092,1974,258270,0,0,-118.921617,34.397227
1459586,3,1.5,1241,1974,331000,0,0,-119.194145,34.263174
995801,2,2,1456,1980,395000,0,0,-118.977336,34.228745
1145861,2,1,640,1940,21675,0,0,-119.170771,34.237056
231271,3,2.5,1332,2005,282464,0,0,-118.835106,34.166816
805260,3,2,1205,1964,56864,0,0,-118.742576,34.277446
2536816,4,1.5,1226,1962,150475,0,0,-118.766366,34.257763
2087230,3,1.5,1551,1957,485000,0,0,-118.708663,34.282882
955091,3,2,1431,1978,135769,0,0,-119.16352,34.165989
2632090,3,2.5,2085,1976,139791,0,0,-118.84549,34.215548
354793,3,2,1432,1960,303494,0,0,-119.073638,34.354439
1173665,3,1,1040,1964,213991,0,0,-118.743636,34.258474
1213960,4,3,2727,1977,870050,0,0,-119.265721,34.256272
2618144,2,1,942,1935,181720,0,0,-118.914102,34.411572
2577438,3,2.5,1901,1989,372787,0,0,-119.07412,34.224595
464177,2,2,1267,1987,193835,0,0,-118.853541,34.298518
587230,3,2.5,1332,1985,455632,0,0,-118.805471,34.158838
1254951,3,2,1181,1961,370732,0,0,-119.29196,34.435065
2480691,2,2,986,2000,81167,0,0,-118.679698,34.273686
600778,3,2,1081,1995,313526,0,0,-118.736709,34.259102
545811,3,2,1435,1977,181845,0,0,-119.044728,34.219207
409738,3,2,1575,1978,276633,0,0,-118.881466,34.26791
887439,2,2.5,1204,1989,259738,0,0,-118.771,34.1801
327766,4,2,1687,1977,186022,0,0,-118.893387,34.225758
2018926,3,2.5,1270,1978,128128,0,0,-118.871,34.2802
2618219,4,2.5,2956,1969,862961,1,0,-119.259596,34.252788
1091777,3,1,944,1960,407928,0,0,-118.864295,34.209343
1323509,3,2,1569,1978,455476,0,0,-118.888313,34.219686
1910022,3,2.5,2368,1979,603333,0,0,-118.871757,34.224183
1323303,4,3,2666,1963,405841,1,0,-119.182979,34.216875
696266,2,2.5,1693,1987,369136,0,0,-118.788979,34.178011
1500932,3,1.5,1295,1980,160977,0,0,-118.846363,34.294251
1801333,4,2.5,2266,1968,123861,1,0,-118.836571,34.191914
1732834,4,2.5,2495,1986,364224,0,0,-118.804093,34.247311
436998,3,2,1360,1970,489000,0,0,-118.840096,34.213083
1432471,3,2,1238,1964,287656,0,0,-119.181992,34.267003
1446321,3,2.5,1573,1982,289947,0,0,-119.149403,34.168255
2264207,4,3.5,3825,2000,1203000,1,0,-118.980265,34.156755
2495386,4,1.5,1444,1956,196337,0,0,-119.043948,34.213098
205346,3,2.5,1332,1985,221483,0,0,-118.805575,34.160022
1896617,5,2.5,2232,1965,495490,1,0,-118.663551,34.275605
1187422,2,1,750,1986,274117,0,0,-118.852133,34.179587
2604959,3,2,1473,1984,543158,0,0,-118.865736,34.264978
1977878,3,2,1407,1974,65695,0,0,-119.167005,34.159419
2046468,3,2,1229,1970,253087,1,0,-118.742253,34.26748
2726985,4,2.5,1751,2013,330333,0,0,-118.906431,34.396273
2713907,4,2,1773,1982,265759,0,0,-118.994667,34.235697
2413857,4,3,3101,1960,328944,0,0,-119.180498,34.205726
2386659,4,3,1988,1998,361848,0,0,-118.96986,34.16592
1391613,4,3.5,2418,1991,582527,0,0,-119.000009,34.2332
1009611,3,2.5,1573,1994,513000,0,0,-118.997779,34.226339
941551,4,3,1781,1972,251597,0,0,-118.717256,34.273005
2291246,2,2,1359,1988,127196,0,0,-119.203225,34.226443
27533,4,2,2270,1969,292602,0,0,-119.050171,34.231341
928052,4,1.5,1462,1972,65145,0,0,-118.720798,34.275958
1882459,3,2,1269,1963,344416,0,0,-119.05745,34.367412
1419336,4,2,1823,1976,305841,0,0,-118.699716,34.299495
776444,4,3,2609,2000,814000,0,0,-118.921975,34.202536
1841699,4,2,1233,1955,240076,0,0,-119.183586,34.170703
1214579,5,2,1596,1963,239398,0,0,-118.740151,34.263056
2550581,4,2.5,2600,1988,921623,0,0,-118.944641,34.159769
1746799,5,3,2808,1970,185206,0,0,-118.836793,34.14422
1119009,4,2,1835,1964,486000,0,0,-118.689254,34.268693
259864,4,2,1664,1961,412961,1,0,-118.840098,34.191407
1896742,4,3,1859,1994,857000,1,0,-118.773979,34.178687
1405028,3,2,1284,1989,253880,0,0,-119.288441,34.426467
871865,2,2.5,1316,2001,360750,0,0,-118.680944,34.272784
1896616,5,3,2048,1965,216106,0,0,-118.665042,34.273936
300671,2,2.5,1376,1982,297502,0,0,-118.776,34.2792
1036647,2,1,882,1971,216357,0,0,-119.221198,34.263201
1785810,4,4.5,4007,2000,1535798,1,0,-118.826036,34.206614
2032753,4,2.5,2247,2002,441391,1,0,-118.669871,34.267605
26313,3,2,2105,2002,497876,0,0,-119.161683,34.268268
477942,3,2,1712,1977,330416,0,0,-118.871327,34.22044
2195849,2,2,1441,1983,233305,0,0,-119.202527,34.191769
2072094,3,2.5,1631,2001,519835,0,0,-119.221348,34.268438
381115,4,2.5,2258,2003,346318,0,0,-118.926097,34.412063
1991583,1,1,649,1974,359830,0,0,-119.1897,34.141661
109664,3,2,1220,1961,443664,0,0,-118.714553,34.274911
1759870,3,2,1555,1965,663000,0,0,-119.237509,34.188363
2127764,2,1,972,1953,190624,0,0,-119.230914,34.169733
968778,5,2,2270,1964,100135,1,0,-118.888886,34.198708
859642,2,2.5,1465,1990,393810,0,0,-118.982743,34.201003
981304,4,2,1580,1964,436894,1,0,-118.757536,34.269897
1951221,2,1.5,1199,1977,121919,0,0,-118.879749,34.173235
2618138,4,2.5,4219,1987,973352,1,0,-119.290299,34.402808
2195668,3,2,1595,1951,456000,0,0,-119.06009,34.370686
1731245,3,3,2504,2001,580818,0,0,-118.861313,34.270299
2427959,3,2.5,2372,1990,377655,0,0,-118.792551,34.179835
2372936,4,2.5,2026,1970,488206,0,0,-119.02022,34.231486
955474,2,2,1294,1980,216165,0,0,-118.763805,34.173818
572942,4,3,1924,1973,443800,0,0,-119.275016,34.283454
832214,2,2,1218,1987,301484,0,0,-119.234425,34.179823
1569074,2,1,856,1971,112032,0,0,-119.21788,34.179121
1637834,3,3,2717,1981,445345,0,0,-118.899956,34.181821
2277712,3,2,1403,1968,379000,0,0,-119.149265,34.158283
900837,3,2.5,1749,1989,380736,0,0,-118.78104,34.270978
2045915,2,1,672,1925,162516,0,0,-119.046743,34.357821
13902,4,2,1621,1968,69589,0,0,-119.027872,34.233985
1760028,4,3,2209,1987,540916,0,0,-118.881043,34.262495
1814253,4,2,1368,1958,101217,0,0,-119.228957,34.282087
477487,2,1,1040,1928,44427,0,0,-119.269643,34.271874
1391403,6,2.5,2828,1965,574788,0,0,-119.26404,34.258589
914175,3,2,1834,1963,357547,0,0,-119.24403,34.194627
1146247,2,2,946,1985,239880,0,0,-118.778,34.2813
1336946,4,3.5,4398,1973,529077,1,0,-119.052268,34.240993
832185,4,2.5,1835,1979,175587,0,0,-119.200456,34.189199
1159401,3,2.5,1660,1987,398000,0,0,-119.224857,34.263789
1269202,0,1,384,1949,156821,0,0,-118.665055,34.264852
2413850,2,2,1627,1985,481729,0,0,-119.233417,34.181696
2700488,3,1,1002,1962,322000,0,0,-119.157997,34.203971
1431714,3,2.5,2415,1962,546118,0,0,-118.789375,34.262557
368811,3,2,1114,1990,332871,0,0,-118.886569,34.277099
2427522,3,2,1288,1959,199525,0,0,-119.183674,34.168296
791694,3,2.5,1415,1987,232802,0,0,-118.772973,34.280215
1991299,5,2,1786,1965,375485,0,0,-119.201699,34.258223
1841711,2,1,859,1953,154457,0,0,-119.21907,34.154716
327625,3,2,1240,1962,328191,0,0,-119.183821,34.176197
231889,3,2,1316,1951,364215,0,0,-119.256081,34.270263
341780,4,2.5,1984,1993,619465,1,0,-118.77752,34.177195
28051,3,1,944,1960,49611,0,0,-118.860306,34.209459
491040,4,2.5,2402,2014,666911,0,0,-118.865935,34.301001
1977907,4,3,2612,1983,358944,0,0,-118.905645,34.27684
1132314,3,2,1144,1950,43390,0,0,-119.188413,34.202487
2454704,4,2,1950,1993,547000,0,0,-119.197278,34.227834
150449,4,3,3173,1982,758538,1,0,-118.843259,34.224696
846291,3,1.5,1214,1962,132280,0,0,-118.863211,34.191892
2127622,5,3,1932,1964,318075,0,0,-119.018027,34.238312
218567,6,1.5,1641,1950,279801,0,0,-119.182139,34.185372
136363,5,4,2146,1979,311242,0,0,-119.277507,34.283888
217598,4,3,2955,2004,636618,0,0,-118.698517,34.301887
2085539,3,3,2609,2002,817000,0,0,-118.920366,34.20404
423363,2,2,1025,1986,307000,0,0,-118.665,34.2664
2686978,3,2,1446,1973,246243,0,0,-118.724235,34.28422
450383,3,2,1038,1959,203228,0,0,-119.182469,34.179346
1528068,5,2.5,2584,1985,710674,1,0,-118.985622,34.267862
913802,4,3.5,3622,1955,381139,0,0,-119.243612,34.459827
1377062,5,2.5,2417,1998,618532,0,0,-118.800427,34.254879
1841387,4,2,2017,1958,314214,0,0,-119.228736,34.281028
109513,5,3,2909,1984,666000,0,0,-118.884351,34.267455
1787048,3,2,1435,1961,498000,0,0,-119.176428,34.266512
2605156,3,1,1040,1964,136510,0,0,-118.746581,34.263989
1486457,3,2.5,2031,2010,313740,0,0,-119.174733,34.24397
2399881,3,2,1122,1980,299785,0,0,-118.918853,34.394452
668327,2,2,1378,1977,410000,0,0,-119.162081,34.280191
1023569,4,2.5,1725,1964,305632,1,0,-118.757415,34.267167
1499834,3,2.5,1776,2004,416668,0,0,-119.208139,34.194466
2141083,3,2,1968,1965,290087,0,0,-119.166279,34.277618
2713088,3,2.5,1681,2006,450262,0,0,-119.216266,34.266148
1746195,3,2.5,1340,1984,194385,0,0,-119.168885,34.231668
1036697,4,2,2154,1978,276635,0,0,-119.034263,34.243288
2700218,4,2.5,1517,1994,416085,0,0,-119.151773,34.295714
2195967,4,2.5,1950,1980,199908,0,0,-119.160643,34.166835
2196047,3,2.5,2174,1989,430106,0,0,-118.862773,34.297934
1433179,4,3,3211,1985,1553300,0,0,-118.830041,34.1466
2427585,4,3,2967,1979,438346,0,0,-118.957597,34.191408
1637848,3,2.5,1948,1991,464523,0,0,-118.787235,34.182051
1976546,4,3,2530,2001,366105,0,0,-119.215817,34.268448
1419348,3,2.5,1294,1997,206161,0,0,-118.788463,34.268975
2073521,3,2.5,1733,1996,440122,0,0,-118.816835,34.216801
463663,2,2.5,1263,1986,157112,0,0,-119.292137,34.304038
981923,4,1,2023,1940,226750,0,0,-119.275341,34.277148
204868,4,2,1077,1948,396000,0,0,-119.178288,34.181427
2631771,3,1.5,1399,1957,271465,0,0,-119.046114,34.214508
682233,3,2,1074,1962,151913,0,0,-119.203029,34.183541
136760,2,2,942,1977,167744,0,0,-119.186488,34.142072
327847,4,2,1612,1964,254218,1,0,-118.701825,34.290164
2726745,4,2,1611,1980,272633,0,0,-119.156082,34.178744
232626,4,2.5,2170,1980,229831,0,0,-118.854592,34.226462
1418701,2,2,1089,1930,36146,0,0,-119.277069,34.447381
2100363,4,3,2351,1958,116694,0,0,-119.194312,34.257867
518619,4,2,1899,1977,123972,0,0,-119.045197,34.219981
2400015,4,4,3798,1999,994111,1,0,-119.087436,34.24402
1145909,4,2,1715,1977,534290,0,0,-118.99917,34.218274
