"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"908",3,2,1422,1929,482764,"0","0",-118.360169,34.039558,"1"
"14426",3,2,1240,1962,57320,"0","0",-118.078069,33.837022,"1"
"16381",3,2,1658,1956,59349,"0","0",-117.951108,34.142893,"1"
"6268",1,1,800,1974,66019,"1","0",-118.232,34.1399,"1"
"19299",3,2,1876,1979,240752,"0","0",-118.354571,33.874077,"1"
"7685",3,2,1502,1942,1239184,"0","0",-118.517474,34.050367,"2"
"7748",5,4,2270,1933,397621,"0","0",-117.970172,34.097776,"1"
"1401",3,2,1388,2005,316214,"0","0",-118.11719,33.968742,"1"
"9009",4,3,1902,1990,227036,"0","0",-118.174747,34.667239,"1"
"16458",3,2,1450,1955,321099,"1","0",-118.105547,33.78797,"1"
"14095",3,1,992,1940,41588,"0","0",-118.285692,33.944309,"1"
"7175",2,3,990,1990,306868,"0","0",-118.015,34.1316,"1"
"16730",3,2,1257,1955,48200,"0","0",-117.928613,34.034578,"1"
"19332",4,4,3363,1937,598468,"0","0",-118.23371,34.167466,"2"
"5764",2,2,1266,1966,253000,"0","0",-118.472497,34.406642,"1"
"621",3,2,3548,1978,226389,"0","0",-118.659991,34.473205,"1"
"3897",3,3,1877,2007,296465,"1","0",-118.489657,34.397923,"1"
"978",3,2,1128,1952,536051,"0","0",-118.365374,33.906619,"1"
"5880",3,3,1792,1986,152734,"0","0",-118.127986,34.567989,"1"
"12010",3,1,1572,1948,99623,"1","0",-118.408196,34.165673,"1"
"13761",2,2,928,1988,146392,"0","0",-118.379,34.1632,"1"
"19676",5,3,2228,1991,268000,"0","0",-118.068947,34.548273,"1"
"12233",3,2,1234,1951,66017,"0","0",-118.123355,33.855755,"1"
"18262",4,2,2212,1978,278570,"0","0",-118.754379,34.157629,"1"
"17975",1,1,786,1964,463799,"1","0",-118.377,34.0921,"1"
"2193",3,2,2102,1979,196683,"0","0",-118.067541,34.716857,"1"
"11267",3,1,1022,1954,30392,"0","0",-118.15754,34.703001,"1"
"10693",5,3,2418,1964,294289,"1","0",-118.412641,34.38995,"1"
"12935",3,3,1948,1980,187182,"0","0",-117.764536,34.034168,"1"
"12127",4,2,1810,1965,484000,"1","0",-118.280529,33.811316,"1"
"6393",2,1,756,1907,405927,"0","0",-118.232071,34.123022,"1"
"1428",2,1,754,1950,154349,"0","0",-118.363579,33.928563,"1"
"12684",3,2,3124,2004,498000,"1","0",-118.206546,34.642765,"1"
"14178",2,1,784,1952,57110,"0","0",-118.301143,33.878602,"1"
"8516",3,1,1048,1958,52764,"0","0",-118.066486,33.839695,"1"
"9635",2,1,1162,1939,64929,"0","0",-118.324569,33.962574,"1"
"3870",5,3,1846,1929,175503,"0","0",-118.325825,34.020077,"1"
"19378",1,1,1050,2007,350000,"1","0",-118.191,33.7687,"1"
"13667",1,1,871,1963,190983,"1","0",-118.251,34.1631,"1"
"18664",4,3,2511,1962,776109,"0","0",-118.395556,34.037555,"2"
"11997",1,1,918,1978,241499,"0","0",-118.39,33.8428,"1"
"6681",4,3,1998,1910,305854,"0","0",-118.166425,33.77707,"1"
"15772",3,2,2160,1952,216379,"0","0",-118.429299,34.269222,"1"
"6220",3,2,1289,1952,269418,"0","0",-118.441841,34.239409,"1"
"11410",3,2,2023,1948,616633,"1","0",-118.039664,34.159072,"2"
"12335",3,3,1969,1996,640000,"0","0",-117.833251,34.102625,"2"
"16333",1,1,991,1926,756926,"0","0",-118.6299,34.108097,"2"
"16435",4,2,1666,1989,199655,"0","0",-118.165918,34.594633,"1"
"13383",1,1,680,2004,309623,"1","0",-118.188,33.7663,"1"
"19352",3,3,1598,1985,310724,"0","0",-118.471824,34.435486,"1"
"10981",2,2,1352,1944,224812,"0","0",-118.043326,33.961465,"1"
"12862",3,2,1753,1965,119755,"0","0",-118.511935,34.19181,"1"
"17001",4,3,2320,1916,392466,"0","0",-118.283186,33.97956,"1"
"10708",5,3,2204,1965,544040,"0","0",-117.804104,34.031042,"1"
"10277",4,3,2419,1938,894280,"0","0",-118.408491,34.040626,"2"
"16651",3,2,1272,1960,204256,"0","0",-118.411362,34.248645,"1"
"455",4,2,1851,1975,219194,"1","0",-118.542002,34.225139,"1"
"17978",4,3,2361,2008,379644,"0","0",-117.742832,34.043374,"1"
"19533",3,1,1087,1951,114764,"0","0",-118.385689,34.07946,"1"
"15970",3,2,1533,1961,373143,"0","0",-118.112469,34.025353,"1"
"5806",2,1,1013,1949,206102,"0","0",-118.11671,33.963847,"1"
"8114",3,1,912,1958,176734,"0","0",-118.233656,33.935467,"1"
"873",3,2,1664,1952,624139,"0","0",-118.498969,34.166079,"2"
"10725",2,1,768,1937,194521,"0","0",-118.166177,34.079771,"1"
"17403",3,3,2391,1954,519326,"0","0",-117.988785,34.002838,"1"
"6071",2,1,1176,1939,176476,"0","0",-118.226976,33.950415,"1"
"4434",3,1,1140,1952,368130,"0","0",-117.81226,34.110397,"1"
"3677",4,2,1374,1977,348292,"1","0",-118.548,34.1893,"1"
"9917",2,2,843,1984,199718,"1","0",-118.449,34.4232,"1"
"19397",4,3,3351,1920,206779,"1","0",-118.284377,34.114795,"1"
"12813",4,2,2309,1926,514601,"0","0",-118.262165,34.139166,"1"
"17103",4,2,1600,1984,273832,"0","0",-118.538709,34.459181,"1"
"2288",3,3,2158,1969,1271656,"0","0",-118.492,34.0326,"2"
"8254",4,2,1824,1990,229900,"0","0",-118.023879,34.564997,"1"
"11169",3,2,1690,1948,1068509,"0","0",-118.43116,34.025119,"2"
"7165",3,2,2064,1954,686355,"0","0",-118.030188,34.158292,"2"
"7031",3,2,1598,1986,262951,"0","0",-118.666289,34.447855,"1"
"6078",3,2,1412,1956,143823,"0","0",-118.330904,33.90864,"1"
"2266",3,2,1649,1953,456862,"1","0",-118.479608,34.251419,"1"
"13765",2,1,812,1942,253812,"0","0",-118.243556,33.91369,"1"
"6431",3,2,1813,1923,83615,"0","0",-118.280982,34.1764,"1"
"4719",3,1,999,1944,234014,"0","0",-118.367198,33.918406,"1"
"12886",4,4,2107,2014,522852,"0","0",-117.865385,34.132295,"1"
"15420",5,3,2856,1954,1083325,"0","0",-118.493093,34.052548,"2"
"1086",2,2,864,1924,132064,"0","0",-118.298441,33.978318,"1"
"18637",2,1,872,1941,229735,"0","0",-118.177552,33.857196,"1"
"8280",3,2,1495,1955,217498,"1","0",-118.54796,34.20202,"1"
"11511",2,1,1154,1912,265749,"0","0",-118.143631,34.173817,"1"
"2263",3,2,1508,1925,254470,"0","0",-118.259412,33.95858,"1"
"19050",3,2,1480,1944,169875,"0","0",-118.209911,33.821609,"1"
"8079",1,1,730,1991,64932,"0","0",-118.463,34.234,"1"
"2130",4,2,1689,1953,387000,"0","0",-118.179889,34.072639,"1"
"19977",3,2,2018,1951,83625,"0","0",-118.092926,34.137093,"1"
"1105",3,2,1606,1921,150426,"0","0",-118.099573,34.06399,"1"
"12036",4,3,2868,1953,761229,"1","0",-118.044504,34.115916,"2"
"7592",3,2,2520,1940,1087311,"1","0",-118.417498,34.020177,"2"
"13119",3,4,2702,1978,1863960,"1","0",-118.616814,34.039485,"2"
"5443",4,3,1978,2002,705087,"0","0",-118.073113,34.110368,"2"
"7739",4,2,1712,1965,326340,"0","0",-118.52663,34.199548,"1"
"19245",5,4,3495,1976,1171607,"0","0",-118.788561,34.028282,"2"
"12520",4,2,2026,1975,122381,"0","0",-117.776722,34.131222,"1"
"9657",2,2,855,1973,181359,"1","0",-118.537,34.2097,"1"
"10223",4,2,1831,1928,235485,"0","0",-118.195174,33.961631,"1"
"16268",2,2,1323,1980,353237,"1","0",-118.285,33.8325,"1"
"3368",2,1,1260,1946,306621,"0","0",-118.147138,34.032335,"1"
"1928",2,3,1212,2003,468030,"0","0",-118.331,33.823,"1"
"8329",4,2,1588,1925,88593,"0","0",-118.27947,34.106396,"1"
"19104",4,4,3567,1996,725344,"1","0",-118.562587,34.288156,"2"
"6415",6,5,3928,1924,256724,"0","0",-118.303821,34.003038,"1"
"1256",2,1,1396,1911,190362,"0","0",-118.305061,34.015949,"1"
"18090",4,2,1420,1957,84656,"0","0",-118.567139,34.247413,"1"
"4372",3,3,1729,1954,383389,"0","0",-118.059729,34.096551,"1"
"19434",2,2,1046,1987,221439,"0","0",-118.145,34.155,"1"
"415",2,2,2106,1932,559025,"1","0",-118.105822,34.16117,"1"
"1221",3,2,2052,2003,181436,"0","0",-118.025323,34.561485,"1"
"13466",3,1,1522,1947,290855,"0","0",-118.241552,34.234439,"1"
"3991",3,3,1984,1962,258567,"1","0",-118.502629,34.28154,"1"
"19808",3,3,3472,1989,717744,"0","0",-118.124282,33.942233,"2"
"18580",3,2,1532,1954,150157,"0","0",-117.993921,34.161422,"1"
"14096",6,3,2400,1986,480000,"0","0",-117.752637,34.051907,"1"
"3615",2,1,1100,1941,206139,"0","0",-118.210977,33.806736,"1"
"1018",3,1,859,1953,73048,"0","0",-118.039118,33.927322,"1"
"3453",4,3,2165,1977,205991,"1","0",-117.891116,34.020541,"1"
"6466",2,1,912,1941,490500,"0","0",-118.382308,34.180721,"1"
"13651",2,2,883,1971,110386,"1","0",-118.6,34.227,"1"
"10056",3,1,1204,1946,349000,"0","0",-118.246133,33.920814,"1"
"5074",2,2,1431,1936,182971,"0","0",-118.195589,33.813678,"1"
"11685",3,2,1137,1949,336441,"1","0",-118.52184,34.195714,"1"
"13762",4,2,1830,1968,493000,"1","0",-118.425338,34.325171,"1"
"15531",5,3,1760,1947,172386,"0","0",-118.207406,33.878047,"1"
"14568",2,1,766,1950,188246,"0","0",-118.068087,33.906584,"1"
"1771",2,2,1777,1946,438369,"0","0",-118.325946,33.956497,"1"
"5618",5,3,3390,1959,567220,"0","0",-118.556438,34.253342,"1"
"16887",2,2,2172,1937,281641,"0","0",-118.210365,33.968782,"1"
"11329",3,1,1521,1937,110959,"0","0",-118.124649,33.774465,"1"
"7807",3,1,1234,1954,52150,"0","0",-118.441057,34.273672,"1"
"1041",3,3,1565,1985,398408,"0","0",-118.097903,34.050079,"1"
"10529",3,2,1118,1962,328920,"1","0",-118.417234,34.306402,"1"
"15025",3,3,1748,1946,1167537,"0","0",-118.410275,34.149608,"2"
"15509",4,2,1890,1958,155901,"0","0",-118.491183,34.076199,"1"
"11459",1,1,448,1928,25835,"0","0",-117.989987,34.153739,"1"
"7047",3,3,2176,1955,164769,"1","0",-118.206948,34.217676,"1"
"3894",5,2,1743,1953,740000,"0","0",-118.30421,33.715822,"2"
"15054",3,3,1604,1924,146104,"0","0",-118.265249,34.002188,"1"
"5193",3,3,1469,1928,645856,"0","0",-118.43328,34.174427,"2"
"12737",4,2,1344,1924,264176,"0","0",-117.731948,34.045801,"1"
"943",3,2,1445,1920,488154,"0","0",-118.115963,34.141336,"1"
"8296",3,2,1384,1976,616256,"0","0",-118.064405,33.885225,"2"
"19346",3,3,2400,1906,372000,"0","0",-118.270236,33.997167,"1"
"2905",5,3,3876,2013,347938,"0","0",-118.21203,34.679618,"1"
"16613",4,2,1404,1952,360751,"0","0",-118.155903,33.843611,"1"
"12107",1,1,652,1977,123454,"0","0",-118.342,34.0959,"1"
"8021",3,3,2355,1938,151038,"0","0",-118.099711,34.110203,"1"
"8891",3,3,2082,1962,84455,"0","0",-118.494457,34.241584,"1"
"10219",2,2,850,1987,152625,"0","0",-118.379,34.1634,"1"
"14906",5,5,2448,1942,341291,"0","0",-118.300929,34.027003,"1"
"5583",3,2,1512,1927,393409,"0","0",-118.197917,33.799506,"1"
"4934",5,5,2612,1954,1979737,"0","0",-118.46987,34.042487,"2"
"2275",4,3,1726,1959,429643,"0","0",-118.487002,34.281274,"1"
"18811",3,3,2282,1999,530363,"0","0",-118.561417,34.297288,"1"
"11859",2,1,656,1924,412140,"0","0",-118.141833,34.074409,"1"
"11032",2,2,720,1986,425800,"0","0",-118.061,34.1135,"1"
"15896",3,3,1624,1984,490000,"0","0",-118.291958,33.814527,"1"
"14242",5,3,2390,1968,343805,"0","0",-117.997222,34.008741,"1"
"16647",2,1,1218,1912,542562,"0","0",-118.237946,34.111104,"1"
"19176",2,1,819,1946,168135,"0","0",-118.175851,33.868508,"1"
"4685",3,2,2667,1976,420543,"0","0",-117.86396,34.059258,"1"
"1996",2,1,1078,1908,143066,"0","0",-118.269927,33.994491,"1"
"18649",1,1,772,1974,243456,"1","0",-118.349,34.1028,"1"
"7975",3,1,1106,1925,209173,"0","0",-118.3384,33.983146,"1"
"9558",3,2,1350,1956,171366,"0","0",-117.969823,34.039539,"1"
"13541",5,2,1888,1914,160486,"0","0",-118.185651,34.129285,"1"
"11670",2,1,839,1965,91986,"1","0",-118.186,33.8477,"1"
"18632",2,1,1399,1941,165182,"0","0",-118.318488,33.964165,"1"
"7752",3,1,1296,1941,332570,"0","0",-118.142634,33.774175,"1"
"12356",3,1,908,1924,260000,"0","0",-118.236655,33.9312,"1"
"2104",2,1,857,1963,121829,"0","0",-118.366,34.2272,"1"
"18855",3,2,1598,1951,517939,"1","0",-118.362537,34.18117,"1"
"11010",3,3,2083,1939,1345158,"0","0",-118.313556,34.115905,"2"
"13066",3,2,1596,1953,118349,"1","0",-118.436126,34.200115,"1"
"348",1,2,877,1989,242616,"0","0",-118.449,34.0414,"1"
"8258",3,2,1847,1953,261543,"0","0",-117.880846,34.099652,"1"
"4947",3,1,1692,1926,291263,"0","0",-118.213214,33.897796,"1"
"17341",2,1,1151,1948,254836,"0","0",-118.10589,34.092177,"1"
"15123",4,4,2424,1963,121522,"0","0",-118.201494,33.831939,"1"
"6305",3,2,1534,1968,290856,"1","0",-118.092158,33.874534,"1"
"10416",3,1,1014,1955,443825,"0","0",-118.295001,33.826913,"1"
"15562",3,3,1563,1990,143936,"0","0",-118.08115,34.69214,"1"
"19472",6,3,2909,1923,393963,"0","0",-118.435006,34.265609,"1"
"5144",3,2,1400,1960,87556,"0","0",-118.543655,34.247886,"1"
"2746",2,1,1392,1939,751500,"0","0",-118.625656,34.11546,"2"
"14218",4,2,1111,1954,258998,"1","0",-117.898243,34.07025,"1"
"2673",5,4,3520,1950,1283627,"1","0",-118.035988,34.150645,"2"
"1678",4,2,1639,1948,574368,"1","0",-118.110692,34.082183,"1"
"15770",2,3,1281,1950,258536,"1","0",-118.454642,34.168626,"1"
"17705",2,1,1113,1921,540043,"0","0",-118.299453,34.104995,"1"
"2535",3,2,2124,1950,191075,"0","0",-118.121767,33.812833,"1"
"8028",3,2,1026,1913,128632,"0","0",-117.737808,34.056549,"1"
"17523",2,3,1016,1989,377968,"0","0",-118.454,34.1651,"1"
"12787",1,2,1220,2007,527588,"0","0",-118.424,33.9729,"1"
"16470",4,2,1819,1929,1130006,"0","0",-118.427527,34.042749,"2"
"17723",1,1,595,1950,262203,"0","0",-118.432338,34.054819,"1"
"8057",4,3,3414,1989,1365000,"0","0",-118.352939,33.80038,"2"
"8117",3,1,990,1944,765000,"0","0",-118.401483,33.963135,"2"
"3657",4,3,2272,2001,462319,"0","0",-118.543906,34.427879,"1"
"16087",2,1,838,1955,64240,"0","0",-118.253609,33.825004,"1"
"2787",2,2,1023,1972,310658,"1","0",-118.24,34.2132,"1"
"4411",3,2,1192,1948,432334,"0","0",-118.318259,33.79895,"1"
"1075",4,2,1196,1954,324675,"0","0",-117.903047,34.096082,"1"
"1802",3,2,1312,1956,111319,"0","0",-118.321454,33.911854,"1"
"7174",2,2,1778,2007,866364,"0","0",-118.425,33.9696,"2"
"722",2,2,1196,1938,125830,"0","0",-118.32473,33.964307,"1"
"12020",5,3,1798,1957,235186,"0","0",-118.419226,34.284012,"1"
"279",4,2,1843,1949,546466,"1","0",-118.026097,34.10525,"1"
"16338",4,3,1794,1994,222900,"0","0",-118.17588,34.69272,"1"
"319",3,2,1604,1959,72416,"0","0",-118.001542,34.075271,"1"
"19893",3,2,1380,1956,408549,"1","0",-118.583529,34.190301,"1"
"16776",2,1,624,1948,482558,"0","0",-118.043912,33.934339,"1"
"2019",3,2,2536,1928,311112,"0","0",-118.33094,34.186144,"1"
"6023",2,2,1049,1963,523391,"0","0",-118.433,34.056,"1"
"2049",2,2,1330,1985,202599,"1","0",-118.412,34.0567,"1"
"14282",1,1,720,1921,254328,"0","0",-118.340443,33.936464,"1"
"4335",3,3,1756,2007,776665,"0","0",-118.463,34.0389,"2"
"6857",3,2,1616,1955,87789,"0","0",-118.482938,34.276077,"1"
"19156",4,3,3014,1979,1420260,"0","0",-118.254005,34.173682,"2"
"18081",3,2,1338,1956,208772,"0","0",-117.962323,34.058045,"1"
"9209",3,2,1548,1957,313219,"0","0",-118.537638,34.222414,"1"
"17074",2,3,1231,1989,137429,"1","0",-118.522,34.1663,"1"
"15394",3,2,1144,1954,427590,"0","0",-118.31627,33.87376,"1"
"18066",3,3,1432,1940,290759,"0","0",-118.155955,33.962915,"1"
"6427",4,3,2066,1992,550331,"0","0",-118.374763,33.885835,"1"
"7642",4,3,2212,1979,418806,"1","0",-118.54947,34.364891,"1"
"15856",2,2,1385,1936,553025,"0","0",-118.118391,34.060931,"1"
"17325",2,1,887,1956,145180,"0","0",-118.214375,34.66076,"1"
"18693",3,2,1440,1969,180000,"0","0",-118.11636,34.688138,"1"
"2217",5,4,4413,1996,1743434,"0","0",-118.381444,33.878203,"2"
"9447",4,4,2155,2002,616077,"0","0",-118.451,34.15,"2"
"9417",4,3,2364,1960,123175,"1","0",-118.610083,34.178916,"1"
"18329",3,2,2089,1940,1113050,"1","0",-118.095651,34.134727,"2"
"5886",3,1,1028,1954,370720,"0","0",-118.034389,34.089727,"1"
"13542",3,3,2171,1965,115684,"0","0",-118.458238,34.193207,"1"
"16868",3,2,1412,1956,297620,"0","0",-118.549249,34.210449,"1"
"17973",3,2,1836,1959,538000,"0","0",-118.367034,34.228082,"1"
"13721",3,2,1546,1953,106413,"0","0",-118.448373,34.012788,"1"
"17449",4,2,1720,1924,384000,"0","0",-118.24377,34.006172,"1"
"11523",4,3,2508,1972,560046,"0","0",-118.354485,33.782266,"1"
"4965",2,2,977,1950,650145,"0","0",-118.374915,33.963747,"2"
"8880",3,2,1729,1973,461723,"0","0",-118.094274,33.758325,"1"
"16236",3,2,1248,1946,568382,"0","0",-118.405596,33.958344,"1"
"15696",3,1,989,1943,198483,"0","0",-118.536096,34.386364,"1"
"11325",4,3,2210,1966,116596,"0","0",-117.839566,33.99806,"1"
"12066",4,4,2946,1937,1374000,"1","0",-118.398824,34.161503,"2"
"14028",4,2,1889,1950,317728,"1","0",-118.541591,34.203581,"1"
"16153",3,1,1144,1912,83593,"0","0",-118.201599,34.026812,"1"
"8083",1,1,690,2006,426404,"1","0",-118.266,34.0531,"1"
"18704",3,3,2330,1994,620000,"0","0",-118.547965,34.442031,"2"
"17133",3,2,1725,1961,89634,"1","0",-117.855893,34.132671,"1"
"12859",5,3,2532,1958,578691,"0","0",-118.146875,33.870683,"1"
"6253",2,1,842,1939,550000,"0","0",-118.353888,34.186203,"1"
"19591",3,1,866,1947,361812,"0","0",-118.094629,34.046012,"1"
"4832",3,3,1094,1991,215831,"0","0",-117.951339,34.039179,"1"
"1091",3,2,1889,2002,316213,"0","0",-118.252935,33.78524,"1"
"9981",2,1,863,1972,227000,"1","0",-118.528,34.2582,"1"
"12155",2,2,2161,1951,1109316,"1","0",-118.47222,34.082538,"2"
"7798",2,1,1297,1910,254741,"0","0",-118.300654,34.001251,"1"
"19794",3,1,875,1952,286796,"0","0",-118.096021,33.912944,"1"
"17225",3,2,2049,1951,626724,"1","0",-118.520273,34.041623,"2"
"15818",2,1,738,1947,115421,"0","0",-118.208527,33.939048,"1"
"2455",4,3,3335,1965,450179,"1","0",-118.61245,34.164343,"1"
"14286",2,2,1249,1951,396450,"0","0",-118.30421,33.713219,"1"
"2484",4,3,1886,1993,216809,"0","0",-118.060749,34.064751,"1"
"1134",2,3,1008,1987,238562,"0","0",-118.301,33.7847,"1"
"8058",3,1,892,1943,253586,"0","0",-118.05087,34.058916,"1"
"6745",2,1,1360,1950,380000,"0","0",-118.167317,34.497119,"1"
"17317",2,2,1330,1985,723736,"1","0",-118.412,34.0567,"2"
"387",2,3,1656,1985,263035,"0","0",-118.294,33.8881,"1"
"16896",3,1,1102,1951,57107,"0","0",-118.508602,34.210667,"1"
"11108",2,2,1297,1989,336238,"1","0",-118.436,34.1501,"1"
"5664",3,2,1068,1977,518000,"0","0",-118.334192,33.893491,"1"
"11931",3,2,1295,1962,558387,"0","0",-118.045108,34.09765,"1"
"4262",2,1,964,1953,217461,"0","0",-117.894034,34.113469,"1"
"4450",3,3,2814,2001,727000,"0","0",-118.450012,34.309239,"2"
"4276",3,3,2432,1990,778271,"0","0",-118.383646,33.87267,"2"
"11933",4,2,1666,1992,244740,"0","0",-118.241572,33.896342,"1"
"12578",1,1,642,1982,107651,"0","0",-118.445,34.2219,"1"
"17409",2,1,640,1923,184639,"0","0",-118.18537,33.855706,"1"
"1287",4,2,2039,1921,415210,"0","0",-118.260257,34.137321,"1"
"15798",2,3,1427,1985,303029,"0","0",-118.302,34.1851,"1"
"14520",4,4,4039,2015,1032500,"0","0",-117.890204,34.143492,"2"
"9149",2,1,1054,1913,662739,"0","0",-118.254063,34.086029,"2"
"8278",2,1,1286,1949,396692,"0","0",-118.39363,33.992388,"1"
"19752",3,4,2617,1918,250973,"1","0",-118.129539,34.134721,"1"
"15788",2,2,1697,1955,911494,"0","0",-118.415219,34.10064,"2"
"16368",3,2,2380,1930,589189,"1","0",-118.354365,34.047804,"1"
"15331",2,2,1304,1938,74604,"0","0",-118.314568,34.255362,"1"
"18032",3,2,1539,1957,314052,"0","0",-118.081743,33.981628,"1"
"1417",4,4,2959,1979,662989,"0","0",-118.530747,34.284316,"2"
"18250",2,3,1461,1985,243349,"1","0",-118.033,33.9226,"1"
"15574",4,3,2551,2005,556500,"0","0",-118.438489,34.404272,"1"
"12984",3,2,1494,1991,168007,"0","0",-118.178478,34.589542,"1"
"10183",3,2,1097,1957,55014,"0","0",-118.104361,34.56771,"1"
"14551",2,2,1228,1991,443826,"0","0",-118.306,34.1876,"1"
"10753",2,1,687,1922,169498,"0","0",-118.189113,34.042353,"1"
"3320",4,2,1732,1964,247482,"0","0",-117.753126,34.105891,"1"
"4777",3,1,1260,1956,74297,"0","0",-118.412766,33.993223,"1"
"7482",3,1,1076,1954,49192,"0","0",-118.103263,33.893323,"1"
"1034",3,3,1540,1977,329956,"1","0",-118.164,33.9271,"1"
"18170",4,3,2114,1983,364583,"0","0",-118.481014,34.325574,"1"
"17476",3,2,1232,1969,334226,"0","0",-118.495994,34.455843,"1"
"11811",4,3,1726,1926,362296,"0","0",-118.291651,34.176023,"1"
"14550",2,1,999,1948,174343,"0","0",-117.783394,34.051745,"1"
"11717",4,2,1570,1959,70164,"0","0",-118.645921,34.192399,"1"
"18457",3,2,1182,1941,242516,"0","0",-118.349216,33.980832,"1"
"13059",2,1,852,1956,236146,"0","0",-118.167626,33.909852,"1"
"683",3,2,1854,1951,102678,"0","0",-118.115742,34.137122,"1"
"257",4,2,2107,1928,346395,"0","0",-118.277678,33.786217,"1"
"15143",4,2,1767,1966,223119,"0","0",-118.143813,33.786916,"1"
"999",3,2,1036,1922,221860,"0","0",-118.232732,33.906406,"1"
"10738",2,2,1885,1980,802046,"1","0",-118.435,33.9857,"2"
"13150",2,3,1148,1981,312138,"0","0",-118.409,33.9218,"1"
"8819",4,3,1570,1950,402053,"0","0",-118.097552,33.903629,"1"
