,bedroomcnt,calculatedbathnbr,calculatedfinishedsquarefeet,yearbuilt,taxvaluedollarcnt,poolcnt,hashottuborspa,Longitude,Latitude
2055038,3,2,1260,1958,218496,0,0,-117.850595,34.111965
1027968,3,1,1852,1913,180045,0,0,-118.303747,34.074571
1748155,3,3,2095,1991,480195,0,0,-118.481861,34.224958
362004,3,1,1021,1946,68127,0,0,-118.197795,33.881827
848798,3,2,1420,1955,550865,0,0,-118.338257,33.85963
2841,3,3,2031,1989,251000,1,0,-118.171494,34.665594
2079733,4,2,1491,1970,323637,1,0,-118.064604,33.84845
1658670,3,2,2002,1960,123390,0,0,-118.406513,33.751183
2594752,3,2,1846,1947,1120136,0,0,-118.41989,34.056116
2611969,3,2,1419,1949,374482,0,0,-118.304926,33.844081
818042,4,2,1783,2007,119624,0,0,-117.822012,34.600123
863826,4,3,1753,1990,453983,0,0,-118.127159,34.06903
326563,5,3,2920,2005,490680,0,0,-118.477594,34.39666
1044782,4,2,1866,1975,115920,0,0,-117.973753,33.995915
727203,5,3,1875,1998,404000,0,0,-118.246506,33.998012
727918,3,1,1260,1928,52756,0,0,-118.213522,34.097634
404389,3,2,1541,1953,260086,0,0,-117.891063,34.100454
2528550,2,1,1252,1939,324000,0,0,-118.289511,33.937044
593078,3,2,1520,1953,302114,1,0,-118.08625,33.98815
821161,3,2,1629,1979,117977,0,0,-118.186312,34.664955
1462674,3,3,1206,1942,280287,0,0,-118.32375,33.891985
98260,3,2,1528,1990,119266,0,0,-118.036502,34.550599
809051,1,1,806,1908,15480,0,0,-118.243422,33.999118
302456,4,2,1551,1965,282568,1,0,-118.487379,34.424865
2597602,3,1,1056,1952,206578,0,0,-118.074309,33.841404
1589984,4,3,2300,1955,757362,0,0,-118.332348,33.784271
1271226,4,3,1685,1986,289947,1,0,-118.155152,34.600743
805870,2,3,1121,1973,354000,1,0,-118.522,34.165
1794825,2,2,1590,1974,643336,1,0,-118.376919,33.773171
1519059,3,2,1440,1947,529865,0,0,-118.151396,34.071199
1795797,4,2,1692,1955,105990,1,0,-117.897303,34.067994
285890,2,2,1280,2007,402487,0,0,-118.444,34.1717
797169,2,1,879,1951,211037,0,0,-118.249129,33.898391
632108,5,4,3596,1929,1961229,0,0,-118.102977,34.127251
1727761,4,3,1770,1978,150477,0,0,-117.910896,34.111
2637045,3,2,1903,1950,439006,0,0,-118.234233,34.134025
2553644,5,5,4064,1947,976779,0,0,-118.500401,34.031581
2638476,2,1,789,1947,234432,0,0,-118.193808,33.850661
750061,3,3,1660,2012,676150,0,0,-118.116,34.1473
604438,2,3,1805,1902,59816,0,0,-118.244444,34.017075
1532930,2,1,721,1925,281385,0,0,-118.208177,34.101693
458001,1,1,807,1980,258881,0,0,-117.99,33.9054
786858,4,2,1308,1977,444935,0,0,-117.842317,34.003386
1541195,2,2,1020,2009,394721,0,0,-118.307,34.0517
2202922,3,3,1709,1980,155361,0,0,-118.250575,33.826446
1056287,3,2,1427,1947,78985,0,0,-118.199812,33.889398
2695666,3,3,2052,1989,109949,0,0,-117.86283,34.12252
973225,3,3,1358,1990,262884,0,0,-118.244,34.0685
2531337,3,2,1568,1957,62439,0,0,-117.957323,34.047834
783987,4,2,1527,1955,429744,0,0,-118.154028,33.974927
153460,2,1,864,1954,843078,0,0,-118.415289,33.90049
1515984,3,3,1371,1975,374481,1,0,-118.326,34.1936
2695845,3,2,1440,1971,199907,0,0,-117.881683,34.009148
1030427,1,2,1211,1976,203605,1,0,-118.307068,33.761597
1917673,3,2,1161,1954,470000,1,0,-118.022469,33.898948
1928245,1,2,1534,1964,85070,1,0,-118.18041,34.130587
2352357,1,1,680,1923,119938,0,0,-118.188481,33.854542
1836470,2,2,1054,1973,367000,0,0,-117.807284,34.099771
2310033,2,3,1510,1952,105134,0,0,-118.253975,34.167846
2439939,4,3,2988,2004,906091,0,0,-118.181607,34.105769
526762,3,3,1663,1989,193290,0,0,-117.942687,34.020245
1559316,3,2,1924,1955,812200,0,0,-118.351745,34.006271
827352,3,1,948,1952,48409,0,0,-117.898844,34.117764
168797,3,2,1348,1947,629454,0,0,-118.253219,34.224164
422180,1,2,1550,2004,209933,1,0,-118.188,33.7663
1984981,4,3,1792,1971,86730,0,0,-118.305504,33.809909
1084924,3,1,1120,1954,84448,0,0,-118.359238,33.856595
397121,2,2,1730,1980,412660,1,0,-118.456,34.1563
1107155,2,3,1075,1990,248000,1,0,-118.466,34.4029
982913,2,2,884,1971,220816,1,0,-118.572,34.2028
1234341,3,2,948,1950,384000,0,0,-118.070439,33.85464
2715510,4,2,1178,1955,332913,0,0,-118.42704,34.320898
2215358,3,1,1233,1936,59623,0,0,-118.24367,33.911589
2613721,4,2,2257,1971,611474,0,0,-117.779972,34.13128
534279,5,3,2712,1999,558663,0,0,-118.562735,34.296959
1461937,5,3,1948,1966,117696,1,0,-118.545625,34.364822
1233939,2,2,1571,1972,166460,1,0,-118.163677,33.941452
1398908,4,3,2132,1979,562349,0,0,-118.320972,33.792917
2368064,4,3,2088,1986,498789,0,0,-118.052935,34.090493
2114847,2,2,945,1973,238565,1,0,-118.54,34.174
2448208,3,2,2115,1964,338199,0,0,-118.268183,33.837637
1750356,1,1,754,1983,85584,1,0,-118.261,34.0451
1123324,3,1,1546,1915,128451,0,0,-118.201436,34.11103
1139093,4,2,1287,1944,561724,1,0,-118.135924,33.838081
861731,4,3,1733,1985,217820,1,0,-118.482891,34.414222
1188299,2,1,1164,1934,209085,0,0,-118.393068,34.160254
659214,2,2,1293,1949,286893,0,0,-118.137337,34.039592
101724,3,1,1404,1929,150838,0,0,-118.191225,33.897988
2108648,3,2,1539,1963,63320,0,0,-117.795805,34.116991
18725,3,2,1414,1928,248857,0,0,-118.203001,34.114618
142174,2,1,942,1937,161274,0,0,-118.26004,33.971869
1010342,4,3,2446,1988,962718,0,0,-118.652681,34.138428
1612519,3,1,858,1953,74989,0,0,-118.221887,34.658063
438965,3,2,1192,1966,196912,0,0,-118.463941,34.400015
825362,4,2,1798,1954,244882,0,0,-118.101328,33.784853
2079029,3,2,1615,1954,306979,0,0,-118.294921,33.882086
63219,3,2,1515,1955,326652,0,0,-117.914282,34.08213
2133875,3,2,1220,1950,143250,0,0,-118.107224,33.973942
850785,4,3,1740,1924,532498,0,0,-118.31836,34.112815
96943,3,2,1865,1955,202228,0,0,-118.425519,34.217944
1939755,5,3,3080,1990,310555,0,0,-118.240098,34.656186
819878,2,3,986,1991,388000,1,0,-118.372,34.1573
589790,3,3,2404,1974,605622,0,0,-118.43302,33.963251
550526,2,2,1268,1964,661300,0,0,-118.20716,34.105277
1910967,2,2,958,1960,272597,1,0,-118.432,34.15
1454618,3,2,1378,1958,60215,0,0,-117.907861,34.052353
1218534,4,2,1992,1969,487000,1,0,-118.089699,34.013244
2248983,3,2,1411,2000,299736,0,0,-118.315303,33.988834
946304,1,1,1014,1975,150125,1,0,-118.252,34.1633
1312926,3,1,1164,1951,76166,0,0,-118.401654,33.990365
1001286,4,2,2225,1977,653174,0,0,-118.067675,34.145639
1530445,3,2,1657,1968,395781,0,0,-118.545028,34.385947
1444763,3,3,2036,1999,411931,0,0,-118.449757,34.399907
918729,4,2,1655,1929,529863,0,0,-118.147433,34.075193
1564063,2,1,960,1952,156241,0,0,-117.98777,34.12325
1669343,2,1,1036,1924,307696,0,0,-118.279242,34.085797
1993779,3,2,1823,1989,169765,0,0,-118.153912,34.583895
2428037,4,3,2172,1961,631000,0,0,-118.642061,34.199682
1520483,2,1,1184,1941,174038,0,0,-118.202085,33.891244
152123,3,2,1369,1953,376667,1,0,-118.459709,34.251258
1095828,3,2,1380,1962,158893,0,0,-118.073627,34.125549
2422350,3,1,1119,1951,396000,0,0,-117.940168,34.086669
631921,3,3,1498,1981,378788,1,0,-118.113,34.0561
2511454,4,3,2302,1995,453924,1,0,-118.618125,34.471039
1477912,5,3,2564,1922,115727,0,0,-118.062203,34.11027
931593,2,1,1603,1908,33911,0,0,-118.302226,34.028536
1719907,3,2,1636,1951,95184,0,0,-118.548405,34.190468
1535641,3,3,2482,1951,756693,0,0,-118.375514,33.811305
1330554,4,2,2107,1928,346395,0,0,-118.277678,33.786217
893360,3,2,1081,1953,199820,0,0,-118.073145,33.82887
1792939,3,1,1149,1940,27914,0,0,-118.266576,33.938519
1369344,3,4,2176,1985,346955,0,0,-118.231475,34.154245
44947,4,5,4586,1989,2214680,0,0,-118.486752,34.104851
437639,1,1,830,1973,178570,1,0,-118.54,34.1779
2470544,2,1,833,1952,348230,0,0,-118.538371,34.225777
2460509,3,2,1554,1942,150303,1,0,-118.240987,33.900493
956717,3,1,1040,1950,276441,1,0,-118.430732,34.222847
289133,3,3,1805,1980,152887,0,0,-118.080454,34.549181
2402439,3,2,1257,1985,390329,0,0,-118.626149,34.498685
603207,4,2,1380,1951,82079,1,0,-118.328691,33.935097
1058373,4,2,1488,1955,194301,0,0,-117.961567,34.032508
1051137,4,3,2692,1965,432954,1,0,-118.619781,34.137869
2047546,4,5,3714,2004,787029,0,0,-118.322992,34.198591
1275308,3,2,1385,1971,276438,0,0,-118.065005,33.86936
1120354,2,1,1166,1951,61666,0,0,-118.429399,34.223134
2556471,2,2,1488,1921,634919,0,0,-118.216164,33.976581
2595261,6,3,1600,1902,327116,0,0,-118.281235,34.036637
2348649,1,1,646,1971,66116,1,0,-118.321,33.8858
696831,2,1,1184,1948,285532,0,0,-118.476581,34.190482
2549313,4,3,1670,2006,270000,0,0,-118.276768,33.923422
404709,4,2,1843,1949,546466,1,0,-118.026097,34.10525
1859850,3,2,2223,1950,1594721,1,0,-118.083874,34.134233
2622898,2,1,934,1947,565879,0,0,-118.06736,34.116976
945601,6,4,2225,1950,346951,0,0,-118.096602,34.064151
838919,2,2,913,1950,5E+05,0,0,-118.114498,33.819321
567111,2,1,792,1948,174986,0,0,-118.079555,33.896449
224934,4,2,1424,1959,375293,0,0,-118.087934,33.882809
2367280,4,2,1446,1955,203656,0,0,-117.962387,34.035505
2230168,3,1,1007,1946,282235,0,0,-118.196098,33.882007
1958561,5,4,2548,1988,195759,0,0,-118.043722,33.988401
2068029,3,2,1244,1962,403193,1,0,-117.832213,34.109896
1658004,4,3,2849,1927,717582,0,0,-118.143588,33.765401
2689160,3,2,1296,1982,164118,0,0,-118.030623,34.535985
455040,4,3,3212,1957,1326298,0,0,-118.265294,34.104408
2498195,3,3,2108,1992,204786,0,0,-118.237467,34.646452
1356819,6,5,3240,1963,226174,0,0,-118.213101,33.981803
1041430,3,2,1038,1923,348098,0,0,-118.229223,34.088138
1124840,4,3,1528,1980,227078,0,0,-118.155011,34.00636
889186,3,2,1128,1984,297620,0,0,-118.543278,34.409101
807513,3,2,1663,1984,70868,0,0,-117.815735,34.610802
247954,5,3,1948,1966,456882,0,0,-118.548958,34.366926
2514037,3,1,1055,1912,606062,0,0,-118.28396,34.104774
2297948,3,1,1021,1944,240401,0,0,-118.141217,33.864245
822130,3,2,1785,1926,206832,0,0,-118.39085,34.053368
2095337,3,2,1150,1955,260056,1,0,-117.911905,34.091548
2403162,1,1,686,1983,391610,1,0,-118.436,33.9559
2092017,4,3,2751,1926,1619323,1,0,-118.236846,34.165846
1952485,2,3,1371,1979,305308,0,0,-118.471201,34.281413
1139989,3,1,1073,1952,215024,0,0,-118.093299,33.933188
1856666,3,2,1454,1950,348925,0,0,-118.358276,34.223001
494439,2,2,1266,1968,238430,1,0,-118.382858,33.983731
2333816,4,2,1781,1951,227618,0,0,-118.300903,34.264936
2450217,3,2,1990,1978,560000,1,0,-117.902369,34.014527
1065857,3,3,1945,1990,275973,0,0,-118.458,34.2368
1888759,2,1,839,1942,42771,0,0,-118.140617,34.009455
1004186,3,3,1854,1979,476344,0,0,-117.72074,34.110059
826577,4,3,1951,1955,141334,0,0,-117.981334,33.946723
1096975,3,1,1383,1947,64218,0,0,-118.294885,33.910162
1625413,4,3,2288,1964,134510,1,0,-118.502747,34.298259
2312741,3,1,999,1954,170247,0,0,-118.037276,34.040915
322621,3,2,1604,1959,72416,0,0,-118.001542,34.075271
1233314,4,3,1815,1924,565190,0,0,-118.155744,34.173963
1562136,4,2,1838,1950,535720,0,0,-118.12258,33.844319
329428,3,2,1803,1955,502233,1,0,-118.487559,34.235358
124960,5,3,2378,1999,665145,0,0,-118.561622,34.298232
806514,2,3,1171,1984,269503,1,0,-118.448,34.3203
2241195,3,2,1899,1951,834952,1,0,-118.113009,34.112786
657782,2,1,840,1951,181938,0,0,-118.316024,33.898353
1984205,3,2,1440,1963,67915,0,0,-118.061481,33.836602
303496,3,3,2589,1990,1054096,0,0,-118.379084,33.864005
2590696,4,3,2256,1948,1188364,0,0,-118.15861,34.110702
1094576,2,1,756,1946,159548,0,0,-118.412058,33.992607
821479,3,2,1860,1968,287142,0,0,-118.347537,33.907142
868367,4,3,2105,1986,328780,0,0,-118.058255,34.077109
1248660,4,3,1588,1964,431480,0,0,-118.24528,33.828982
2722323,4,2,1587,1963,326349,0,0,-117.853565,34.099855
495692,2,1,1052,1927,456033,0,0,-118.119064,34.070618
349400,3,2,1438,1962,507410,0,0,-117.91609,33.977637
1447028,3,2,1856,1954,598131,1,0,-118.548869,34.175157
684184,4,2,1892,1973,119669,0,0,-118.549086,34.263346
221506,2,2,1301,1981,605000,0,0,-118.438,33.9542
2592635,2,2,1037,1948,142391,0,0,-118.349314,34.171131
1671862,3,3,2458,1967,470956,0,0,-118.31675,33.808102
2409270,4,3,2418,1985,283798,0,0,-117.880578,34.021423
1100095,4,2,1125,1955,236961,0,0,-117.855315,34.125736
1436825,3,1,1068,1954,39093,0,0,-118.203243,34.068322
1598261,5,4,2621,1967,519907,0,0,-118.559444,34.255337
1709417,2,2,1924,1934,69324,0,0,-118.321956,34.014296
59354,3,1,1044,1926,322470,0,0,-118.071566,34.139361
1463170,1,2,877,1989,242616,0,0,-118.449,34.0414
454250,3,3,2280,1961,386050,1,0,-118.353388,34.009054
287150,4,3,3585,1987,548499,1,0,-118.642825,34.210999
1459027,1,2,1190,2007,457967,0,0,-118.131,34.15
922485,3,2,1377,1959,197344,0,0,-117.746095,34.074948
457951,3,2,1416,1952,297746,0,0,-118.073932,33.921515
354118,2,3,1570,2006,414000,0,0,-117.892516,34.090766
587533,4,3,1904,1952,454167,0,0,-118.55744,34.208632
2552680,3,2,1402,1985,65421,0,0,-117.844643,34.620712
1598672,4,3,2153,1990,179156,0,0,-118.06881,34.577208
2471163,2,2,1006,1985,155410,0,0,-118.533575,34.456643
322915,4,2,1771,1979,597012,0,0,-117.807389,34.000211
278097,5,2,2911,1924,1192600,1,0,-118.200858,34.146217
2431082,3,3,3072,1958,2011167,1,0,-118.427604,34.095076
1164184,3,3,1243,1984,181753,0,0,-118.102,34.0955
713144,2,2,2076,1958,995020,1,0,-118.555429,34.046395
2621877,1,1,886,1963,309476,0,0,-118.419,34.0481
2390808,3,1,1107,1950,61665,0,0,-118.154348,34.044098
1164230,2,1,1185,1939,230993,0,0,-118.084861,34.126635
2433435,2,1,1021,1948,56156,0,0,-118.198718,33.946489
145341,4,3,1662,1964,356857,0,0,-118.040169,34.100912
2475173,3,2,1417,1945,337301,0,0,-118.132203,33.828824
2667989,6,2,2200,1940,78604,0,0,-118.051192,34.082961
785895,3,2,1600,1960,88963,0,0,-117.963967,33.980141
483311,2,1,1215,1905,436395,0,0,-118.145711,34.175737
2112954,4,2,2447,2005,246604,0,0,-118.19077,34.69848
628314,5,3,2531,1961,288070,1,0,-118.638073,34.168972
2585271,2,2,768,1950,81607,0,0,-118.089536,33.903432
2078966,2,1,1110,1930,24587,0,0,-118.269318,33.939035
2184315,5,3,2359,1965,112413,0,0,-118.582462,34.255682
2284775,3,2,1665,1972,104331,0,0,-118.314211,33.810034
1172029,4,3,2630,2003,598133,0,0,-118.15397,33.796556
2163453,3,3,1289,1984,177564,0,0,-117.848,34.1023
2617420,3,1,1040,1903,156800,0,0,-117.866799,34.13707
513377,2,2,981,1988,213202,0,0,-117.872,34.1012
565303,2,1,814,1948,200457,0,0,-118.193486,33.927047
2238695,5,5,4672,1988,850515,0,0,-118.5981,34.268632
397348,2,2,1151,1984,198633,1,0,-118.422,34.148
1295005,2,3,1870,2002,1541910,0,0,-118.496,34.0309
1793033,2,3,1656,1985,263035,0,0,-118.294,33.8881
2305526,3,2,1439,1957,509655,0,0,-118.628611,34.185703
2541667,3,1,1834,1929,70990,0,0,-118.094196,34.154562
640679,2,2,1360,2009,779135,1,0,-118.309,34.0628
376056,3,2,1249,1959,630073,0,0,-118.36777,33.84042
221386,4,3,2024,1944,376186,1,0,-118.327523,33.894037
660682,3,2,1700,1954,79892,0,0,-118.30266,33.866586
1395617,2,2,842,1986,151460,0,0,-118.287,34.0657
2147249,3,2,1429,1945,262074,0,0,-118.200603,33.932424
825723,4,3,1520,1960,421000,0,0,-118.212673,33.802084
1302021,1,1,792,1922,158954,0,0,-118.220631,33.899811
1213183,2,2,1304,2004,511949,0,0,-118.424,33.9721
1250272,3,2,1114,1958,260056,0,0,-117.985435,34.127492
688386,3,1,1158,1950,55845,0,0,-118.10792,33.976739
1680891,4,2,2174,1987,305500,0,0,-118.210374,34.637782
2161507,3,2,1205,1962,207895,0,0,-118.088217,33.843573
2517721,3,2,1575,1971,240604,0,0,-117.982639,34.146614
1597870,4,3,1559,1995,194715,0,0,-118.397,34.2736
163257,3,4,1760,2007,1791916,0,0,-118.411194,33.892531
2079163,4,2,1820,1953,412000,0,0,-118.215353,33.917934
1850310,3,1,1381,1920,57898,0,0,-118.028449,34.075674
2104936,3,2,1556,1937,62915,0,0,-118.05463,34.118194
482903,3,3,1690,1975,462953,1,0,-118.261,34.1664
1968664,4,3,2290,1947,91083,0,0,-118.151433,34.111305
1956498,2,1,758,1952,16102,0,0,-118.233167,33.905087
2345441,4,3,2485,1979,480065,0,0,-118.628759,34.199583
1632382,3,2,1166,1964,386171,0,0,-118.015355,34.081951
1782010,3,2,1453,1968,80923,1,0,-117.911494,34.097013
1260490,2,2,2106,1932,559025,1,0,-118.105822,34.16117
2024741,3,3,1593,1990,272594,0,0,-118.175312,33.961845
2395357,3,1,1442,1949,146840,0,0,-118.060909,34.093863
1925069,4,3,2229,1946,281496,0,0,-118.439814,34.288913
826670,4,2,1640,1959,288748,0,0,-117.903251,33.991076
85754,2,2,1501,1940,504652,0,0,-118.522046,34.044204
2292059,3,3,2220,1978,235490,0,0,-118.526687,34.183227
1461151,3,2,1509,1954,296234,0,0,-118.360353,34.184582
981586,4,4,2451,2008,303017,0,0,-118.226116,34.639328
1998536,3,2,1748,1962,443632,0,0,-118.325053,33.816592
1193155,4,3,2126,1935,309526,0,0,-118.159017,33.969984
521210,4,3,2210,1988,224641,0,0,-118.174713,34.686581
1513842,3,2,1569,2008,700595,0,0,-118.501,34.0196
2228840,3,1,1012,1944,129934,0,0,-118.251826,33.939713
2051040,2,1,1121,1926,657032,0,0,-118.232048,34.205443
754980,4,3,2812,1950,1146519,1,0,-118.12161,34.115316
1706628,2,2,2062,1954,755000,1,0,-118.497906,34.17083
731297,3,2,1448,1956,309055,0,0,-117.93261,34.015381
690948,3,2,1031,1955,172291,0,0,-117.917338,34.113646
621446,3,2,1118,1955,333426,0,0,-118.30023,33.7171
1179930,3,1,1149,1951,393785,0,0,-118.142076,33.840694
1147048,2,2,1126,1985,239338,1,0,-118.432,34.1844
1465785,3,2,2054,1948,399748,0,0,-118.120482,33.940966
356559,2,2,1095,1979,268718,1,0,-118.324,34.259
333426,2,1,952,1948,171826,0,0,-118.230357,33.905086
1775937,3,2,1371,1991,96660,0,0,-118.057999,34.543143
2107858,4,3,2638,1965,1522874,1,0,-118.371993,33.763827
