"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude"
"1221",3,2,2052,2003,181436,"0","0",-118.025323,34.561485
"13466",3,1,1522,1947,290855,"0","0",-118.241552,34.234439
"3991",3,3,1984,1962,258567,"1","0",-118.502629,34.28154
"19808",3,3,3472,1989,717744,"0","0",-118.124282,33.942233
"18580",3,2,1532,1954,150157,"0","0",-117.993921,34.161422
"14096",6,3,2400,1986,480000,"0","0",-117.752637,34.051907
"3615",2,1,1100,1941,206139,"0","0",-118.210977,33.806736
"1018",3,1,859,1953,73048,"0","0",-118.039118,33.927322
"3453",4,3,2165,1977,205991,"1","0",-117.891116,34.020541
"6466",2,1,912,1941,490500,"0","0",-118.382308,34.180721
"13651",2,2,883,1971,110386,"1","0",-118.6,34.227
"10056",3,1,1204,1946,349000,"0","0",-118.246133,33.920814
"5074",2,2,1431,1936,182971,"0","0",-118.195589,33.813678
"11685",3,2,1137,1949,336441,"1","0",-118.52184,34.195714
"13762",4,2,1830,1968,493000,"1","0",-118.425338,34.325171
"15531",5,3,1760,1947,172386,"0","0",-118.207406,33.878047
"14568",2,1,766,1950,188246,"0","0",-118.068087,33.906584
"1771",2,2,1777,1946,438369,"0","0",-118.325946,33.956497
"5618",5,3,3390,1959,567220,"0","0",-118.556438,34.253342
"16887",2,2,2172,1937,281641,"0","0",-118.210365,33.968782
"11329",3,1,1521,1937,110959,"0","0",-118.124649,33.774465
"7807",3,1,1234,1954,52150,"0","0",-118.441057,34.273672
"1041",3,3,1565,1985,398408,"0","0",-118.097903,34.050079
"10529",3,2,1118,1962,328920,"1","0",-118.417234,34.306402
"15025",3,3,1748,1946,1167537,"0","0",-118.410275,34.149608
"15509",4,2,1890,1958,155901,"0","0",-118.491183,34.076199
"11459",1,1,448,1928,25835,"0","0",-117.989987,34.153739
"7047",3,3,2176,1955,164769,"1","0",-118.206948,34.217676
"3894",5,2,1743,1953,740000,"0","0",-118.30421,33.715822
"15054",3,3,1604,1924,146104,"0","0",-118.265249,34.002188
"5193",3,3,1469,1928,645856,"0","0",-118.43328,34.174427
"12737",4,2,1344,1924,264176,"0","0",-117.731948,34.045801
"943",3,2,1445,1920,488154,"0","0",-118.115963,34.141336
"8296",3,2,1384,1976,616256,"0","0",-118.064405,33.885225
"19346",3,3,2400,1906,372000,"0","0",-118.270236,33.997167
"2905",5,3,3876,2013,347938,"0","0",-118.21203,34.679618
"16613",4,2,1404,1952,360751,"0","0",-118.155903,33.843611
"12107",1,1,652,1977,123454,"0","0",-118.342,34.0959
"8021",3,3,2355,1938,151038,"0","0",-118.099711,34.110203
"8891",3,3,2082,1962,84455,"0","0",-118.494457,34.241584
"10219",2,2,850,1987,152625,"0","0",-118.379,34.1634
"14906",5,5,2448,1942,341291,"0","0",-118.300929,34.027003
"5583",3,2,1512,1927,393409,"0","0",-118.197917,33.799506
"4934",5,5,2612,1954,1979737,"0","0",-118.46987,34.042487
"2275",4,3,1726,1959,429643,"0","0",-118.487002,34.281274
"18811",3,3,2282,1999,530363,"0","0",-118.561417,34.297288
"11859",2,1,656,1924,412140,"0","0",-118.141833,34.074409
"11032",2,2,720,1986,425800,"0","0",-118.061,34.1135
"15896",3,3,1624,1984,490000,"0","0",-118.291958,33.814527
"14242",5,3,2390,1968,343805,"0","0",-117.997222,34.008741
"16647",2,1,1218,1912,542562,"0","0",-118.237946,34.111104
"19176",2,1,819,1946,168135,"0","0",-118.175851,33.868508
"4685",3,2,2667,1976,420543,"0","0",-117.86396,34.059258
"1996",2,1,1078,1908,143066,"0","0",-118.269927,33.994491
"18649",1,1,772,1974,243456,"1","0",-118.349,34.1028
"7975",3,1,1106,1925,209173,"0","0",-118.3384,33.983146
"9558",3,2,1350,1956,171366,"0","0",-117.969823,34.039539
"13541",5,2,1888,1914,160486,"0","0",-118.185651,34.129285
"11670",2,1,839,1965,91986,"1","0",-118.186,33.8477
"18632",2,1,1399,1941,165182,"0","0",-118.318488,33.964165
"7752",3,1,1296,1941,332570,"0","0",-118.142634,33.774175
"12356",3,1,908,1924,260000,"0","0",-118.236655,33.9312
"2104",2,1,857,1963,121829,"0","0",-118.366,34.2272
"18855",3,2,1598,1951,517939,"1","0",-118.362537,34.18117
"11010",3,3,2083,1939,1345158,"0","0",-118.313556,34.115905
"13066",3,2,1596,1953,118349,"1","0",-118.436126,34.200115
"348",1,2,877,1989,242616,"0","0",-118.449,34.0414
"8258",3,2,1847,1953,261543,"0","0",-117.880846,34.099652
"4947",3,1,1692,1926,291263,"0","0",-118.213214,33.897796
"17341",2,1,1151,1948,254836,"0","0",-118.10589,34.092177
"15123",4,4,2424,1963,121522,"0","0",-118.201494,33.831939
"6305",3,2,1534,1968,290856,"1","0",-118.092158,33.874534
"10416",3,1,1014,1955,443825,"0","0",-118.295001,33.826913
"15562",3,3,1563,1990,143936,"0","0",-118.08115,34.69214
"19472",6,3,2909,1923,393963,"0","0",-118.435006,34.265609
"5144",3,2,1400,1960,87556,"0","0",-118.543655,34.247886
"2746",2,1,1392,1939,751500,"0","0",-118.625656,34.11546
"14218",4,2,1111,1954,258998,"1","0",-117.898243,34.07025
"2673",5,4,3520,1950,1283627,"1","0",-118.035988,34.150645
"1678",4,2,1639,1948,574368,"1","0",-118.110692,34.082183
"15770",2,3,1281,1950,258536,"1","0",-118.454642,34.168626
"17705",2,1,1113,1921,540043,"0","0",-118.299453,34.104995
"2535",3,2,2124,1950,191075,"0","0",-118.121767,33.812833
"8028",3,2,1026,1913,128632,"0","0",-117.737808,34.056549
"17523",2,3,1016,1989,377968,"0","0",-118.454,34.1651
"12787",1,2,1220,2007,527588,"0","0",-118.424,33.9729
"16470",4,2,1819,1929,1130006,"0","0",-118.427527,34.042749
"17723",1,1,595,1950,262203,"0","0",-118.432338,34.054819
"8057",4,3,3414,1989,1365000,"0","0",-118.352939,33.80038
"8117",3,1,990,1944,765000,"0","0",-118.401483,33.963135
"3657",4,3,2272,2001,462319,"0","0",-118.543906,34.427879
"16087",2,1,838,1955,64240,"0","0",-118.253609,33.825004
"2787",2,2,1023,1972,310658,"1","0",-118.24,34.2132
"4411",3,2,1192,1948,432334,"0","0",-118.318259,33.79895
"1075",4,2,1196,1954,324675,"0","0",-117.903047,34.096082
"1802",3,2,1312,1956,111319,"0","0",-118.321454,33.911854
"7174",2,2,1778,2007,866364,"0","0",-118.425,33.9696
"722",2,2,1196,1938,125830,"0","0",-118.32473,33.964307
"12020",5,3,1798,1957,235186,"0","0",-118.419226,34.284012
"279",4,2,1843,1949,546466,"1","0",-118.026097,34.10525
"16338",4,3,1794,1994,222900,"0","0",-118.17588,34.69272
"319",3,2,1604,1959,72416,"0","0",-118.001542,34.075271
"19893",3,2,1380,1956,408549,"1","0",-118.583529,34.190301
"16776",2,1,624,1948,482558,"0","0",-118.043912,33.934339
"2019",3,2,2536,1928,311112,"0","0",-118.33094,34.186144
"6023",2,2,1049,1963,523391,"0","0",-118.433,34.056
"2049",2,2,1330,1985,202599,"1","0",-118.412,34.0567
"14282",1,1,720,1921,254328,"0","0",-118.340443,33.936464
"4335",3,3,1756,2007,776665,"0","0",-118.463,34.0389
"6857",3,2,1616,1955,87789,"0","0",-118.482938,34.276077
"19156",4,3,3014,1979,1420260,"0","0",-118.254005,34.173682
"18081",3,2,1338,1956,208772,"0","0",-117.962323,34.058045
"9209",3,2,1548,1957,313219,"0","0",-118.537638,34.222414
"17074",2,3,1231,1989,137429,"1","0",-118.522,34.1663
"15394",3,2,1144,1954,427590,"0","0",-118.31627,33.87376
"18066",3,3,1432,1940,290759,"0","0",-118.155955,33.962915
"6427",4,3,2066,1992,550331,"0","0",-118.374763,33.885835
"7642",4,3,2212,1979,418806,"1","0",-118.54947,34.364891
"15856",2,2,1385,1936,553025,"0","0",-118.118391,34.060931
"17325",2,1,887,1956,145180,"0","0",-118.214375,34.66076
"18693",3,2,1440,1969,180000,"0","0",-118.11636,34.688138
"2217",5,4,4413,1996,1743434,"0","0",-118.381444,33.878203
"9447",4,4,2155,2002,616077,"0","0",-118.451,34.15
"9417",4,3,2364,1960,123175,"1","0",-118.610083,34.178916
"18329",3,2,2089,1940,1113050,"1","0",-118.095651,34.134727
"5886",3,1,1028,1954,370720,"0","0",-118.034389,34.089727
"13542",3,3,2171,1965,115684,"0","0",-118.458238,34.193207
"16868",3,2,1412,1956,297620,"0","0",-118.549249,34.210449
"17973",3,2,1836,1959,538000,"0","0",-118.367034,34.228082
"13721",3,2,1546,1953,106413,"0","0",-118.448373,34.012788
"17449",4,2,1720,1924,384000,"0","0",-118.24377,34.006172
"11523",4,3,2508,1972,560046,"0","0",-118.354485,33.782266
"4965",2,2,977,1950,650145,"0","0",-118.374915,33.963747
"8880",3,2,1729,1973,461723,"0","0",-118.094274,33.758325
"16236",3,2,1248,1946,568382,"0","0",-118.405596,33.958344
"15696",3,1,989,1943,198483,"0","0",-118.536096,34.386364
"11325",4,3,2210,1966,116596,"0","0",-117.839566,33.99806
"12066",4,4,2946,1937,1374000,"1","0",-118.398824,34.161503
"14028",4,2,1889,1950,317728,"1","0",-118.541591,34.203581
"16153",3,1,1144,1912,83593,"0","0",-118.201599,34.026812
"8083",1,1,690,2006,426404,"1","0",-118.266,34.0531
"18704",3,3,2330,1994,620000,"0","0",-118.547965,34.442031
"17133",3,2,1725,1961,89634,"1","0",-117.855893,34.132671
"12859",5,3,2532,1958,578691,"0","0",-118.146875,33.870683
"6253",2,1,842,1939,550000,"0","0",-118.353888,34.186203
"19591",3,1,866,1947,361812,"0","0",-118.094629,34.046012
"4832",3,3,1094,1991,215831,"0","0",-117.951339,34.039179
"1091",3,2,1889,2002,316213,"0","0",-118.252935,33.78524
"9981",2,1,863,1972,227000,"1","0",-118.528,34.2582
"12155",2,2,2161,1951,1109316,"1","0",-118.47222,34.082538
"7798",2,1,1297,1910,254741,"0","0",-118.300654,34.001251
"19794",3,1,875,1952,286796,"0","0",-118.096021,33.912944
"17225",3,2,2049,1951,626724,"1","0",-118.520273,34.041623
"15818",2,1,738,1947,115421,"0","0",-118.208527,33.939048
"2455",4,3,3335,1965,450179,"1","0",-118.61245,34.164343
"14286",2,2,1249,1951,396450,"0","0",-118.30421,33.713219
"2484",4,3,1886,1993,216809,"0","0",-118.060749,34.064751
"1134",2,3,1008,1987,238562,"0","0",-118.301,33.7847
"8058",3,1,892,1943,253586,"0","0",-118.05087,34.058916
"6745",2,1,1360,1950,380000,"0","0",-118.167317,34.497119
"17317",2,2,1330,1985,723736,"1","0",-118.412,34.0567
"387",2,3,1656,1985,263035,"0","0",-118.294,33.8881
"16896",3,1,1102,1951,57107,"0","0",-118.508602,34.210667
"11108",2,2,1297,1989,336238,"1","0",-118.436,34.1501
"5664",3,2,1068,1977,518000,"0","0",-118.334192,33.893491
"11931",3,2,1295,1962,558387,"0","0",-118.045108,34.09765
"4262",2,1,964,1953,217461,"0","0",-117.894034,34.113469
"4450",3,3,2814,2001,727000,"0","0",-118.450012,34.309239
"4276",3,3,2432,1990,778271,"0","0",-118.383646,33.87267
"11933",4,2,1666,1992,244740,"0","0",-118.241572,33.896342
"12578",1,1,642,1982,107651,"0","0",-118.445,34.2219
"17409",2,1,640,1923,184639,"0","0",-118.18537,33.855706
"1287",4,2,2039,1921,415210,"0","0",-118.260257,34.137321
"15798",2,3,1427,1985,303029,"0","0",-118.302,34.1851
"14520",4,4,4039,2015,1032500,"0","0",-117.890204,34.143492
"9149",2,1,1054,1913,662739,"0","0",-118.254063,34.086029
"8278",2,1,1286,1949,396692,"0","0",-118.39363,33.992388
"19752",3,4,2617,1918,250973,"1","0",-118.129539,34.134721
"15788",2,2,1697,1955,911494,"0","0",-118.415219,34.10064
"16368",3,2,2380,1930,589189,"1","0",-118.354365,34.047804
"15331",2,2,1304,1938,74604,"0","0",-118.314568,34.255362
"18032",3,2,1539,1957,314052,"0","0",-118.081743,33.981628
"1417",4,4,2959,1979,662989,"0","0",-118.530747,34.284316
"18250",2,3,1461,1985,243349,"1","0",-118.033,33.9226
"15574",4,3,2551,2005,556500,"0","0",-118.438489,34.404272
"12984",3,2,1494,1991,168007,"0","0",-118.178478,34.589542
"10183",3,2,1097,1957,55014,"0","0",-118.104361,34.56771
"14551",2,2,1228,1991,443826,"0","0",-118.306,34.1876
"10753",2,1,687,1922,169498,"0","0",-118.189113,34.042353
"3320",4,2,1732,1964,247482,"0","0",-117.753126,34.105891
"4777",3,1,1260,1956,74297,"0","0",-118.412766,33.993223
"7482",3,1,1076,1954,49192,"0","0",-118.103263,33.893323
"1034",3,3,1540,1977,329956,"1","0",-118.164,33.9271
"18170",4,3,2114,1983,364583,"0","0",-118.481014,34.325574
"17476",3,2,1232,1969,334226,"0","0",-118.495994,34.455843
"11811",4,3,1726,1926,362296,"0","0",-118.291651,34.176023
"14550",2,1,999,1948,174343,"0","0",-117.783394,34.051745
"11717",4,2,1570,1959,70164,"0","0",-118.645921,34.192399
"18457",3,2,1182,1941,242516,"0","0",-118.349216,33.980832
"13059",2,1,852,1956,236146,"0","0",-118.167626,33.909852
"683",3,2,1854,1951,102678,"0","0",-118.115742,34.137122
"257",4,2,2107,1928,346395,"0","0",-118.277678,33.786217
"15143",4,2,1767,1966,223119,"0","0",-118.143813,33.786916
"999",3,2,1036,1922,221860,"0","0",-118.232732,33.906406
"10738",2,2,1885,1980,802046,"1","0",-118.435,33.9857
"13150",2,3,1148,1981,312138,"0","0",-118.409,33.9218
"8819",4,3,1570,1950,402053,"0","0",-118.097552,33.903629
"2900",3,1,1084,1952,49339,"0","0",-118.102709,33.907114
"6805",3,2,1525,1976,631675,"0","0",-118.054363,34.089978
"14081",1,1,526,1913,204300,"0","0",-118.268158,34.010139
"11751",3,3,1520,1923,156473,"0","0",-118.423356,34.053319
"14874",2,3,1710,2010,1646440,"1","0",-118.265269,34.044664
"3126",3,1,945,1955,90003,"0","0",-117.963076,34.043535
"18522",2,2,900,1949,165095,"1","0",-118.374,34.0211
"4360",2,2,1205,1988,258888,"0","0",-118.278,33.827
"5231",4,1,1903,1923,107887,"0","0",-118.288041,33.888684
"7406",3,2,1280,1980,216738,"0","0",-118.553674,34.374651
"14444",3,3,2052,2003,471166,"1","0",-118.630526,34.454129
"14439",3,2,1416,1955,81318,"0","0",-118.011105,33.9016
"9709",3,1,1076,1950,408289,"0","0",-118.109145,33.835033
"609",3,2,2730,1958,239945,"0","0",-118.338174,33.758706
"14907",3,2,2020,1978,302900,"1","0",-118.210443,34.664348
"404",4,3,1559,1995,194715,"0","0",-118.397,34.2736
"11966",2,1,1184,1941,45510,"0","0",-118.211504,33.920064
"945",2,2,1512,1946,242103,"0","0",-118.02697,34.10374
"1382",6,4,1913,1978,885380,"0","0",-118.306173,34.049812
"11978",4,2,1412,1956,432731,"0","0",-118.017564,33.936862
"7717",3,2,1685,2000,203000,"0","0",-118.067319,34.670588
"9951",3,2,1095,1955,145000,"0","0",-118.150244,34.675554
"15304",3,3,1464,1983,439000,"0","0",-118.398954,34.433501
"9505",3,2,1628,1953,359829,"0","0",-118.56056,34.199612
"5695",2,2,1356,1949,719694,"0","0",-118.077367,34.175451
"12195",3,2,1077,1951,983756,"0","0",-118.380004,33.880392
"8949",5,2,1835,1965,67881,"0","0",-118.282853,33.81098
"17065",2,3,1952,1950,668445,"0","0",-118.435769,34.018941
"10297",3,1,1232,1947,196574,"0","0",-118.201526,33.910203
"5410",4,4,1750,2006,619000,"0","0",-118.097,34.1446
"9386",4,3,2486,1910,696570,"0","0",-117.986386,34.152857
"1653",3,2,1248,1949,219275,"0","0",-118.456023,33.998987
"4218",3,2,2540,1957,745000,"1","0",-118.102164,33.942453
"12917",1,1,1135,1941,361480,"1","0",-118.429367,34.197218
"12545",3,3,1404,1985,179835,"0","0",-118.222235,33.893561
"11637",3,1,924,1954,291338,"0","0",-118.326351,33.810351
"4767",2,1,1100,1901,449056,"0","0",-118.485351,34.003458
"8262",3,2,1697,1952,295686,"0","0",-118.005913,33.944424
"11199",2,3,1777,1980,686552,"1","0",-118.45,34.0234
"13298",3,2,1548,1926,173339,"0","0",-118.24514,34.09119
"13127",3,3,2554,1958,907803,"0","0",-118.441445,33.95743
"7760",4,2,1436,1953,74427,"0","0",-118.098846,33.789633
"3656",3,2,1983,2011,237139,"0","0",-118.010839,34.573157
"13582",2,2,1120,1979,128851,"1","0",-118.47,34.2348
"323",5,3,2378,1999,665145,"0","0",-118.561622,34.298232
"16923",3,2,1155,1978,193319,"0","0",-117.902902,34.028214
