,bedroomcnt,calculatedbathnbr,calculatedfinishedsquarefeet,yearbuilt,taxvaluedollarcnt,poolcnt,hashottuborspa,Longitude,Latitude
885567,4,4.5,4337,2002,1268000,0,0,-117.890055,33.900929
1660386,4,1,1432,1951,245333,0,0,-117.949558,33.874987
445977,3,2.5,2065,1985,373194,0,0,-118.026727,33.679771
610744,4,2.5,1252,1913,390087,0,0,-118.000507,33.873207
2137707,4,2,1372,1964,488707,1,1,-118.01831,33.751407
242189,4,2,1844,1978,545303,1,0,-117.981519,33.676483
910025,3,2,1187,1954,492000,0,0,-117.956448,33.787917
1758853,3,2.5,1502,2003,557000,0,0,-117.911083,33.693953
528424,4,3,2680,1962,266119,1,0,-117.894924,33.639195
2546534,3,1.5,1122,1964,204293,0,0,-117.951082,33.674708
1988424,4,2.5,3008,1973,699367,1,0,-117.7796,33.847385
1280153,3,2,1881,1973,430945,0,0,-117.726369,33.50963
1401268,6,4,2014,1959,580100,1,1,-117.931448,33.799891
1061349,4,2.5,2547,1980,398514,0,0,-117.806433,33.668634
2300480,2,1.5,1242,1954,210492,0,0,-117.88951,33.764086
2725315,3,2,1680,1972,242343,0,0,-117.657,33.4919
1237350,4,2,1345,1955,166251,0,0,-118.010463,33.842352
721380,2,1.5,906,1984,189679,0,0,-117.994052,33.821682
1839379,3,3,2824,1977,361816,1,0,-117.717895,33.519999
2520811,2,2,935,1983,303117,0,0,-118.05,33.7155
2549747,5,4.5,3062,2015,1049095,0,0,-117.621719,33.52995
2560270,4,2,1954,1964,443860,0,0,-117.95745,33.694463
2507870,4,2.5,1860,2000,561558,0,0,-117.63164,33.56291
885373,1,1,767,1983,99808,0,0,-117.686312,33.653271
201133,3,2,1522,1971,116149,0,0,-117.964967,33.659411
1825275,4,2,1652,1955,435025,0,0,-117.815963,33.749297
38815,4,2,2116,1976,463052,0,0,-117.657842,33.471353
2248559,2,4,1831,1979,278100,0,0,-118.078,33.7254
2600767,3,2,1538,1961,437251,0,0,-117.798955,33.747054
39568,3,3,1747,1990,720784,0,0,-117.806047,33.644533
1144130,3,2.5,1524,1974,216796,0,0,-118.021425,33.761615
79432,5,3.5,3256,2001,477974,0,0,-117.818913,33.644578
1197694,3,2,1269,1957,468873,0,0,-117.822159,33.797445
502376,2,2,1917,1976,173559,0,0,-117.861327,33.606738
2083396,3,3.5,2296,1977,1011172,0,0,-118.109295,33.742668
1021556,2,2.5,2227,1991,376004,0,0,-117.655725,33.514771
1906706,4,2,2003,1962,519909,1,0,-117.875682,33.894602
1962647,3,2.5,1260,1983,391000,0,0,-117.995022,33.777123
175074,2,1,989,1937,795552,0,0,-117.775897,33.543843
177069,2,3.5,2121,2013,826410,0,0,-117.758162,33.645747
350634,3,1.5,1896,1949,424247,1,0,-117.902076,33.842959
1223415,4,2.5,1962,1955,98619,0,0,-117.877946,33.768711
2533555,3,2,1500,1975,232415,0,0,-117.807107,33.783917
1279390,4,2.5,2546,1969,252756,1,0,-117.782845,33.891394
1840096,2,2,1098,1980,254441,0,0,-117.812588,33.676383
980382,2,2,1047,1967,92170,0,0,-117.838396,33.738165
1743959,3,3.5,2546,1991,620465,0,0,-117.715041,33.490517
2685583,4,4.5,4000,2005,1450000,0,0,-117.631905,33.540643
229477,4,4,4361,2001,2135343,0,0,-117.849592,33.624213
1209692,2,1,957,1920,233427,0,0,-117.875292,33.732816
1470471,2,1,1000,1967,180861,0,0,-117.802449,33.791093
1237495,3,2,1348,1977,268924,0,0,-117.989196,33.769281
612129,2,2,917,1964,55613,0,0,-117.931118,33.848998
1676275,3,3,1608,1993,371363,0,0,-117.611762,33.656678
2191737,3,2,1471,1954,242932,0,0,-117.954757,33.862349
1867300,2,2,862,1988,219542,0,0,-117.701371,33.567995
1619950,4,2,1540,1972,250261,0,0,-117.977508,33.674307
2017148,2,2.5,1402,1998,502548,0,0,-117.733058,33.562835
2437491,5,3.5,3132,1975,208846,0,0,-117.978921,33.684007
476153,2,1,832,1984,191541,0,0,-117.794262,33.66923
1018895,3,2,1278,1958,260594,0,0,-117.974492,33.920169
312525,6,4,3462,2001,678872,0,0,-117.837247,33.927354
625103,4,2.5,2399,1978,706546,0,0,-117.766343,33.722051
1143979,3,2.5,2014,1996,591001,0,0,-117.726407,33.550629
502062,3,2.5,2418,1976,376170,0,0,-117.741468,33.839477
2154272,2,2,1325,2006,388349,0,0,-117.850497,33.667397
2684197,4,2.5,2155,1985,726628,0,0,-117.696048,33.585586
842012,5,2.5,2505,1963,118598,1,0,-117.935439,33.676493
1865630,4,2.5,1931,1956,146786,0,0,-117.890387,33.92119
2275630,2,2,1199,1970,186913,0,0,-117.722,33.6201
2206409,3,2,1372,1972,558387,1,0,-117.802357,33.866212
2712433,3,3,1983,1987,711929,0,0,-117.836686,33.654193
1143668,3,2,1706,1987,735000,0,0,-117.630529,33.467629
1293494,3,2.5,2631,1990,1255090,0,0,-117.866081,33.59924
2480884,4,3.5,3554,2004,1439568,0,0,-117.767647,33.642903
2124287,3,2,1480,1969,436773,1,1,-118.047175,33.850849
2480431,3,2.5,1304,1994,460923,0,0,-117.736049,33.582316
1347911,4,3,3458,1985,1441218,1,0,-117.809795,33.640578
2032028,3,2.5,1508,2014,534296,0,0,-117.847863,33.90862
2137613,4,2,1906,1963,513794,0,0,-117.949902,33.685844
827964,2,1,950,1973,145261,0,0,-117.992844,33.888246
1156206,4,2.5,2188,1969,391292,1,0,-118.030752,33.81418
2589137,3,2,1120,1977,235946,0,0,-117.647124,33.648605
1415385,4,2,1410,1967,733010,0,0,-118.02631,33.712156
708317,5,3,2918,2003,761724,0,0,-117.640303,33.553578
2685770,3,2.5,1756,2005,506781,0,0,-117.893688,33.918118
1197340,3,1,966,1950,182749,0,0,-117.928421,33.928589
775294,5,3,3054,1978,663150,1,0,-117.692985,33.587033
2698147,3,2,1120,1975,88597,0,0,-117.651751,33.568646
2382902,4,2.5,2064,1973,573456,0,0,-118.030856,33.708914
639322,3,2.5,1174,1987,431000,0,0,-117.583173,33.647901
707499,2,1.5,1054,1971,346903,0,0,-118.046958,33.722292
2098352,3,2,1470,1973,618287,0,0,-117.656533,33.618425
2097174,5,3,3249,1958,206581,0,0,-117.976313,33.881347
216725,1,1,473,1977,233000,0,0,-117.772779,33.671887
2329035,3,2.5,1574,1975,201720,1,0,-117.773925,33.857015
2179120,4,2.5,2016,1976,137963,0,0,-117.867345,33.902406
2084874,2,2,1063,1990,205021,0,0,-117.719558,33.575646
1062103,2,2.5,1083,1993,229773,0,0,-117.633166,33.679273
392197,4,2,1944,1964,291037,1,0,-117.901413,33.686116
1921008,4,2.5,1759,1990,626983,0,0,-117.734695,33.605737
516701,3,1.5,1266,1971,288347,1,0,-117.869892,33.844934
310717,4,2,1635,1964,304609,0,0,-117.849156,33.90483
2192561,4,3,2526,1995,405677,0,0,-118.053658,33.847626
23201,3,1,1529,1929,262020,1,0,-117.918849,33.844718
228350,4,2,1486,1964,326345,1,0,-118.028283,33.775227
2425486,3,2.5,1308,1979,161854,0,0,-117.937721,33.778354
1798618,4,3,1880,1979,566994,0,0,-117.630909,33.613821
1184277,4,2.5,2239,1996,800980,0,0,-117.784866,33.744232
733659,3,2,1446,1971,88365,0,0,-117.859007,33.897196
1824302,5,3,2620,1969,319617,1,0,-118.025371,33.82318
364568,4,2,1226,1957,289578,0,0,-117.924716,33.779521
2345274,3,2,1600,1953,56597,0,0,-117.954016,33.845288
1538575,4,1.5,2543,1948,338087,1,0,-117.928093,33.911231
1947093,5,2,1982,1964,96322,1,0,-117.951371,33.676066
913593,3,2.5,2217,2010,699328,0,0,-117.742131,33.691456
1060686,3,2,1574,1958,201362,0,0,-117.953928,33.877668
242087,3,1.5,1032,1962,263015,0,0,-118.018026,33.743109
1360109,3,2,1292,1956,479705,0,0,-118.003911,33.810493
78793,3,1,1005,1946,90082,0,0,-117.894948,33.909072
1974537,4,3,2280,1976,151433,0,0,-117.917256,33.945918
584426,4,2.5,2451,1980,457098,0,0,-117.694675,33.484969
1893699,4,3,2050,1978,200954,0,0,-117.69333,33.655448
2698865,3,2.5,1333,1982,427000,0,0,-117.964761,33.899218
1482921,2,1.5,1132,1973,270460,0,0,-117.969947,33.760351
79517,4,3,2684,1992,918848,0,0,-117.659881,33.689405
721925,3,2.5,1677,2001,439268,0,0,-117.759406,33.730346
2028989,4,1.5,1248,1961,330696,0,0,-118.035258,33.815725
2043182,2,2,1248,1963,338024,0,0,-117.820999,33.747431
1619495,3,2,1581,1959,67162,0,0,-117.9532,33.795707
434924,3,2.5,1321,1994,451461,0,0,-117.717917,33.588248
81024,2,2,1351,2004,309716,0,0,-117.603367,33.470003
995460,4,4,3294,2015,1278576,0,0,-117.737435,33.710327
1907089,1,1,878,1947,702542,0,0,-117.912,33.6252
924921,3,2,1902,1960,473768,1,0,-117.808515,33.762846
1510374,3,2,1569,1952,418808,0,0,-117.954291,33.786707
1484501,4,2.5,2474,1979,323774,0,0,-117.69128,33.648785
1170120,3,2,2191,1976,745480,0,0,-117.887609,33.892725
992225,3,2,1242,1969,86065,0,0,-117.981212,33.654559
2042991,4,2.5,1921,1992,429588,1,1,-117.733573,33.853655
638435,3,2,1220,1971,277838,0,0,-117.880545,33.703345
2179876,5,3,2551,1996,642684,0,1,-117.742018,33.580866
2192187,3,2.5,2598,1977,308727,0,0,-117.919362,33.721454
2520588,3,3,2847,1985,824000,1,0,-117.653411,33.57561
350561,3,3.5,2578,1992,874774,0,1,-117.997455,33.675847
1935941,6,4,3592,2002,1097665,1,0,-118.070636,33.783958
1540659,4,4.5,3754,2003,1769655,0,0,-117.818024,33.620481
1824644,3,2.5,2604,1969,826745,0,0,-118.055621,33.775472
1619481,4,3.5,2877,1960,475330,0,0,-118.07694,33.802701
1811101,4,2,1197,1960,201131,0,0,-118.04795,33.833522
1811261,6,5,4199,1997,935779,1,1,-117.703768,33.888489
2328196,3,3.5,3417,1997,1791231,1,1,-117.903236,33.623159
271126,2,1,1012,1973,259000,0,0,-117.666658,33.507474
1592034,1,1,904,1979,3E+05,0,0,-118.009261,33.806846
2670218,4,3,2992,1993,663832,0,0,-117.839101,33.612349
2193628,3,2.5,1754,1974,318088,0,0,-117.651469,33.451142
2178495,4,2,1286,1956,502353,0,0,-118.015979,33.827298
2123326,2,1,481,1912,32810,0,0,-117.926068,33.608023
1798089,4,2,1996,1971,508662,1,0,-117.784681,33.695587
257612,2,1.5,980,1964,160352,1,0,-117.844,33.7407
910258,4,1.5,1118,1959,537000,0,0,-118.017186,33.78491
2411168,3,3,2825,1989,944182,0,0,-117.797806,33.735191
1417178,3,2.5,1464,1975,93724,0,0,-117.786076,33.69146
2590474,1,1.5,1436,2006,430000,0,0,-117.818275,33.693325
381213,2,2,1102,2002,422900,0,0,-117.633855,33.550055
295781,3,1.5,1339,1951,559000,0,0,-117.857692,33.765953
66892,2,2.5,2374,1981,990860,0,0,-117.883904,33.618509
2683041,3,3,1360,1965,380284,0,0,-117.944666,33.683154
159381,2,1,832,1950,93573,0,0,-117.964932,33.941079
66280,4,2.5,2478,1973,521634,0,1,-117.651264,33.611957
1415613,4,2,1451,1963,60663,0,0,-118.05724,33.841829
1648451,4,2,1898,1978,201255,0,0,-117.767919,33.70844
1456583,4,2.5,2785,1994,939106,1,1,-117.779627,33.868752
474747,5,3,2563,1963,487385,1,0,-117.836485,33.818725
1499652,4,2.5,2514,2006,1093000,0,0,-117.761615,33.700657
1279784,4,2.5,2160,1972,383006,0,0,-117.773493,33.694369
296164,2,2,1336,1952,149579,0,0,-117.925051,33.776383
216022,4,4,2879,1965,445993,0,0,-117.684468,33.596925
1444482,3,2.5,1344,1978,225340,0,0,-117.901486,33.765754
2235308,1,1.5,1256,1984,222346,0,0,-117.791,33.7901
1894386,3,2.5,1321,1974,437000,0,0,-118.028964,33.818393
1048022,5,4.5,4369,1997,1156538,1,1,-117.692606,33.504552
1703552,2,2,1063,1972,68390,0,0,-117.978,33.6587
842104,4,3,2274,1969,321322,0,0,-118.006941,33.723931
282610,3,2.5,1530,1998,598997,0,0,-117.97771,33.744308
80519,3,1.5,1260,1982,203313,0,0,-117.810834,33.671033
1060419,4,3,2537,1995,534002,0,0,-117.968851,33.706507
2246982,4,2.5,2863,1976,174030,1,0,-117.917182,33.943965
297264,4,2.5,1730,1984,280105,0,0,-117.759882,33.881675
939591,3,2.5,1226,1985,266167,0,0,-118.035832,33.839388
1920839,6,3,3313,1998,1228452,0,0,-117.770352,33.745691
2097177,2,2,1667,1951,237941,0,0,-117.92595,33.885132
2532435,3,2,1292,1956,557279,0,0,-117.79991,33.738771
1524965,3,2,1454,1962,219175,0,0,-117.878704,33.893823
2302782,5,2.5,2882,1971,795000,0,0,-117.665731,33.617569
1622879,1,1,792,1997,239887,0,0,-117.7337,33.568911
1144250,3,2.5,1459,1993,404890,0,0,-117.836427,33.609741
1144021,1,1,780,1970,72828,0,0,-117.952,33.9182
2042281,3,2,1806,1959,449252,0,0,-117.909981,33.664758
1840450,5,3,2800,2000,847845,1,1,-117.641299,33.564876
1103221,2,2,1072,1980,222381,0,0,-117.975786,33.664224
787635,4,2,1529,1958,60352,0,0,-118.003994,33.848276
2355865,2,2,1367,1962,96168,1,0,-118.091424,33.748025
911462,3,2,1667,1962,571105,1,0,-117.808312,33.737937
529548,3,2.5,1832,1970,299046,0,0,-117.879158,33.64543
2587327,3,2,2244,1952,428787,0,0,-117.969287,33.775994
804429,3,3,1428,2010,670951,0,0,-117.749586,33.693422
2451376,4,2.5,2124,1970,704000,1,0,-118.030463,33.847754
1717474,3,2.5,1578,1980,311598,0,0,-117.809988,33.676219
284832,2,1.5,1175,1978,269481,0,0,-117.970952,33.743675
2164414,3,1,1155,1952,348019,0,0,-117.964725,33.865177
2327826,3,1.5,1286,1953,379685,0,0,-117.89077,33.843583
2369047,4,2,1502,1956,140665,0,0,-117.950131,33.827867
788464,4,2,1979,1977,655000,1,0,-117.760531,33.837855
2423103,3,3,2327,1980,460856,1,0,-117.996726,33.672607
841658,3,2,2211,1959,111803,0,0,-118.08227,33.782827
2316630,2,2,753,1990,271952,0,0,-117.817656,33.869056
2289992,3,2.5,1988,2000,520117,0,0,-117.904959,33.702527
433793,4,2,1309,1955,173325,0,0,-117.824873,33.793489
2697792,2,1.5,1204,1977,303457,0,0,-117.7551,33.714462
1483348,1,1,550,1964,260000,0,0,-117.949017,33.67444
1892300,4,3,2267,1997,814649,0,0,-118.001068,33.693372
2668577,3,2,1200,1956,204343,0,0,-117.865305,33.796013
720147,5,3,3475,1997,880204,1,1,-117.790836,33.803608
420788,4,2.5,2133,1971,278848,0,0,-117.676188,33.483992
228581,4,2,1489,1965,503993,0,0,-117.948462,33.682676
2015864,5,2,2263,1962,618940,1,0,-117.843803,33.762901
421614,2,2,1646,1985,538477,0,0,-117.645223,33.497275
516900,2,2,951,1983,252700,0,0,-117.774328,33.674206
447015,3,2.5,2469,1989,766513,0,0,-117.963099,33.900254
1566865,4,3,2653,1994,801367,0,0,-117.643368,33.582431
828067,3,2,1373,1959,426424,0,0,-117.929513,33.800527
2098892,2,2,865,1987,318311,0,0,-117.827526,33.685307
556280,3,3,2884,1995,456656,1,1,-117.750414,33.851704
2628869,4,2.5,1987,1982,278303,0,0,-117.862584,33.830341
1687708,3,1,1091,1953,158113,0,0,-117.939116,33.862374
1348584,1,1,750,1981,238435,0,0,-117.892,33.6987
447222,4,3.5,3167,1990,491621,1,0,-117.703631,33.878071
338921,4,4.5,4318,1990,1695593,0,0,-117.654111,33.519978
1375963,3,2.5,1444,1990,574720,0,0,-117.721961,33.560567
2601027,4,2,1799,1967,85383,0,0,-117.957841,33.721755
244282,2,2,1018,1996,395573,0,0,-117.8,33.8351
1974105,3,2,1146,1961,548873,0,0,-118.03879,33.733914
1019835,3,2.5,1780,1965,690370,0,0,-118.051773,33.811029
2560721,3,2,1781,1976,302773,0,0,-117.873576,33.903193
528203,5,3,2324,1957,616379,1,0,-118.083617,33.792336
2492470,4,2.5,2927,1976,314431,0,0,-117.766214,33.864618
65561,3,1.5,1266,1958,130232,0,0,-117.902396,33.717043
