"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude"
"17403",3,2.5,2036,1993,631675,"0","0",-117.665253,33.685151
"6071",2,2.5,2004,1990,663555,"0","0",-117.782893,33.742718
"4434",3,2,1731,1968,196300,"0","1",-117.860243,33.763054
"3677",3,2,1242,1958,484000,"0","0",-117.921863,33.933815
"9917",4,3,1378,1996,193982,"0","0",-117.995573,33.765642
"19397",4,2.5,2722,1967,106044,"0","0",-117.957968,33.733504
"12813",3,3,2029,1957,356549,"0","0",-118.024024,33.769792
"17103",3,2.5,1672,1984,234747,"0","0",-117.680482,33.474144
"2288",4,2,1368,1962,271475,"1","0",-117.982717,33.863812
"8254",3,1,1541,1937,49179,"0","0",-117.873898,33.730916
"11169",5,3.5,2811,1998,1044381,"1","1",-117.805418,33.695945
"7165",3,2.5,2380,2003,794000,"0","0",-117.640586,33.548695
"7031",4,3,3099,1985,528352,"1","0",-117.774124,33.888816
"6078",3,2,1578,1969,341325,"0","0",-117.975166,33.717218
"2266",4,2.5,2084,1970,855000,"1","0",-117.959577,33.667277
"13765",3,2,1249,1977,309000,"0","0",-117.770854,33.870016
"6431",3,2,1343,1955,66586,"0","0",-117.892703,33.731343
"4719",2,1,954,1986,293048,"0","0",-117.625161,33.687396
"12886",3,2,1242,1955,244253,"0","0",-117.959903,33.930601
"15420",3,2,1014,1989,152291,"0","0",-117.863,33.7475
"1086",3,2.5,1296,1974,420000,"0","0",-117.904305,33.900304
"18637",5,2.5,1781,1965,296637,"0","0",-117.894453,33.929132
"8280",4,2,1448,1972,554000,"1","0",-117.689253,33.636116
"11511",3,2,1653,1973,123647,"0","0",-117.844098,33.884583
"2263",2,2,1139,1987,415971,"0","0",-117.593368,33.651606
"19050",2,2.5,1377,1949,350142,"1","0",-117.950129,33.872953
"8079",2,2,1645,1995,120292,"0","0",-117.643297,33.493507
"2130",4,2.5,1897,1974,321908,"0","0",-117.791579,33.704845
"19977",4,2,1169,1954,253628,"0","0",-117.951434,33.788825
"1105",3,2,1540,1970,569000,"1","0",-117.822128,33.850368
"12036",2,2.5,1072,2004,577827,"0","0",-117.772109,33.650519
"7592",4,3,2120,1978,286165,"0","0",-117.864424,33.924601
"13119",4,3,1547,1975,198639,"0","0",-118.013056,33.795898
"5443",4,2.5,2079,1978,373294,"0","0",-117.874551,33.787005
"7739",1,1,693,1989,215580,"0","0",-117.59113,33.646074
"19245",3,2.5,1799,1967,535721,"1","0",-117.88033,33.685225
"12520",4,2,1344,1954,377470,"0","0",-118.023442,33.839926
"9657",3,2.5,1327,1982,183756,"0","0",-117.933172,33.802858
"10223",4,2,1832,1956,334606,"1","0",-117.980621,33.826587
"16268",2,2.5,1434,1994,252676,"0","0",-117.59473,33.438661
"3368",5,3.5,3299,1989,582874,"0","0",-117.678998,33.577572
"1928",3,2,1406,1958,178639,"0","0",-117.897463,33.730642
"8329",4,1.5,2110,1931,49794,"0","0",-117.886148,33.751228
"19104",4,3,2204,1977,334287,"0","0",-117.797782,33.692202
"6415",4,3,2817,2013,1071012,"0","0",-117.710773,33.699214
"1256",4,4,3879,2000,836472,"1","1",-117.626245,33.627448
"18090",3,2,1820,1967,211951,"1","0",-117.821418,33.847369
"4372",3,2.5,1904,1996,348482,"0","0",-117.700541,33.556415
"19434",2,2.5,1605,1986,294332,"0","0",-117.68028,33.518202
"415",4,2.5,1987,1982,278303,"0","0",-117.862584,33.830341
"1221",3,2,1597,1954,71376,"0","0",-117.85771,33.770822
"13466",2,2,1365,2012,540113,"0","0",-117.743545,33.704352
"3991",3,2.5,2619,1965,848749,"0","0",-117.816254,33.766108
"19808",2,2,1078,1972,236010,"0","0",-117.772607,33.692418
"18580",5,3,2928,1965,548612,"1","0",-117.925719,33.943791
"14096",4,3,2438,1935,157485,"0","0",-117.894966,33.605033
"3615",2,1.5,1413,1974,487320,"0","0",-117.652036,33.451486
"1018",3,3,2002,1956,134931,"0","0",-117.952393,33.942093
"3453",3,3.5,3337,1991,1218300,"0","0",-117.790132,33.741259
"6466",3,3,2161,1966,232589,"0","0",-117.982606,33.659078
"13651",3,2,1476,1974,604073,"1","0",-117.771006,33.859075
"10056",3,1,1084,1978,373379,"0","0",-117.784922,33.682745
"5074",3,2.5,2357,1984,666175,"0","0",-117.799511,33.648593
"11685",4,2,1891,1964,110571,"0","0",-117.871239,33.643268
"13762",4,2.5,2197,1990,448818,"0","0",-117.85622,33.887024
"15531",2,1.5,1020,1972,209024,"0","0",-117.688545,33.631127
"14568",4,3,2479,1973,481550,"0","0",-118.009395,33.736624
"1771",3,2.5,1573,1958,539000,"1","0",-117.949983,33.81176
"5618",2,2,2841,2003,673988,"0","0",-117.579305,33.463061
"16887",4,2.5,3127,1977,710675,"0","1",-117.765457,33.836508
"11329",3,2.5,2016,1959,264856,"0","0",-117.962174,33.805444
"7807",4,2,1425,1972,147333,"0","0",-117.665894,33.51461
"1041",4,2,1986,1975,604718,"0","0",-118.022004,33.702204
"10529",3,2,1287,1960,353157,"1","0",-117.841995,33.751784
"15025",4,2,1790,1968,86920,"0","0",-117.9585,33.649299
"15509",4,2.5,1718,1962,589000,"0","0",-117.8563,33.772049
"11459",1,1,504,1986,164876,"0","0",-117.925,33.7145
"7047",5,3,1994,1972,843672,"1","0",-117.97594,33.675004
"3894",4,2.5,2451,1978,416676,"1","0",-118.021262,33.700578
"15054",2,2,1094,1979,66980,"0","0",-117.787775,33.863526
"5193",3,1,1146,1953,192249,"0","0",-117.831445,33.74393
"12737",3,2,1301,1980,633000,"0","0",-117.703781,33.551382
"943",3,4.5,4160,2001,1167820,"0","0",-117.647725,33.461433
"8296",3,3,2520,1985,490217,"1","1",-117.656233,33.57629
"19346",3,2.5,2662,1999,583351,"0","0",-117.592414,33.401249
"2905",5,4.5,3320,2000,1937258,"1","1",-117.809901,33.603455
"16613",2,2,737,1986,294000,"0","0",-117.578913,33.649658
"12107",4,3,2293,1965,512860,"0","0",-118.019571,33.722957
"8021",4,2,1673,1965,424168,"0","0",-117.930485,33.726074
"8891",4,3,2039,1970,102646,"0","0",-117.774365,33.713144
"10219",3,2,1211,1955,173156,"0","0",-117.908416,33.76889
"14906",3,2.5,1350,1987,245760,"0","0",-117.933353,33.756883
"5583",3,3,2814,1989,738566,"1","0",-117.661407,33.655862
"4934",3,2,1379,1971,609000,"1","0",-117.831388,33.88134
"2275",4,2.5,2715,1998,1040000,"0","0",-117.784186,33.663887
"18811",2,1,827,1949,140871,"0","0",-117.88289,33.717191
"11859",2,2,1250,1989,183435,"0","0",-117.839093,33.636978
"11032",2,2.5,1510,2012,265038,"0","0",-117.761291,33.76853
"15896",2,2,1633,1982,317929,"0","0",-117.921095,33.901074
"14242",5,2,1918,1959,274850,"0","0",-117.90248,33.783776
"16647",2,2,1260,1978,109535,"0","0",-117.979,33.6614
"19176",4,2,1289,1962,595039,"0","0",-118.048432,33.724582
"4685",5,2,1986,1966,344882,"0","0",-117.967381,33.661624
"1996",2,2,1181,1984,426415,"0","0",-117.866966,33.637564
"18649",3,2.5,1782,1990,660000,"0","0",-117.733338,33.863093
"7975",3,2,1801,1966,695878,"0","0",-118.002607,33.727477
"9558",2,2,971,1980,214470,"0","0",-117.815682,33.668733
"13541",4,2.5,2356,1973,484754,"0","0",-117.706489,33.633804
"11670",4,2.5,1824,1971,272803,"0","0",-117.95256,33.697864
"18632",2,2,1230,1987,434204,"0","0",-117.835727,33.65311
"7752",3,2.5,1802,2001,585000,"0","0",-117.987065,33.849329
"12356",3,2.5,1656,1972,431000,"0","0",-117.922418,33.73003
"2104",4,2.5,3542,1965,1115072,"0","1",-118.058284,33.718978
"18855",4,2.5,1804,1971,309552,"0","0",-117.976514,33.731854
"11010",3,2,1824,1971,58823,"0","0",-117.890405,33.750823
"13066",3,2.5,2590,1972,501572,"0","0",-117.963176,33.664331
"348",3,3,1360,1965,380284,"0","0",-117.944666,33.683154
"8258",4,2,1241,1955,412282,"0","0",-117.884598,33.868349
"4947",3,1.5,1119,1954,52797,"0","0",-117.993031,33.765893
"17341",3,1,980,1957,220338,"0","0",-118.028898,33.853662
"15123",2,2,1002,1984,365490,"0","0",-117.905551,33.906434
"6305",3,2,1302,1963,514602,"0","0",-117.963312,33.675636
"10416",3,3,1906,1987,711000,"0","0",-117.77443,33.896057
"15562",2,2.5,1277,1980,321014,"0","0",-117.975196,33.759668
"19472",3,2,1194,1965,434095,"0","0",-118.074,33.7869
"5144",3,2.5,2366,1999,690370,"0","0",-117.629715,33.568461
"2746",3,2,1661,1965,313664,"1","0",-117.807488,33.736543
"14218",2,2.5,1112,1986,364000,"0","0",-117.724178,33.871858
"2673",4,2.5,2824,1974,180652,"1","0",-118.025783,33.796712
"1678",3,2.5,1367,1973,220757,"0","0",-118.037088,33.755074
"15770",3,3,2916,2000,659988,"0","0",-117.777345,33.667258
"17705",4,2.5,1440,1964,196271,"0","0",-117.95,33.842
"2535",5,2.5,2986,1963,347633,"1","0",-117.795919,33.741674
"8028",4,3,2245,2014,685805,"0","0",-117.844108,33.905285
"17523",3,2.5,1690,1989,385628,"0","0",-117.592191,33.443142
"12787",3,2,1909,1969,150567,"0","0",-117.829179,33.776225
"16470",4,3,2698,1997,654767,"0","0",-117.58144,33.587129
"17723",5,3,2747,1997,780676,"0","0",-117.721651,33.858836
"8057",4,3,2418,1972,370330,"0","0",-117.900805,33.689596
"8117",3,1.5,1145,1954,332874,"0","0",-117.975999,33.821023
"3657",3,2,1559,1972,82854,"0","0",-117.95926,33.662289
"16087",3,2,1310,1958,54768,"0","0",-117.960356,33.850577
"2787",2,1.5,904,1983,97676,"0","0",-117.900844,33.915731
"4411",2,1,989,1916,209006,"0","0",-117.874842,33.737495
"1075",4,3.5,2392,1974,329670,"0","0",-117.783774,33.708957
"1802",2,2,1268,2004,421232,"0","0",-117.830339,33.628475
"7174",4,2.5,1912,1995,571432,"0","0",-117.594296,33.592712
"722",2,2.5,1988,1993,302476,"0","0",-117.61713,33.617852
"12020",2,1,659,1948,265152,"0","0",-117.939027,33.749986
"279",2,2.5,1083,1993,229773,"0","0",-117.633166,33.679273
"16338",4,1.5,1564,1966,127702,"0","0",-118.056503,33.816083
"319",3,2,1242,1969,86065,"0","0",-117.981212,33.654559
"19893",3,2,1754,1958,348359,"0","0",-117.904721,33.844913
"16776",4,3,3745,1976,706037,"0","0",-117.90965,33.613308
"2019",4,3.5,3239,1990,714438,"0","0",-117.633124,33.683241
"6023",4,2,1237,1955,477167,"0","0",-118.018054,33.770204
"2049",4,2.5,2795,1998,433033,"0","0",-118.014642,33.831596
"14282",4,2.5,1748,1969,485000,"0","0",-118.060017,33.815463
"4335",3,2,1124,1969,157586,"0","0",-118.075,33.7852
"6857",3,2,1182,1970,238096,"0","0",-117.902,33.6974
"19156",4,3,2507,2013,760729,"0","0",-117.620863,33.526463
"18081",4,2.5,2243,1968,365842,"0","0",-117.81426,33.722084
"9209",2,1.5,1148,1965,370517,"0","0",-118.073,33.7863
"17074",4,2,1740,1970,73204,"0","0",-117.895649,33.901533
"15394",5,3,1580,1944,382845,"0","0",-117.989891,33.809359
"18066",3,2,1402,1971,304379,"0","0",-117.927847,33.692093
"6427",4,3,1893,1958,413805,"0","0",-117.973622,33.935904
"7642",3,1.5,1525,1955,238125,"0","0",-117.942599,33.806593
"15856",5,4,3240,2003,760246,"0","0",-117.784971,33.853277
"17325",3,2,1210,1963,335899,"0","1",-117.972652,33.732362
"18693",4,2,1948,1968,487016,"0","0",-117.832068,33.88406
"2217",4,3,1928,1972,90533,"0","0",-117.967885,33.729289
"9447",1,1,561,1982,188328,"0","0",-117.991677,33.688169
"9417",3,2.5,1371,1994,442099,"0","0",-117.673082,33.686052
"18329",3,2,1460,1976,207762,"1","0",-117.736548,33.623091
"5886",3,2.5,1115,1990,403858,"0","0",-117.907386,33.655675
"13542",4,3.5,3247,2000,610857,"0","0",-117.626247,33.627255
"16868",3,2,1364,1986,540170,"0","0",-117.633335,33.474449
"17973",4,2,1738,1969,347492,"0","0",-117.839113,33.774476
"13721",5,3,2620,1967,841000,"0","0",-118.060986,33.824318
"17449",2,1.5,1242,1977,346748,"0","0",-118.019473,33.823386
"11523",4,3,2277,1974,198047,"0","0",-117.794808,33.708111
"4965",2,1.5,837,1979,309651,"0","0",-117.81,33.7459
"8880",3,2,1312,1959,414353,"0","0",-117.94988,33.918695
"16236",4,3,2601,1987,682020,"0","0",-117.817293,33.676053
"15696",3,2,1184,1971,257591,"0","0",-117.66522,33.513936
"11325",3,2,1485,1970,626000,"0","0",-117.670028,33.633768
"12066",4,2,2340,1971,471228,"0","0",-117.790392,33.811366
"14028",5,3,1897,1973,126852,"0","0",-117.788784,33.701163
"16153",4,3,2156,1993,409053,"0","0",-117.698111,33.514488
"8083",3,2,2124,1981,372517,"0","0",-117.635657,33.457681
"18704",3,2,1497,1956,357144,"0","0",-118.007173,33.866623
"17133",3,2,1769,1955,330088,"0","0",-117.970011,33.831417
"12859",4,2.5,2218,1964,486688,"1","0",-117.824761,33.901117
"6253",3,2,1406,1962,159316,"0","0",-118.009036,33.73309
"19591",2,1,936,1981,333581,"0","0",-117.992389,33.659051
"4832",4,3,2614,1995,908000,"0","0",-118.050333,33.820709
"1091",4,3,2644,1991,515816,"0","0",-117.71163,33.877744
"9981",3,2.5,1891,2001,695116,"0","0",-117.774464,33.718628
"12155",2,1.5,1200,1968,81401,"0","0",-117.951527,33.690832
"7798",5,3,4052,2000,980316,"1","1",-117.740705,33.573756
"19794",4,3,3038,1992,569777,"1","0",-117.767408,33.783946
"17225",4,2,2019,1963,452517,"0","0",-117.823965,33.788482
"15818",4,1.5,1584,1955,74052,"0","0",-117.985109,33.825078
"2455",3,3.5,3920,2004,1113843,"0","0",-117.593507,33.410859
"14286",3,2,1437,1970,68771,"0","0",-118.018275,33.840932
"2484",3,2.5,1637,1972,268300,"0","0",-117.957568,33.761535
"1134",3,2,1296,1963,184706,"0","0",-117.811151,33.744502
"8058",4,2,2088,1975,333096,"1","0",-117.824748,33.876589
"6745",3,2.5,2679,1997,795000,"0","0",-117.610909,33.646175
"17317",5,4.5,4501,2009,1753725,"0","0",-117.651334,33.521606
"387",3,3,1428,2010,670951,"0","0",-117.749586,33.693422
"16896",4,2,1400,1960,403449,"0","0",-117.894307,33.832987
"11108",4,2.5,2006,1971,781724,"1","0",-117.958765,33.727814
"5664",3,3,2436,1977,754000,"0","0",-117.763891,33.837695
"11931",3,2,1611,1963,244079,"1","0",-117.854544,33.769284
"4262",4,4.5,3214,2000,1934303,"0","0",-117.874413,33.600528
"4450",4,2.5,2965,1966,1024143,"1","1",-117.79808,33.764176
"4276",2,2,1195,1955,52084,"0","0",-118.024091,33.849938
"11933",3,2.5,1729,1992,581186,"0","0",-117.645155,33.583251
"12578",4,3,2582,1972,162300,"0","0",-117.960687,33.666714
"17409",4,2,1944,1963,599723,"0","0",-117.899206,33.68341
"1287",4,3,2525,1991,424882,"0","0",-117.702293,33.558542
"15798",3,2,1034,1982,309000,"0","0",-117.994184,33.822667
"14520",3,2,1447,1957,388535,"0","0",-118.086463,33.792445
"9149",3,3,2575,1993,460884,"0","0",-117.762688,33.762084
"8278",2,1,897,1971,156061,"0","0",-117.668147,33.513525
"19752",3,2,1520,1962,702407,"1","0",-117.927835,33.673428
"15788",3,2,1083,1987,518801,"0","0",-117.590939,33.651035
"16368",3,2,1555,1960,523240,"0","0",-117.890477,33.67388
"15331",3,2,1799,1969,462467,"0","0",-117.855815,33.879243
"18032",3,2.5,1454,1999,446710,"0","0",-117.909155,33.839517
"1417",5,4,3204,2005,933351,"0","0",-117.804496,33.69865
"18250",2,1,940,1955,54543,"0","0",-117.967614,33.754395
"15574",2,1,1100,1925,202355,"0","0",-117.86408,33.716869
"12984",3,2,1403,1986,592906,"0","0",-117.642021,33.652888
"10183",4,2,2016,1973,100917,"0","0",-117.950462,33.732838
"14551",4,2,1469,1968,134373,"0","0",-117.862298,33.726889
"10753",5,2,1982,1964,344016,"1","1",-117.964164,33.675462
"3320",2,2,912,1971,208126,"0","0",-117.957,33.8159
"4777",3,2,1364,1955,486304,"0","0",-117.943466,33.9402
"7482",3,3,2851,1954,919331,"0","0",-117.800859,33.550313
"1034",1,1,924,1983,215275,"0","0",-117.985,33.6708
"18170",3,3,2643,2001,802598,"0","0",-117.92251,33.670671
"17476",1,1,729,1969,75475,"0","0",-117.834,33.7632
"11811",2,2,1476,1976,292775,"0","0",-117.8396,33.755837
"14550",3,2.5,2468,1978,1969585,"0","0",-117.913436,33.611696
"11717",4,2.5,1691,1979,420362,"0","0",-117.955109,33.746444
"18457",4,3,2141,1957,965645,"0","0",-118.081316,33.788472
"13059",2,1,1258,1919,168896,"0","0",-117.918239,33.835848
"683",3,2,1431,1965,502234,"0","0",-117.886659,33.714083
"257",3,2.5,1304,1994,460923,"0","0",-117.736049,33.582316
"15143",3,2,1248,1955,468807,"0","0",-117.660011,33.506151
"999",2,2.5,1388,1985,279244,"0","0",-117.86,33.8306
"10738",4,2,1982,1973,108475,"0","0",-117.89714,33.69528
"13150",4,3,2582,1972,110865,"1","0",-117.95626,33.668601
"8819",3,2,1271,1951,193855,"0","0",-117.950531,33.78162
"2900",4,2,1640,1973,293393,"1","0",-117.657908,33.620743
"6805",3,2.5,1824,2012,469144,"0","0",-117.819542,33.715039
"14081",3,1.5,1071,1956,64563,"0","0",-117.861477,33.730099
"11751",2,2,1012,1976,174048,"0","0",-117.665048,33.504447
"14874",3,2,1105,1958,69957,"0","0",-117.908775,33.761775
"3126",4,3,2664,1965,741152,"0","0",-117.935257,33.669943
"18522",2,2,1496,1977,595534,"1","0",-117.875015,33.629569
"4360",4,3.5,3241,1993,873253,"1","1",-117.580676,33.604462
"5231",3,2,1122,1960,80783,"0","0",-117.979014,33.717905
"7406",3,2.5,1719,2012,451253,"0","0",-117.905473,33.831619
"14444",2,1,897,1971,62191,"0","0",-117.667056,33.509686
"14439",4,2,1458,1964,638646,"0","0",-117.94942,33.677947
"9709",1,1,738,1989,109246,"0","0",-117.704,33.5769
"609",4,2,1451,1972,524862,"1","0",-118.014145,33.717811
"14907",4,2,1472,1976,323253,"0","0",-117.656522,33.648017
"404",5,3,3475,1997,880204,"1","1",-117.790836,33.803608
"11966",3,2,1347,1962,315690,"1","0",-117.881676,33.82396
"945",2,2,1388,2000,355471,"0","0",-117.576185,33.456963
"1382",2,1.5,1352,1979,353000,"0","0",-117.954894,33.917834
"11978",3,2,1626,1962,267053,"0","0",-117.605101,33.431464
"7717",2,1.5,1548,1951,419159,"0","0",-117.970143,33.770113
"9951",3,2,1467,1957,310580,"0","0",-117.975421,33.937616
"15304",5,4,3166,1967,576545,"1","0",-117.886828,33.771223
"9505",4,2,1679,1953,465990,"0","0",-117.927372,33.842171
"5695",2,2.5,1581,1985,255979,"0","1",-117.600846,33.446076
"12195",3,2.5,1450,1974,338024,"0","0",-117.847,33.8384
"8949",4,3.5,3559,1993,536837,"0","0",-117.642379,33.579947
"17065",3,3,2779,1977,526249,"0","0",-117.956329,33.690203
"10297",3,2.5,1937,1986,443398,"0","0",-117.708927,33.467116
"5410",3,2.5,1508,1965,479451,"1","0",-117.934297,33.67808
"9386",3,4.5,3417,1997,695215,"0","0",-117.889634,33.898741
"1653",3,1,1028,1952,345884,"0","0",-117.961195,33.869032
"4218",4,2,1709,1960,218758,"0","0",-118.037143,33.723186
"12917",3,2.5,1672,1984,595431,"0","0",-117.989439,33.655536
"12545",2,2.5,1550,1991,320577,"0","0",-117.818,33.7962
"11637",3,2,1198,1973,216548,"0","0",-117.979233,33.769004
