"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude"
"8079",4,2.5,1600,1990,403593,"1","0",-119.165832,34.281774
"2130",4,3,2701,1986,387600,"0","0",-118.894878,34.268975
"19977",4,3,2139,2012,345788,"0","0",-119.175928,34.24523
"1105",4,3,2632,1999,873114,"1","0",-118.824491,34.216441
"12036",3,1,1163,1934,171550,"0","0",-119.242103,34.445553
"7592",3,2,1553,1981,225284,"0","0",-119.219617,34.190032
"13119",5,2,2128,1963,79743,"0","0",-118.882734,34.214406
"5443",4,1.5,1608,1962,200316,"0","0",-118.76842,34.261323
"7739",3,1.5,1168,1929,403138,"0","0",-118.917237,34.263132
"19245",3,2,1144,1966,238092,"0","0",-119.167917,34.16578
"12520",4,3,3063,2001,879000,"0","0",-118.982798,34.172819
"9657",2,1,750,1980,173000,"0","0",-119.077262,34.349772
"10223",3,2,1811,1997,358998,"0","0",-118.912834,34.181443
"16268",3,2,1832,1964,65145,"0","0",-118.695821,34.297426
"3368",4,2.5,1833,1998,378784,"1","0",-119.162882,34.209686
"1928",3,3,1699,1953,339025,"0","0",-118.883443,34.283222
"8329",3,2,1693,1984,603332,"0","0",-118.872973,34.227882
"19104",3,2.5,1287,1989,246078,"0","0",-118.690967,34.284632
"6415",3,2,1474,1964,301434,"0","0",-118.756913,34.267919
"1256",3,2.5,1866,2007,451000,"0","0",-119.173609,34.151763
"18090",4,2.5,2272,2013,511792,"0","0",-119.149245,34.289904
"4372",3,2,2038,1982,383711,"0","0",-119.012765,34.21238
"19434",5,4.5,4003,1997,691276,"1","0",-118.904151,34.26661
"415",3,2.5,1294,1997,206161,"0","0",-118.788463,34.268975
"1221",4,3,2652,2008,604000,"0","0",-118.699797,34.279932
"13466",3,2,1241,1977,98360,"0","0",-118.858993,34.29603
"3991",3,3,1816,2010,503563,"0","0",-118.866485,34.297814
"19808",2,1.5,1060,1985,172135,"0","0",-119.289902,34.304243
"18580",5,4,2895,2003,646985,"0","0",-119.215045,34.222039
"14096",4,2.5,1821,1964,284706,"0","0",-118.739708,34.273794
"3615",3,2,1431,1978,309622,"0","0",-119.183794,34.229486
"1018",5,3,2079,2001,385998,"0","0",-118.920515,34.393354
"3453",3,2,1629,1978,206456,"0","0",-119.160196,34.280759
"6466",6,2,2223,1964,247878,"0","0",-118.741688,34.257032
"13651",3,2,1441,1964,278057,"0","0",-118.938833,34.182267
"10056",4,3.5,2698,1958,391588,"0","0",-119.273702,34.449064
"5074",3,2.5,2040,2003,391452,"0","0",-119.171039,34.208788
"11685",3,2,1268,1960,87370,"0","0",-118.794462,34.266715
"13762",3,4,2798,1968,1190862,"0","0",-119.266421,34.283789
"15531",3,2.5,1807,2001,478462,"0","0",-118.835975,34.176017
"14568",4,3,2816,2003,750759,"0","0",-119.007327,34.238156
"1771",3,2,1772,1978,203652,"1","0",-119.042697,34.224573
"5618",4,2,1622,1966,130041,"0","0",-119.172833,34.269727
"16887",3,2.5,1840,1987,394717,"0","0",-118.836074,34.213649
"11329",3,2,1610,1981,324880,"0","0",-118.733,34.2794
"7807",3,2,1907,1973,837000,"0","0",-118.835141,34.196788
"1041",5,4,4543,1988,1180000,"1","0",-119.036419,34.249291
"10529",4,3,2721,1970,612524,"0","0",-118.841831,34.214092
"15025",2,1,1273,1955,31403,"0","0",-119.125828,34.436464
"15509",4,2.5,1900,1977,458318,"1","0",-118.887759,34.223205
"11459",4,2.5,1830,1984,420022,"0","0",-118.837885,34.295365
"7047",2,1,956,1972,299000,"0","0",-118.889466,34.214844
"3894",4,3,3534,1978,491143,"1","0",-118.787097,34.257402
"15054",3,2,1612,1980,344306,"0","0",-119.19021,34.255363
"5193",4,2,1603,1971,153972,"0","0",-119.195753,34.223626
"12737",4,3.5,3457,1988,1128652,"1","0",-118.772996,34.192432
"943",2,1.5,1028,1974,319000,"0","0",-119.192782,34.267111
"8296",2,2,963,1974,125386,"0","0",-119.217093,34.264024
"19346",4,2.5,2425,2004,456000,"0","0",-119.194874,34.152043
"2905",4,2.5,2092,1969,401779,"0","0",-119.205421,34.186307
"16613",5,3,2358,1993,640888,"1","0",-118.777621,34.176773
"12107",3,2,1054,1958,233424,"0","0",-119.289437,34.336643
"8021",4,3,1782,2015,572596,"0","0",-118.911732,34.175847
"8891",5,2.5,1876,1951,309158,"0","0",-119.192169,34.149484
"10219",4,3,1487,1971,360750,"1","0",-118.751531,34.260455
"14906",3,2.5,1733,1997,621528,"0","0",-118.818346,34.215585
"5583",3,2.5,2040,2002,489000,"0","0",-119.173272,34.211235
"4934",4,3,1853,1976,130264,"0","0",-119.284316,34.421946
"2275",3,2,960,1973,176585,"0","0",-119.071029,34.225274
"18811",3,2,1512,2000,326942,"0","0",-119.277598,34.451552
"11859",3,2,1320,1970,204273,"0","0",-118.729289,34.274387
"11032",3,2,1384,1959,115009,"0","0",-119.168914,34.181555
"15896",4,2,1823,1976,517777,"0","0",-118.69612,34.289216
"14242",3,2,1020,1972,159930,"0","0",-118.824265,34.148302
"16647",3,2.5,2125,2005,614000,"0","0",-119.013808,34.233835
"19176",3,2,1066,1958,268289,"0","0",-119.290289,34.337066
"4685",4,3.5,2665,1993,662739,"0","0",-118.904513,34.263777
"1996",4,2,1324,1960,165903,"0","0",-118.85886,34.214186
"18649",5,3,3457,2003,876709,"0","0",-118.986275,34.166973
"7975",2,2.5,2246,1981,394943,"0","0",-119.220365,34.159329
"9558",4,2,1534,1964,314843,"0","0",-119.17944,34.275501
"13541",5,4,3382,2001,996542,"1","0",-118.976888,34.158871
"11670",4,2.5,2386,1995,582527,"0","0",-118.901135,34.267963
"18632",4,2,1790,1999,376484,"0","0",-119.21492,34.194833
"7752",3,2.5,1870,1995,426401,"0","0",-118.820053,34.215052
"12356",3,2,1179,1971,114584,"0","0",-119.193,34.1782
"2104",3,2,1611,1980,323027,"0","0",-118.87881,34.217156
"18855",4,2.5,1800,1984,383008,"0","0",-118.878151,34.271033
"11010",4,3,3018,1963,207397,"1","0",-118.892588,34.194739
"13066",4,2.5,2284,1987,324639,"0","0",-118.894762,34.267034
"348",4,3,1924,1973,443800,"0","0",-119.275016,34.283454
"8258",3,2,1220,1961,390324,"0","0",-118.71535,34.274198
"4947",2,1,1203,1917,495000,"0","0",-119.270105,34.2795
"17341",1,1,506,1929,206690,"0","0",-119.251,34.4502
"15123",3,2.5,1839,1966,129118,"1","0",-118.953316,34.156404
"6305",3,2.5,1361,1981,266164,"0","0",-119.209958,34.179694
"10416",3,3.5,2574,1971,156880,"1","0",-118.847752,34.149656
"15562",3,3.5,3690,1987,1385574,"1","0",-118.785403,34.190545
"19472",3,2.5,1467,1977,386170,"0","0",-119.047645,34.222097
"5144",4,2,1963,1994,403063,"0","0",-118.833736,34.217429
"2746",2,1,907,1985,163187,"0","0",-118.842434,34.172948
"14218",5,2.5,2930,1967,323897,"0","0",-118.751299,34.266813
"2673",3,3,2173,1981,345270,"0","0",-118.80819,34.190186
"1678",4,3,2423,1984,286191,"0","0",-118.889236,34.272137
"15770",4,2,1637,1969,77143,"0","0",-119.048231,34.225208
"17705",4,3,753,2001,617648,"0","0",-118.857364,34.265782
"2535",4,2.5,2599,2003,376664,"0","0",-119.229348,34.187978
"8028",3,2,1858,1977,268771,"0","0",-119.209239,34.177396
"17523",4,3,2615,1978,459385,"0","0",-118.854519,34.232367
"12787",5,3,1850,1957,239107,"0","0",-119.169514,34.169135
"16470",4,3,2626,1970,470009,"1","0",-118.881285,34.203787
"17723",3,2,1144,1971,326336,"0","0",-118.694362,34.284826
"8057",2,2,1421,2002,359000,"0","0",-119.29402,34.305299
"8117",2,2,1128,1984,243679,"0","0",-118.99615,34.229903
"3657",4,2.5,2117,1968,433588,"1","0",-119.049739,34.23584
"16087",3,2,1589,1964,273652,"0","0",-118.742681,34.254609
"2787",4,2,2274,1962,100896,"0","0",-118.873809,34.197215
"4411",4,2,1605,1977,654240,"0","0",-118.848705,34.147599
"1075",3,2,1440,1973,238472,"0","0",-118.852965,34.230455
"1802",3,1,1378,1960,231508,"0","0",-119.30798,34.3647
"7174",4,2,1516,1964,136868,"0","0",-119.08275,34.349141
"722",4,2.5,2024,1989,553805,"0","0",-119.060519,34.237312
"12020",4,3,2933,1977,684472,"0","0",-119.223215,34.17895
"279",2,2.5,1204,1989,259738,"0","0",-118.771,34.1801
"16338",3,2.5,1750,1992,387000,"0","0",-119.192969,34.1937
"319",4,2,1835,1964,486000,"0","0",-118.689254,34.268693
"19893",4,2.5,2007,1995,650142,"0","0",-118.821377,34.213411
"16776",3,2,1632,1964,217442,"0","0",-118.678555,34.266691
"2019",3,3,1858,1974,306484,"0","0",-118.923203,34.254323
"6023",3,2,1390,1976,105220,"0","0",-119.150557,34.175616
"2049",2,2,1092,1951,281172,"0","0",-119.190184,34.15049
"14282",2,3,2676,1993,464226,"0","0",-118.869376,34.123618
"4335",3,2.5,1466,1985,222836,"0","0",-118.740214,34.28554
"6857",3,2.5,1840,1987,720358,"0","0",-118.838315,34.214271
"19156",3,2,1479,1977,440438,"0","0",-119.185906,34.225024
"18081",5,4,2728,1964,442007,"0","0",-119.232268,34.279877
"9209",4,2.5,1950,1977,137688,"0","0",-119.163041,34.163053
"17074",5,3,3962,1957,998340,"1","0",-118.896444,34.188013
"15394",3,2.5,1583,1982,344313,"0","0",-118.774227,34.279842
"18066",4,2.5,2908,1977,896252,"0","0",-118.83994,34.227012
"6427",3,2.5,1742,1999,319633,"0","0",-119.146251,34.20669
"7642",4,2,1612,1962,62048,"0","0",-118.776564,34.263936
"15856",5,4.5,3417,2005,774000,"0","0",-119.019656,34.211163
"17325",3,2,1407,1973,271946,"0","0",-119.168027,34.154914
"18693",3,4.5,3531,2000,1045000,"0","0",-119.089373,34.246457
"2217",4,3.5,3357,1998,564139,"0","0",-119.054988,34.239371
"9447",3,2.5,3056,1981,833731,"0","0",-119.239759,34.188222
"9417",5,4,3613,1978,1325388,"1","0",-118.8239,34.181711
"18329",4,2.5,2013,1964,217442,"0","0",-118.757414,34.269645
"5886",3,2.5,1816,1961,336546,"0","0",-119.181154,34.156919
"13542",4,3,2105,1979,297661,"0","0",-118.958545,34.191642
"16868",4,2.5,2070,1971,551320,"0","0",-118.841867,34.220297
"17973",4,2,1774,1983,254773,"0","0",-118.880662,34.272975
"13721",3,2,1434,1964,278795,"1","0",-118.705915,34.289366
"17449",3,2,1350,1971,62048,"1","0",-118.678967,34.268208
"11523",5,4,4346,2004,1231249,"1","0",-118.694428,34.302034
"4965",4,3,2371,1998,634000,"0","0",-118.733918,34.257254
"8880",3,2,1150,1964,49603,"0","0",-119.146823,34.169751
"16236",4,3,2274,1993,418763,"0","0",-119.302321,34.392269
"15696",4,2,1675,1963,67065,"0","0",-119.189453,34.224224
"11325",2,3,2821,2002,1949280,"0","0",-119.293794,34.282878
"12066",5,3,2050,1966,326293,"0","0",-118.873531,34.204841
"14028",3,1,1151,1956,50653,"0","0",-119.23887,34.266681
"16153",4,3,2433,1961,187276,"0","0",-119.178553,34.217369
"8083",3,2,1244,1961,338070,"0","0",-118.72524,34.26764
"18704",4,3,1764,1963,572124,"0","0",-119.057444,34.227713
"17133",4,3,1692,1959,410000,"0","0",-119.185279,34.164146
"12859",3,2,1114,1990,176891,"0","0",-118.885523,34.276002
"6253",3,2,1525,1978,587310,"1","0",-118.925746,34.179697
"19591",3,1.5,1514,1980,150758,"0","0",-118.845345,34.295755
"4832",4,3,2170,2012,360852,"0","0",-119.173868,34.247575
"1091",4,1.5,1226,1961,286383,"0","0",-118.773462,34.275531
"9981",3,2,1493,1959,103484,"0","0",-119.046636,34.214426
"12155",2,1,920,1941,118088,"0","0",-119.289051,34.328963
"7798",4,3,2408,1964,408894,"1","0",-118.747913,34.268197
"19794",3,3,2670,1997,746300,"0","0",-118.815168,34.217612
"17225",4,3.5,3348,2001,875878,"0","0",-118.821313,34.223227
"15818",3,2,1342,1955,315184,"0","0",-119.063657,34.36909
"2455",4,2.5,2022,1973,656420,"0","0",-119.239722,34.281281
"14286",2,3,1312,1950,251100,"0","0",-119.177526,34.180079
"2484",2,1.5,1240,1975,366000,"0","0",-118.706094,34.275702
"1134",3,2.5,1924,1928,215689,"0","0",-119.290298,34.296988
"8058",4,3.5,1956,1951,251550,"0","0",-119.187999,34.185554
"6745",2,2,1378,1977,123967,"0","0",-119.162497,34.279944
"17317",3,2.5,2455,1998,438871,"1","0",-118.740448,34.287898
"387",4,3,2955,2004,636618,"0","0",-118.698517,34.301887
"16896",2,2,1074,1980,204504,"0","0",-118.785136,34.269169
"11108",3,1,1072,1943,18552,"0","0",-119.173687,34.206181
"5664",3,2,1634,1974,177214,"0","0",-119.18717,34.217346
"11931",4,2,1233,1955,343960,"0","0",-119.192524,34.179416
"4262",4,2.5,1673,1964,455626,"0","0",-119.166202,34.298962
"4450",3,2,1701,1967,437414,"0","0",-118.890173,34.190359
"4276",3,2,1805,1983,517825,"0","0",-119.166108,34.265599
"11933",2,1,884,1982,78014,"0","0",-118.664578,34.265
"12578",4,2.5,2333,1992,586332,"0","0",-119.186126,34.236606
"17409",2,2,961,1978,279592,"0","0",-118.984489,34.221064
"1287",4,2,2167,1979,433784,"1","0",-118.734137,34.286681
"15798",4,2,1890,1973,333943,"1","0",-118.885877,34.213786
"14520",4,3,1945,1977,328166,"0","0",-118.893237,34.227622
"9149",3,2.5,1664,1976,617000,"0","0",-119.285978,34.422271
"8278",1,1,710,1992,96390,"0","0",-119.181,34.193
"19752",3,2,1465,1964,63075,"0","0",-118.737186,34.275174
"15788",5,4.5,4115,2015,872989,"0","0",-118.879319,34.298551
"16368",4,4.5,5030,1989,1319824,"1","0",-119.06382,34.237047
"15331",4,2.5,2600,1989,876749,"0","0",-118.936095,34.165245
"18032",4,1,1644,1943,397000,"0","0",-119.174836,34.185083
"1417",3,2,1356,1968,406000,"0","0",-119.152176,34.156968
"18250",4,3,2824,1977,840000,"0","0",-118.837328,34.155947
"15574",3,2,1373,1961,66183,"0","0",-119.295609,34.419072
"12984",5,3,2488,1964,171478,"1","0",-119.180841,34.267823
"10183",4,2.5,1455,1984,345133,"0","0",-118.848009,34.296747
"14551",4,4,2385,1995,618000,"0","0",-119.186794,34.233302
"10753",4,2,1615,1975,232711,"0","0",-119.216463,34.193148
"3320",4,2,1826,1970,350000,"0","0",-118.671924,34.276882
"4777",5,4.5,3181,2005,845000,"0","0",-118.758681,34.296913
"7482",3,3,1508,1981,130809,"0","0",-118.889686,34.195889
"1034",3,2.5,2466,1989,534594,"0","0",-118.776551,34.17767
"18170",3,2,1390,1976,334622,"0","0",-119.150566,34.174778
"17476",3,2,2147,1999,670948,"0","0",-118.972974,34.170586
"11811",3,2,1268,1960,231116,"0","0",-118.867038,34.224325
"14550",4,2,1891,1970,240514,"0","0",-118.677257,34.27805
"11717",4,3,3303,2009,787003,"0","0",-118.911649,34.180977
"18457",4,1.5,1836,1961,268978,"0","0",-118.766954,34.274353
"13059",3,2,1688,1961,304981,"0","0",-118.86253,34.22547
"683",2,1,1103,1929,371358,"0","0",-119.275522,34.278176
"257",0,2,1092,1974,258270,"0","0",-118.921617,34.397227
"15143",2,2,1048,1978,397608,"0","0",-118.765108,34.169753
"999",4,2,2705,1969,860000,"0","0",-119.06605,34.253355
"10738",4,2,1656,1972,78959,"1","0",-119.020899,34.235148
"13150",4,2,1316,1960,375485,"0","0",-119.218147,34.272159
"8819",2,2,1070,1990,246924,"0","0",-118.672321,34.280844
"2900",6,3,3121,1973,470906,"1","0",-118.659955,34.276078
"6805",3,2,1772,1978,223393,"0","0",-119.055871,34.228168
"14081",3,2,1058,1957,57643,"0","0",-119.179623,34.167098
"11751",0,1,699,2015,1269901,"0","0",-119.251156,34.436133
"14874",4,2.5,2032,1978,225540,"0","0",-119.191496,34.227845
"3126",4,3,2087,1981,353235,"1","0",-118.858286,34.225663
"18522",4,3,3411,2001,883000,"1","0",-118.676615,34.294583
"4360",3,2,1205,1962,329437,"0","0",-119.012837,34.239366
"5231",4,2,1787,1971,155119,"0","0",-118.741767,34.260361
"7406",2,2,1470,1918,151156,"0","0",-119.070427,34.353165
"14444",3,2,1507,1975,243041,"0","0",-118.855393,34.220769
"14439",4,3,2490,1968,872000,"0","0",-118.8534,34.14483
"9709",5,1.5,1824,1954,203373,"0","0",-119.051353,34.362836
"609",4,2.5,2184,1978,391394,"0","0",-118.882211,34.219223
"14907",3,2,1840,1964,557000,"0","0",-119.029132,34.240613
"404",3,2,1968,1965,290087,"0","0",-119.166279,34.277618
"11966",1,1,793,1985,260000,"0","0",-118.850795,34.17983
"945",4,2,1770,1977,263519,"0","0",-118.878806,34.266569
"1382",3,3,2429,1953,470090,"0","0",-119.244765,34.281529
"11978",2,2,879,1984,116907,"0","0",-118.76,34.2669
"7717",3,2,1627,1986,564900,"0","0",-119.18505,34.274266
"9951",3,2,1447,1975,73702,"0","0",-119.217298,34.19313
"15304",3,2,1223,1961,457000,"0","0",-119.195984,34.278867
"9505",3,2,1278,1961,334871,"0","0",-118.748469,34.274029
"5695",4,1,1897,1956,434929,"0","0",-119.273801,34.265234
"12195",3,2.5,1850,2002,539000,"0","0",-119.220557,34.267886
"8949",4,2.5,2075,1968,555000,"0","0",-119.170905,34.275162
"17065",3,2,1321,1958,223968,"0","0",-119.195916,34.254962
"10297",5,3,2357,1970,671372,"1","0",-118.961375,34.172873
"5410",3,2,1281,1979,203890,"0","0",-119.002281,34.225642
"9386",4,2,1331,1959,358000,"0","0",-119.184526,34.166478
"1653",4,1.5,1226,1962,346901,"0","0",-118.763657,34.260218
"4218",4,2,2422,1964,606000,"0","0",-118.703703,34.297583
"12917",5,2.5,2814,2002,478636,"0","0",-119.159671,34.216106
"12545",4,2,1624,1974,258346,"0","0",-119.076367,34.342893
"11637",2,2,999,2010,258642,"0","0",-119.173293,34.249901
